n_el  name       dist[m]     Energy[MeV/u] (W-Wtmp)/Wtmp,%   x_rms[cm]      y_rms[cm]      Xmax[cm]       Ymax[cm]     phi_rms[deg]   phi_max[deg]   DW/W[rel.u.]   4*exn_rms[cm*mrad]   exn99.0[cm*mrad]    exn_max[cm*mrad]   4*eyn_rms[cm*mrad]   eyn99.0[cm*mrad]    eyn_max[cm*mrad]   4*ezn_rms[keV/u*ns]  ezn99.0[keV/u*ns]    ezn_max[keV/u*ns]     Xc[cm]       X'c[mrad]        Yc[cm]       Y'c[mrad]        btgm          Zc[deg]          a_x        b_x[cm/mrad]       a_y        b_y[cm/mrad]       a_z        b_z[deg/(%ofD_W/W)]  #of_part_lost  #of_part_left 
  10  drift  0.196900E+01   0.800000E+01  -0.132524E-06   0.301852E+00   0.529731E+00   0.721328E+00   0.127457E+01   0.104266E+03   0.179988E+03   0.584911E-03      0.167307E+00        0.226057E+00        0.247327E+00        0.166660E+00        0.224950E+00        0.248839E+00        0.496748E+02        0.641298E+02        0.758933E+02     0.127461E-05   0.149805E-04  -0.213551E-05   0.460376E-04   0.131341E+00   0.254728E+00   0.357559E+00   0.286111E+00   0.702048E+00   0.884582E+00  -0.942301E-02      0.178268E+04     0.000000E+00    0.100010E+05
  11  slit   0.196900E+01   0.800000E+01  -0.441873E-04   0.302196E+00   0.526792E+00   0.721328E+00   0.119820E+01   0.104276E+03   0.179988E+03   0.584814E-03      0.167681E+00        0.226050E+00        0.247319E+00        0.165919E+00        0.222546E+00        0.247548E+00        0.496711E+02        0.640287E+02        0.759534E+02     0.382042E-04  -0.281589E-03   0.116012E-03  -0.388113E-05   0.131341E+00   0.248055E+00   0.357476E+00   0.286122E+00   0.697015E+00   0.878702E+00  -0.981101E-02      0.178314E+04     0.250000E+02    0.997600E+04
  12  drift  0.231900E+01   0.800000E+01  -0.441873E-04   0.291336E+00   0.512596E+00   0.702559E+00   0.117202E+01   0.104275E+03   0.179993E+03   0.584814E-03      0.167681E+00        0.226050E+00        0.247319E+00        0.165919E+00        0.222546E+00        0.247548E+00        0.496705E+02        0.639621E+02        0.760548E+02     0.283486E-04  -0.281589E-03   0.115876E-03  -0.388113E-05   0.131341E+00   0.284579E+00   0.219519E+00   0.265927E+00   0.637832E+00   0.831983E+00  -0.997354E-02      0.178313E+04     0.000000E+00    0.997600E+04
  13  drift  0.266900E+01   0.800000E+01  -0.441873E-04   0.285505E+00   0.499307E+00   0.693376E+00   0.115056E+01   0.104273E+03   0.179999E+03   0.584814E-03      0.167681E+00        0.226050E+00        0.247319E+00        0.165919E+00        0.222546E+00        0.247548E+00        0.496688E+02        0.639457E+02        0.753188E+02     0.184930E-04  -0.281589E-03   0.115741E-03  -0.388113E-05   0.131341E+00   0.285016E+00   0.815619E-01   0.255390E+00   0.578650E+00   0.789406E+00  -0.119524E-01      0.178315E+04     0.000000E+00    0.997600E+04
  14  slit   0.266900E+01   0.800000E+01  -0.441873E-04   0.285505E+00   0.499307E+00   0.693376E+00   0.115056E+01   0.104273E+03   0.179999E+03   0.584814E-03      0.167681E+00        0.226050E+00        0.247319E+00        0.165919E+00        0.222546E+00        0.247548E+00        0.496688E+02        0.639457E+02        0.753188E+02     0.184930E-04  -0.281589E-03   0.115741E-03  -0.388113E-05   0.131341E+00   0.285016E+00   0.815619E-01   0.255390E+00   0.578650E+00   0.789406E+00  -0.119524E-01      0.178315E+04     0.000000E+00    0.997600E+04
  15  drift  0.298900E+01   0.800000E+01  -0.441873E-04   0.284843E+00   0.488015E+00   0.684980E+00   0.113096E+01   0.104272E+03   0.179985E+03   0.584814E-03      0.167681E+00        0.226050E+00        0.247319E+00        0.165919E+00        0.222546E+00        0.247548E+00        0.496687E+02        0.639554E+02        0.753302E+02     0.948217E-05  -0.281589E-03   0.115616E-03  -0.388113E-05   0.131341E+00   0.249329E+00  -0.445704E-01   0.254206E+00   0.524540E+00   0.754104E+00  -0.114103E-01      0.178312E+04     0.000000E+00    0.997600E+04
  16  slit   0.298900E+01   0.800000E+01  -0.441873E-04   0.284843E+00   0.488015E+00   0.684980E+00   0.113096E+01   0.104272E+03   0.179985E+03   0.584814E-03      0.167681E+00        0.226050E+00        0.247319E+00        0.165919E+00        0.222546E+00        0.247548E+00        0.496687E+02        0.639554E+02        0.753302E+02     0.948217E-05  -0.281589E-03   0.115616E-03  -0.388113E-05   0.131341E+00   0.249329E+00  -0.445704E-01   0.254206E+00   0.524540E+00   0.754104E+00  -0.114103E-01      0.178312E+04     0.000000E+00    0.997600E+04
  17  drift  0.328900E+01   0.800000E+01  -0.441873E-04   0.288307E+00   0.478226E+00   0.689919E+00   0.111793E+01   0.104271E+03   0.179995E+03   0.584814E-03      0.167681E+00        0.226050E+00        0.247319E+00        0.165919E+00        0.222546E+00        0.247548E+00        0.496675E+02        0.640225E+02        0.754983E+02     0.103451E-05  -0.281589E-03   0.115500E-03  -0.388113E-05   0.131341E+00   0.321877E+00  -0.162819E+00   0.260428E+00   0.473811E+00   0.724153E+00  -0.124100E-01      0.178312E+04     0.000000E+00    0.997600E+04
  18  drift  0.478900E+01   0.800000E+01  -0.441873E-04   0.356395E+00   0.442520E+00   0.858652E+00   0.105276E+01   0.104265E+03   0.179944E+03   0.584814E-03      0.167681E+00        0.226050E+00        0.247319E+00        0.165919E+00        0.222546E+00        0.247548E+00        0.496654E+02        0.640406E+02        0.757877E+02    -0.412038E-04  -0.281589E-03   0.114918E-03  -0.388113E-05   0.131341E+00   0.468097E+00  -0.754064E+00   0.397960E+00   0.220171E+00   0.620056E+00  -0.112719E-01      0.178299E+04     0.000000E+00    0.997600E+04
  19  drift  0.728900E+01   0.800000E+01  -0.441873E-04   0.570950E+00   0.440947E+00   0.137653E+01   0.105574E+01   0.104259E+03   0.179956E+03   0.584814E-03      0.167681E+00        0.226050E+00        0.247319E+00        0.165919E+00        0.222546E+00        0.247548E+00        0.496631E+02        0.641921E+02        0.761472E+02    -0.111601E-03  -0.281589E-03   0.113948E-03  -0.388113E-05   0.131341E+00   0.435133E+00  -0.173947E+01   0.102134E+01  -0.202563E+00   0.615654E+00  -0.924167E-02      0.178284E+04     0.000000E+00    0.997600E+04
  20  drift  0.732550E+01   0.800000E+01  -0.441873E-04   0.574503E+00   0.441484E+00   0.138520E+01   0.105757E+01   0.104258E+03   0.179974E+03   0.584814E-03      0.167681E+00        0.226050E+00        0.247319E+00        0.165919E+00        0.222546E+00        0.247548E+00        0.496631E+02        0.641921E+02        0.761472E+02    -0.112629E-03  -0.281589E-03   0.113933E-03  -0.388113E-05   0.131341E+00   0.435179E+00  -0.175386E+01   0.103410E+01  -0.208735E+00   0.617155E+00  -0.913997E-02      0.178284E+04     0.000000E+00    0.997600E+04
  21  quad   0.762550E+01   0.800000E+01  -0.441873E-04   0.519987E+00   0.513332E+00   0.125390E+01   0.123310E+01   0.104258E+03   0.179999E+03   0.584814E-03      0.167687E+00        0.226167E+00        0.247990E+00        0.165930E+00        0.222341E+00        0.247595E+00        0.496626E+02        0.642428E+02        0.743551E+02    -0.104569E-03   0.805803E-03   0.130509E-03   0.113564E-02   0.131341E+00   0.437414E+00   0.736090E+01   0.847124E+00  -0.772906E+01   0.834320E+00  -0.936081E-02      0.178283E+04     0.000000E+00    0.997600E+04
  22  drift  0.769850E+01   0.800000E+01  -0.441873E-04   0.487024E+00   0.548065E+00   0.117424E+01   0.131694E+01   0.104258E+03   0.179986E+03   0.584814E-03      0.167687E+00        0.226167E+00        0.247990E+00        0.165930E+00        0.222341E+00        0.247595E+00        0.496626E+02        0.642367E+02        0.743480E+02    -0.986868E-04   0.805803E-03   0.138800E-03   0.113564E-02   0.131341E+00   0.402961E+00   0.688537E+01   0.743126E+00  -0.826050E+01   0.951044E+00  -0.944068E-02      0.178283E+04     0.000000E+00    0.997600E+04
  23  quad   0.799850E+01   0.800000E+01  -0.441873E-04   0.440552E+00   0.579406E+00   0.105995E+01   0.139297E+01   0.104257E+03   0.179991E+03   0.584814E-03      0.167682E+00        0.226197E+00        0.247480E+00        0.165915E+00        0.222787E+00        0.247541E+00        0.496620E+02        0.642460E+02        0.742728E+02    -0.925445E-04  -0.383317E-03   0.145510E-03  -0.701323E-03   0.131341E+00   0.296592E+00  -0.181741E+01   0.608092E+00   0.502536E+01   0.106302E+01  -0.102002E-01      0.178283E+04     0.000000E+00    0.997600E+04
  24  drift  0.803500E+01   0.800000E+01  -0.441873E-04   0.445366E+00   0.569412E+00   0.107108E+01   0.136895E+01   0.104257E+03   0.179994E+03   0.584814E-03      0.167682E+00        0.226197E+00        0.247480E+00        0.165915E+00        0.222787E+00        0.247541E+00        0.496618E+02        0.642239E+02        0.742473E+02    -0.939436E-04  -0.383317E-03   0.142950E-03  -0.701323E-03   0.131341E+00   0.260703E+00  -0.184324E+01   0.621453E+00   0.493521E+01   0.102666E+01  -0.106392E-01      0.178284E+04     0.000000E+00    0.997600E+04
  25  drift  0.123250E+02   0.800000E+01  -0.324520E-04   0.105697E+01   0.650055E+00   0.249949E+01   0.156374E+01   0.104238E+03   0.179987E+03   0.584831E-03      0.167586E+00        0.225767E+00        0.247280E+00        0.165963E+00        0.222783E+00        0.247537E+00        0.496529E+02        0.643502E+02        0.740508E+02    -0.368246E-05  -0.446345E-04  -0.143576E-03  -0.665854E-03   0.131341E+00   0.547165E+00  -0.487476E+01   0.350225E+01  -0.566017E+01   0.133767E+01  -0.125738E-01      0.178250E+04     0.300000E+01    0.997300E+04
  26  drift  0.124150E+02   0.800000E+01  -0.324520E-04   0.107021E+01   0.674825E+00   0.253065E+01   0.162394E+01   0.104238E+03   0.179989E+03   0.584831E-03      0.167586E+00        0.225767E+00        0.247280E+00        0.165963E+00        0.222783E+00        0.247537E+00        0.496528E+02        0.643606E+02        0.740628E+02    -0.408417E-05  -0.446345E-04  -0.149569E-03  -0.665854E-03   0.131341E+00   0.511549E+00  -0.493839E+01   0.359057E+01  -0.588245E+01   0.144155E+01  -0.126831E-01      0.178250E+04     0.000000E+00    0.997300E+04
  27  quad   0.127150E+02   0.800000E+01  -0.324520E-04   0.923642E+00   0.888678E+00   0.218363E+01   0.214015E+01   0.104237E+03   0.179989E+03   0.584831E-03      0.167617E+00        0.226137E+00        0.248503E+00        0.166012E+00        0.223094E+00        0.248158E+00        0.496522E+02        0.644135E+02        0.741237E+02    -0.473054E-05   0.423185E-05  -0.197951E-03  -0.265502E-02   0.131341E+00   0.525962E+00   0.316923E+02   0.267393E+01  -0.335544E+02   0.249925E+01  -0.126591E-01      0.178248E+04     0.000000E+00    0.997300E+04
  28  drift  0.128950E+02   0.800000E+01  -0.324520E-04   0.726617E+00   0.110346E+01   0.171743E+01   0.265788E+01   0.104236E+03   0.179993E+03   0.584831E-03      0.167617E+00        0.226137E+00        0.248503E+00        0.166012E+00        0.223094E+00        0.248158E+00        0.496522E+02        0.643395E+02        0.741239E+02    -0.465437E-05   0.423185E-05  -0.245742E-03  -0.265502E-02   0.131341E+00   0.549779E+00   0.249243E+02   0.165484E+01  -0.416705E+02   0.385330E+01  -0.121570E-01      0.178246E+04     0.000000E+00    0.997300E+04
  29  quad   0.131950E+02   0.800000E+01  -0.420683E-04   0.520062E+00   0.123540E+01   0.123353E+01   0.291490E+01   0.104235E+03   0.180000E+03   0.584781E-03      0.167603E+00        0.226142E+00        0.247420E+00        0.165923E+00        0.222723E+00        0.250250E+00        0.496478E+02        0.643935E+02        0.741861E+02     0.191405E-04  -0.210942E-03   0.221676E-04  -0.143234E-03   0.131341E+00   0.625941E+00   0.531526E+01   0.847793E+00   0.132859E+02   0.483246E+01  -0.117279E-01      0.178258E+04     0.100000E+01    0.997200E+04
  30  drift  0.132850E+02   0.800000E+01  -0.420683E-04   0.490748E+00   0.120483E+01   0.116612E+01   0.284340E+01   0.104234E+03   0.179988E+03   0.584781E-03      0.167603E+00        0.226142E+00        0.247420E+00        0.165923E+00        0.222723E+00        0.250250E+00        0.496472E+02        0.644667E+02        0.742704E+02     0.172420E-04  -0.210942E-03   0.208785E-04  -0.143234E-03   0.131341E+00   0.699198E+00   0.500473E+01   0.754913E+00   0.129553E+02   0.459629E+01  -0.122142E-01      0.178258E+04     0.000000E+00    0.997200E+04
  31  drift  0.136350E+02   0.800000E+01   0.534310E-04   0.379665E+00   0.105387E+01   0.904000E+00   0.225835E+01   0.104276E+03   0.179993E+03   0.585208E-03      0.169484E+00        0.226231E+00        0.247518E+00        0.161987E+00        0.216509E+00        0.251171E+00        0.497029E+02        0.644981E+02        0.743923E+02     0.281194E-03  -0.295263E-02   0.877627E-03  -0.273278E-02   0.131341E+00   0.922963E+00   0.379735E+01   0.446820E+00   0.112584E+02   0.360206E+01  -0.126303E-01      0.178200E+04     0.153000E+03    0.981900E+04
  32  drift  0.149050E+02   0.800000E+01   0.534310E-04   0.112036E+00   0.636629E+00   0.268211E+00   0.140163E+01   0.104272E+03   0.179985E+03   0.585208E-03      0.169484E+00        0.226231E+00        0.247518E+00        0.161987E+00        0.216509E+00        0.251171E+00        0.497014E+02        0.645922E+02        0.745868E+02    -0.937893E-04  -0.295263E-02   0.530564E-03  -0.273278E-02   0.131341E+00   0.790236E+00  -0.585445E+00   0.389087E-01   0.675418E+01   0.131447E+01  -0.124991E-01      0.178194E+04     0.000000E+00    0.981900E+04
  33  drift  0.159050E+02   0.800000E+01   0.534310E-04   0.402065E+00   0.313275E+00   0.965136E+00   0.735513E+00   0.104268E+03   0.179995E+03   0.585208E-03      0.169484E+00        0.226231E+00        0.247518E+00        0.161987E+00        0.216509E+00        0.251171E+00        0.496997E+02        0.646128E+02        0.747833E+02    -0.389052E-03  -0.295263E-02   0.257287E-03  -0.273278E-02   0.131341E+00   0.911193E+00  -0.403646E+01   0.501099E+00   0.320759E+01   0.318295E+00  -0.117273E-01      0.178185E+04     0.000000E+00    0.981900E+04
  34  slit   0.159050E+02   0.800000E+01   0.534310E-04   0.402065E+00   0.313275E+00   0.965136E+00   0.735513E+00   0.104268E+03   0.179995E+03   0.585208E-03      0.169484E+00        0.226231E+00        0.247518E+00        0.161987E+00        0.216509E+00        0.251171E+00        0.496997E+02        0.646128E+02        0.747833E+02    -0.389052E-03  -0.295263E-02   0.257287E-03  -0.273278E-02   0.131341E+00   0.911193E+00  -0.403646E+01   0.501099E+00   0.320759E+01   0.318295E+00  -0.117273E-01      0.178185E+04     0.000000E+00    0.981900E+04
  35  drift  0.162550E+02   0.800000E+01   0.534310E-04   0.516185E+00   0.205685E+00   0.123802E+01   0.502370E+00   0.104265E+03   0.179981E+03   0.585208E-03      0.169484E+00        0.226231E+00        0.247518E+00        0.161987E+00        0.216509E+00        0.251171E+00        0.496975E+02        0.644552E+02        0.750352E+02    -0.492394E-03  -0.295263E-02   0.161639E-03  -0.273278E-02   0.131341E+00   0.106169E+01  -0.524432E+01   0.825927E+00   0.196628E+01   0.137209E+00  -0.133010E-01      0.178184E+04     0.000000E+00    0.981900E+04
  36  drift  0.166050E+02   0.800000E+01   0.534310E-04   0.631279E+00   0.115166E+00   0.151091E+01   0.280316E+00   0.104265E+03   0.179991E+03   0.585208E-03      0.169484E+00        0.226231E+00        0.247518E+00        0.161987E+00        0.216509E+00        0.251171E+00        0.496969E+02        0.644444E+02        0.751101E+02    -0.595736E-03  -0.295263E-02   0.659924E-04  -0.273278E-02   0.131341E+00   0.955533E+00  -0.645218E+01   0.123530E+01   0.724972E+00   0.430155E-01  -0.139271E-01      0.178185E+04     0.000000E+00    0.981900E+04
  37  slit   0.166050E+02   0.800000E+01   0.307933E-04   0.590331E+00   0.116585E+00   0.119965E+01   0.280316E+00   0.104422E+03   0.179991E+03   0.585808E-03      0.160471E+00        0.211904E+00        0.245543E+00        0.166147E+00        0.216891E+00        0.251032E+00        0.498209E+02        0.644838E+02        0.751559E+02     0.146754E-02   0.753231E-02  -0.185697E-03  -0.293786E-02   0.131341E+00   0.606507E+00  -0.596404E+01   0.114092E+01   0.724223E+00   0.429787E-01  -0.162317E-01      0.178276E+04     0.366000E+03    0.945300E+04
  38  drift  0.171050E+02   0.800000E+01   0.307933E-04   0.745075E+00   0.136868E+00   0.153369E+01   0.331482E+00   0.104419E+03   0.179995E+03   0.585808E-03      0.160471E+00        0.211904E+00        0.245543E+00        0.166147E+00        0.216891E+00        0.251032E+00        0.498207E+02        0.645018E+02        0.751769E+02     0.184415E-02   0.753231E-02  -0.332590E-03  -0.293786E-02   0.131341E+00   0.649863E+00  -0.756668E+01   0.181746E+01  -0.104933E+01   0.592340E-01  -0.149047E-01      0.178268E+04     0.000000E+00    0.945300E+04
  39  slit   0.171050E+02   0.800000E+01   0.307933E-04   0.745075E+00   0.136868E+00   0.153369E+01   0.331482E+00   0.104419E+03   0.179995E+03   0.585808E-03      0.160471E+00        0.211904E+00        0.245543E+00        0.166147E+00        0.216891E+00        0.251032E+00        0.498207E+02        0.645018E+02        0.751769E+02     0.184415E-02   0.753231E-02  -0.332590E-03  -0.293786E-02   0.131341E+00   0.649863E+00  -0.756668E+01   0.181746E+01  -0.104933E+01   0.592340E-01  -0.149047E-01      0.178268E+04     0.000000E+00    0.945300E+04
  40  drift  0.181050E+02   0.800000E+01   0.307933E-04   0.105607E+01   0.444162E+00   0.222610E+01   0.100377E+01   0.104414E+03   0.179967E+03   0.585808E-03      0.160471E+00        0.211904E+00        0.245543E+00        0.166147E+00        0.216891E+00        0.251032E+00        0.498193E+02        0.644926E+02        0.753419E+02     0.259738E-02   0.753231E-02  -0.626375E-03  -0.293786E-02   0.131341E+00   0.774658E+00  -0.107720E+02   0.365132E+01  -0.459643E+01   0.623810E+00  -0.136728E-01      0.178256E+04     0.000000E+00    0.945300E+04
  41  drift  0.184190E+02   0.800000E+01   0.307933E-04   0.115394E+01   0.547383E+00   0.244351E+01   0.122919E+01   0.104413E+03   0.179996E+03   0.585808E-03      0.160471E+00        0.211904E+00        0.245543E+00        0.166147E+00        0.216891E+00        0.251032E+00        0.498193E+02        0.644928E+02        0.753420E+02     0.283390E-02   0.753231E-02  -0.718624E-03  -0.293786E-02   0.131341E+00   0.777969E+00  -0.117784E+02   0.435940E+01  -0.571022E+01   0.947439E+00  -0.127977E-01      0.178252E+04     0.000000E+00    0.945300E+04
  42  quad   0.186990E+02   0.800000E+01   0.307933E-04   0.136788E+01   0.580187E+00   0.290595E+01   0.129729E+01   0.104413E+03   0.179971E+03   0.585808E-03      0.160529E+00        0.212683E+00        0.244463E+00        0.166157E+00        0.216911E+00        0.251055E+00        0.498191E+02        0.644388E+02        0.753671E+02     0.335557E-02   0.303424E-01  -0.723509E-03   0.258648E-02   0.131341E+00   0.711496E+00  -0.555767E+02   0.612358E+01   0.181677E+01   0.106433E+01  -0.127961E-01      0.178251E+04     0.000000E+00    0.945300E+04
  43  drift  0.188450E+02   0.800000E+01   0.307933E-04   0.154914E+01   0.565784E+00   0.329506E+01   0.126186E+01   0.104413E+03   0.179952E+03   0.585808E-03      0.160529E+00        0.212683E+00        0.244463E+00        0.166157E+00        0.216911E+00        0.251055E+00        0.498192E+02        0.644390E+02        0.753673E+02     0.379857E-02   0.303424E-01  -0.685747E-03   0.258648E-02   0.131341E+00   0.684827E+00  -0.629434E+02   0.785398E+01   0.175777E+01   0.101215E+01  -0.126342E-01      0.178251E+04     0.000000E+00    0.945300E+04
  44  quad   0.191250E+02   0.800001E+01   0.687961E-04   0.157177E+01   0.592229E+00   0.297964E+01   0.129226E+01   0.104350E+03   0.179996E+03   0.586081E-03      0.145386E+00        0.197098E+00        0.238618E+00        0.172114E+00        0.217861E+00        0.250703E+00        0.498147E+02        0.645824E+02        0.750086E+02     0.878247E-02   0.151154E-01  -0.178669E-03   0.732346E-04   0.131341E+00   0.403582E+00  -0.152844E+02   0.892718E+01  -0.403933E+01   0.107059E+01  -0.910283E-02      0.178055E+04     0.759000E+03    0.869400E+04
  45  drift  0.229763E+02   0.800001E+01   0.886925E-04   0.168584E+01   0.149075E+01   0.299990E+01   0.299841E+01   0.104071E+03   0.179925E+03   0.585498E-03      0.973722E-01        0.135571E+00        0.168411E+00        0.183393E+00        0.221124E+00        0.250708E+00        0.496333E+02        0.637694E+02        0.739784E+02    -0.275324E-01  -0.283735E-01   0.341930E-02   0.579392E-02   0.131341E+00  -0.804425E+00  -0.158247E+02   0.153342E+02  -0.994143E+01   0.636627E+01  -0.486674E-02      0.177750E+04     0.278400E+04    0.591000E+04
  46  quad   0.232763E+02   0.799999E+01  -0.163968E-03   0.154444E+01   0.163155E+01   0.274992E+01   0.316820E+01   0.104115E+03   0.179929E+03   0.586900E-03      0.989147E-01        0.136210E+00        0.175755E+00        0.174264E+00        0.216502E+00        0.246586E+00        0.497731E+02        0.639437E+02        0.743531E+02    -0.262166E-01   0.188040E+00  -0.517161E-02  -0.435142E-01   0.131341E+00  -0.690640E+00   0.907598E+02   0.126690E+02  -0.675362E+02   0.802519E+01  -0.603526E-02      0.177402E+04     0.259000E+03    0.565100E+04
  47  drift  0.233600E+02   0.799999E+01  -0.112512E-03   0.145349E+01   0.160188E+01   0.258608E+01   0.299988E+01   0.104140E+03   0.179948E+03   0.586756E-03      0.100451E+00        0.136268E+00        0.174703E+00        0.162283E+00        0.206425E+00        0.246331E+00        0.497735E+02        0.639479E+02        0.740995E+02    -0.246748E-01   0.187907E+00  -0.151577E-01  -0.119695E+00   0.131341E+00  -0.473595E+00   0.842085E+02   0.110492E+02  -0.652988E+02   0.830714E+01  -0.173931E-02      0.177485E+04     0.360000E+03    0.529100E+04
