 Nseed      iq         dt[nsec]         dW[MeV/u]           x[cm]           x'[mrad]            y[cm]           y'[mrad]  
      0      1       0.59574E-11       0.00000E+00      -0.52662E-04       0.12030E-03       0.00000E+00       0.00000E+00
      0      1      -0.87269E+01       0.62811E-02       0.38111E+00      -0.10544E+01      -0.15978E+00       0.53489E+01
      0      1       0.27842E+02      -0.66586E-02      -0.84000E+00       0.21847E+01      -0.60595E-01      -0.67775E+00
      0      1      -0.31829E+02       0.23058E-02       0.81815E+00      -0.19286E+01       0.11435E+00       0.12665E+01
      0      1      -0.72062E+01      -0.15868E-02       0.92459E+00      -0.22142E+01      -0.10749E+00       0.31526E+01
      0      1      -0.32800E+02       0.42702E-02       0.65771E+00      -0.15288E+01       0.30029E+00      -0.47918E+01
      0      1      -0.19979E+02       0.24805E-03      -0.38574E-01       0.15893E+00      -0.24847E+00       0.41152E+01
      0      1      -0.53663E+01       0.68665E-02       0.22630E+00      -0.45119E+00      -0.23377E+00       0.42783E+01
      0      1       0.33734E+02      -0.58155E-02       0.85955E-02      -0.13727E+00      -0.85041E-01       0.48280E+01
      0      1      -0.98943E+01      -0.14438E-02       0.14896E+00      -0.48889E+00      -0.21324E+00       0.56993E+01
      0      1       0.16689E+02      -0.15098E-02       0.47464E+00      -0.12624E+01       0.13216E+00      -0.37158E+01
      0      1       0.14248E+02      -0.30567E-02       0.64479E+00      -0.10883E+01      -0.18732E-02      -0.21029E+01
      0      1      -0.89390E+00       0.61173E-02      -0.18790E+00       0.44524E+00      -0.17534E+00       0.17030E+01
      0      1       0.24687E+02       0.48752E-02      -0.96114E+00       0.21117E+01       0.17538E+00      -0.51019E+01
      0      1       0.10701E+02       0.28721E-02       0.28517E-01      -0.16661E-01       0.15757E+00      -0.57662E+01
      0      1       0.30019E+02       0.13435E-02       0.92583E+00      -0.19546E+01      -0.16786E-01      -0.22526E+01
      0      1       0.11266E+02       0.52308E-02      -0.85927E+00       0.19953E+01      -0.17117E+00       0.11811E+01
      0      1      -0.11310E+02      -0.74498E-02       0.28434E+00      -0.55784E+00      -0.82445E-01       0.14394E+01
      0      1       0.10396E+02       0.47575E-02       0.20422E+00      -0.59901E+00      -0.25120E+00       0.31580E+01
      0      1      -0.32444E+02      -0.87530E-03       0.35885E+00      -0.55379E+00       0.10586E+00      -0.32893E+01
      0      1       0.26754E+02      -0.67073E-02       0.64556E+00      -0.11473E+01       0.20016E+00      -0.49684E+01
      0      1       0.12985E+02       0.63366E-02       0.21931E+00      -0.43452E+00       0.74157E-01      -0.25604E+01
      0      1      -0.28100E+02      -0.25764E-02      -0.47756E+00       0.85516E+00       0.15694E+00       0.70740E+00
      0      1      -0.29413E+02      -0.34249E-02       0.82513E+00      -0.17607E+01      -0.32135E-01       0.51898E+01
      0      1       0.24389E+02       0.80428E-02       0.74264E+00      -0.15510E+01       0.29328E+00      -0.35313E+01
      0      1      -0.29280E+02      -0.56712E-04      -0.25493E+00       0.32496E+00       0.57895E-01      -0.33022E+01
      0      1       0.22388E+02      -0.44719E-02      -0.70459E+00       0.17724E+01       0.15840E+00      -0.18258E+01
      0      1      -0.39674E+01      -0.19991E-03       0.11578E+00      -0.27395E+00       0.13257E+00      -0.54864E+01
