n_el  name      Q     A   Loss   Xfirst,cm   Yfirst,cm   Zfirst,cm    VXfirst     VYfirst     VZfirst     Xdev,cm     Ydev,cm     Zdev,cm     VXdev       VYdev       VZdev       Xc ,cm       Yc ,cm     Zc ,cm       O(11)       O(12)       O(13)       O(21)       O(22)       O(23)       O(31)       O(32)       O(33)   
  11  slit   10.0  22.0    -2       0.016      -1.243     160.200  -0.0000079   0.0001261   0.1302875       0.016      -1.243       0.000  -0.0000079   0.0001261   0.1302875       0.000       0.000     160.200   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  11  slit   10.0  22.0    -2      -0.114       1.219     160.200   0.0000945  -0.0001022   0.1301952      -0.114       1.219       0.000   0.0000945  -0.0001022   0.1301952       0.000       0.000     160.200   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  11  slit   10.0  22.0    -2      -0.044      -1.203     160.200   0.0000688   0.0001583   0.1302864      -0.044      -1.203       0.000   0.0000688   0.0001583   0.1302864       0.000       0.000     160.200   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  11  slit   10.0  22.0    -2      -0.101      -1.212     160.200   0.0000724   0.0001757   0.1302361      -0.101      -1.212       0.000   0.0000724   0.0001757   0.1302361       0.000       0.000     160.200   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  11  slit   10.0  22.0    -2      -0.084      -1.263     160.200   0.0000004   0.0001034   0.1302367      -0.084      -1.263       0.000   0.0000004   0.0001034   0.1302367       0.000       0.000     160.200   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  11  slit   10.0  22.0    -2      -0.130      -1.253     160.200   0.0000039   0.0001437   0.1302139      -0.130      -1.253       0.000   0.0000039   0.0001437   0.1302139       0.000       0.000     160.200   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  11  slit   10.0  22.0    -2      -0.168      -1.227     160.200   0.0000750   0.0001521   0.1302369      -0.168      -1.227       0.000   0.0000750   0.0001521   0.1302369       0.000       0.000     160.200   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  11  slit   10.0  22.0    -2       0.117       1.271     160.200  -0.0000099  -0.0001471   0.1302670       0.117       1.271       0.000  -0.0000099  -0.0001471   0.1302670       0.000       0.000     160.200   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  11  slit   10.0  22.0    -2      -0.054       1.217     160.200   0.0000926  -0.0001038   0.1302036      -0.054       1.217       0.000   0.0000926  -0.0001038   0.1302036       0.000       0.000     160.200   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  11  slit   10.0  22.0    -2       0.026      -1.247     160.200  -0.0000592   0.0001208   0.1301996       0.026      -1.247       0.000  -0.0000592   0.0001208   0.1301996       0.000       0.000     160.200   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  11  slit   10.0  22.0    -2      -0.068       1.201     160.200  -0.0000202  -0.0001482   0.1301943      -0.068       1.201       0.000  -0.0000202  -0.0001482   0.1301943       0.000       0.000     160.200   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
