n_el  name       dist[m]     Energy[MeV/u] (W-Wtmp)/Wtmp,%   x_rms[cm]      y_rms[cm]      Xmax[cm]       Ymax[cm]     phi_rms[deg]   phi_max[deg]   DW/W[rel.u.]   4*exn_rms[cm*mrad]   exn99.0[cm*mrad]    exn_max[cm*mrad]   4*eyn_rms[cm*mrad]   eyn99.0[cm*mrad]    eyn_max[cm*mrad]   4*ezn_rms[keV/u*ns]  ezn99.0[keV/u*ns]    ezn_max[keV/u*ns]     Xc[cm]       X'c[mrad]        Yc[cm]       Y'c[mrad]        btgm          Zc[deg]          a_x        b_x[cm/mrad]       a_y        b_y[cm/mrad]       a_z        b_z[deg/(%ofD_W/W)]  #of_part_lost  #of_part_left 
  15  drift  0.298900E+01   0.667000E+01  -0.132249E-06   0.309195E+00   0.291438E+00   0.747073E+00   0.706416E+00   0.104263E+03   0.179999E+03   0.583668E-03      0.167307E+00        0.226456E+00        0.249400E+00        0.166661E+00        0.225029E+00        0.248376E+00        0.413264E+02        0.531921E+02        0.627265E+02    -0.547301E-06  -0.440084E-05  -0.209552E-05  -0.169244E-04   0.119885E+00   0.304791E+00  -0.182484E+01   0.274015E+00  -0.207139E+00   0.244391E+00  -0.111023E-01      0.178645E+04     0.000000E+00    0.100010E+05
  16  slit   0.298900E+01   0.667000E+01  -0.132249E-06   0.309195E+00   0.291438E+00   0.747073E+00   0.706416E+00   0.104263E+03   0.179999E+03   0.583668E-03      0.167307E+00        0.226456E+00        0.249400E+00        0.166661E+00        0.225029E+00        0.248376E+00        0.413264E+02        0.531921E+02        0.627265E+02    -0.547301E-06  -0.440084E-05  -0.209552E-05  -0.169244E-04   0.119885E+00   0.304791E+00  -0.182484E+01   0.274015E+00  -0.207139E+00   0.244391E+00  -0.111023E-01      0.178645E+04     0.000000E+00    0.100010E+05
  17  drift  0.328900E+01   0.667000E+01  -0.132249E-06   0.372510E+00   0.300983E+00   0.895104E+00   0.726030E+00   0.104261E+03   0.179981E+03   0.583668E-03      0.167307E+00        0.226456E+00        0.249400E+00        0.166661E+00        0.225029E+00        0.248376E+00        0.413253E+02        0.532498E+02        0.628687E+02    -0.679326E-06  -0.440084E-05  -0.260325E-05  -0.169244E-04   0.119885E+00   0.377982E+00  -0.229890E+01   0.397728E+00  -0.335160E+00   0.260659E+00  -0.120616E-01      0.178644E+04     0.000000E+00    0.100010E+05
  18  drift  0.478900E+01   0.667000E+01   0.142996E-04   0.692598E+00   0.400536E+00   0.149688E+01   0.969774E+00   0.104271E+03   0.179992E+03   0.583445E-03      0.164069E+00        0.220665E+00        0.245729E+00        0.168256E+00        0.225295E+00        0.248396E+00        0.413141E+02        0.533770E+02        0.630934E+02    -0.228339E-02  -0.790722E-02   0.195460E-03   0.518815E-03   0.119885E+00   0.464124E+00  -0.453526E+01   0.140204E+01  -0.975156E+00   0.457233E+00  -0.107654E-01      0.178726E+04     0.121000E+03    0.988000E+04
  19  drift  0.728900E+01   0.667000E+01  -0.422987E-04   0.120868E+01   0.656846E+00   0.249956E+01   0.157128E+01   0.104382E+03   0.179998E+03   0.583831E-03      0.158765E+00        0.214206E+00        0.247351E+00        0.170683E+00        0.225426E+00        0.248540E+00        0.413854E+02        0.535990E+02        0.616790E+02    -0.510009E-02  -0.916455E-02   0.204529E-03   0.309361E-03   0.119885E+00   0.564013E+00  -0.798028E+01   0.441256E+01  -0.204335E+01   0.121216E+01  -0.102293E-01      0.178797E+04     0.229000E+03    0.965100E+04
  20  drift  0.732550E+01   0.667000E+01  -0.422987E-04   0.121666E+01   0.660890E+00   0.251698E+01   0.158139E+01   0.104382E+03   0.179998E+03   0.583831E-03      0.158765E+00        0.214206E+00        0.247351E+00        0.170683E+00        0.225426E+00        0.248540E+00        0.413851E+02        0.536342E+02        0.616485E+02    -0.513354E-02  -0.916455E-02   0.205658E-03   0.309361E-03   0.119885E+00   0.489550E+00  -0.803379E+01   0.447102E+01  -0.205893E+01   0.122714E+01  -0.110192E-01      0.178799E+04     0.000000E+00    0.965100E+04
  21  quad   0.762550E+01   0.667000E+01  -0.422987E-04   0.113530E+01   0.777342E+00   0.235587E+01   0.186314E+01   0.104381E+03   0.179981E+03   0.583831E-03      0.158786E+00        0.213888E+00        0.250161E+00        0.170687E+00        0.225815E+00        0.248695E+00        0.413842E+02        0.536560E+02        0.615321E+02    -0.478825E-02   0.317196E-01   0.241094E-03   0.210000E-02   0.119885E+00   0.495165E+00   0.257161E+02   0.389253E+01  -0.148724E+02   0.169765E+01  -0.120202E-01      0.178799E+04     0.000000E+00    0.965100E+04
  22  drift  0.769850E+01   0.667000E+01  -0.422987E-04   0.108055E+01   0.827062E+00   0.224420E+01   0.198283E+01   0.104381E+03   0.179993E+03   0.583831E-03      0.158786E+00        0.213888E+00        0.250161E+00        0.170687E+00        0.225815E+00        0.248695E+00        0.413841E+02        0.537137E+02        0.615278E+02    -0.455670E-02   0.317196E-01   0.256424E-03   0.210000E-02   0.119885E+00   0.462025E+00   0.244740E+02   0.352614E+01  -0.158278E+02   0.192176E+01  -0.120854E-01      0.178799E+04     0.000000E+00    0.965100E+04
  23  quad   0.799850E+01   0.667000E+01  -0.422987E-04   0.973149E+00   0.930774E+00   0.202971E+01   0.223313E+01   0.104380E+03   0.180000E+03   0.583831E-03      0.158765E+00        0.213754E+00        0.247975E+00        0.170687E+00        0.225398E+00        0.248509E+00        0.413834E+02        0.537643E+02        0.614449E+02    -0.410088E-02  -0.751122E-03   0.287826E-03  -0.483670E-04   0.119885E+00   0.430428E+00  -0.597923E+00   0.286040E+01   0.792516E-01   0.243394E+01  -0.127429E-01      0.178798E+04     0.000000E+00    0.965100E+04
  24  drift  0.803500E+01   0.667000E+01  -0.422987E-04   0.973892E+00   0.930664E+00   0.203236E+01   0.223303E+01   0.104379E+03   0.179995E+03   0.583831E-03      0.158765E+00        0.213754E+00        0.247975E+00        0.170687E+00        0.225398E+00        0.248509E+00        0.413829E+02        0.537381E+02        0.614852E+02    -0.410363E-02  -0.751122E-03   0.287649E-03  -0.483670E-04   0.119885E+00   0.430448E+00  -0.599655E+00   0.286477E+01   0.777426E-01   0.243337E+01  -0.135040E-01      0.178800E+04     0.000000E+00    0.965100E+04
  25  drift  0.123250E+02   0.667000E+01  -0.422987E-04   0.107132E+01   0.932457E+00   0.238582E+01   0.222136E+01   0.104357E+03   0.179997E+03   0.583831E-03      0.158765E+00        0.213754E+00        0.247975E+00        0.170687E+00        0.225398E+00        0.248509E+00        0.413742E+02        0.538005E+02        0.619821E+02    -0.442586E-02  -0.751122E-03   0.266900E-03  -0.483670E-04   0.119885E+00   0.880376E+00  -0.803254E+00   0.346662E+01  -0.996217E-01   0.244276E+01  -0.133844E-01      0.178761E+04     0.000000E+00    0.965100E+04
  26  drift  0.124150E+02   0.667000E+01  -0.422987E-04   0.107356E+01   0.932806E+00   0.239346E+01   0.222111E+01   0.104356E+03   0.179998E+03   0.583831E-03      0.158765E+00        0.213754E+00        0.247975E+00        0.170687E+00        0.225398E+00        0.248509E+00        0.413738E+02        0.538371E+02        0.620243E+02    -0.443262E-02  -0.751122E-03   0.266464E-03  -0.483670E-04   0.119885E+00   0.917726E+00  -0.807525E+00   0.348112E+01  -0.103343E+00   0.244458E+01  -0.135854E-01      0.178761E+04     0.000000E+00    0.965100E+04
  27  quad   0.127150E+02   0.667000E+01  -0.422987E-04   0.954594E+00   0.104821E+01   0.213652E+01   0.249195E+01   0.104356E+03   0.179997E+03   0.583831E-03      0.158784E+00        0.214309E+00        0.250069E+00        0.170692E+00        0.226052E+00        0.248682E+00        0.413736E+02        0.538565E+02        0.620466E+02    -0.393311E-02   0.333854E-01   0.297833E-03   0.217800E-02   0.119885E+00   0.850086E+00   0.231239E+02   0.275204E+01  -0.229923E+02   0.308682E+01  -0.134785E-01      0.178759E+04     0.000000E+00    0.965100E+04
  28  drift  0.128950E+02   0.667000E+01  -0.422987E-04   0.810241E+00   0.118877E+01   0.181908E+01   0.282538E+01   0.104355E+03   0.179952E+03   0.583831E-03      0.158784E+00        0.214309E+00        0.250069E+00        0.170692E+00        0.226052E+00        0.248682E+00        0.413730E+02        0.537820E+02        0.621040E+02    -0.333217E-02   0.333854E-01   0.337037E-03   0.217800E-02   0.119885E+00   0.862590E+00   0.196200E+02   0.198265E+01  -0.260807E+02   0.397013E+01  -0.139193E-01      0.178759E+04     0.000000E+00    0.965100E+04
  29  quad   0.131950E+02   0.667000E+01  -0.328793E-04   0.653141E+00   0.128056E+01   0.147665E+01   0.296916E+01   0.104327E+03   0.179927E+03   0.583951E-03      0.158967E+00        0.214060E+00        0.248907E+00        0.170282E+00        0.224098E+00        0.247622E+00        0.413706E+02        0.538289E+02        0.621581E+02    -0.268769E-02   0.115517E-01   0.662575E-03  -0.876957E-03   0.119885E+00   0.987050E+00   0.527474E+01   0.128686E+01   0.555887E+01   0.461801E+01  -0.133902E-01      0.178672E+04     0.130000E+02    0.963800E+04
  30  drift  0.132850E+02   0.667000E+01  -0.328793E-04   0.629063E+00   0.126669E+01   0.142611E+01   0.293769E+01   0.104326E+03   0.179966E+03   0.583951E-03      0.158967E+00        0.214060E+00        0.248907E+00        0.170282E+00        0.224098E+00        0.247622E+00        0.413706E+02        0.538287E+02        0.621578E+02    -0.258372E-02   0.115517E-01   0.654682E-03  -0.876957E-03   0.119885E+00   0.987568E+00   0.507316E+01   0.119373E+01   0.549670E+01   0.451851E+01  -0.131158E-01      0.178671E+04     0.000000E+00    0.963800E+04
  31  drift  0.136350E+02   0.667000E+01   0.364615E-04   0.539983E+00   0.116227E+01   0.122954E+01   0.240332E+01   0.104452E+03   0.179986E+03   0.583923E-03      0.161573E+00        0.214438E+00        0.249056E+00        0.164524E+00        0.215610E+00        0.246131E+00        0.414187E+02        0.538194E+02        0.622190E+02    -0.236786E-02   0.123319E-01   0.300251E-02  -0.354268E-02   0.119885E+00   0.114670E+01   0.428588E+01   0.865400E+00   0.499605E+01   0.393742E+01  -0.128559E-01      0.178895E+04     0.222000E+03    0.941600E+04
  32  drift  0.149050E+02   0.667000E+01   0.364615E-04   0.215455E+00   0.975699E+00   0.530767E+00   0.205526E+01   0.104444E+03   0.179984E+03   0.583923E-03      0.161573E+00        0.214438E+00        0.249056E+00        0.164524E+00        0.215610E+00        0.246131E+00        0.414154E+02        0.537875E+02        0.625436E+02    -0.801712E-03   0.123319E-01   0.255259E-02  -0.354268E-02   0.119885E+00   0.142111E+01   0.144346E+01   0.137774E+00   0.415870E+01   0.277477E+01  -0.127776E-01      0.178880E+04     0.000000E+00    0.941600E+04
  33  drift  0.159050E+02   0.667000E+01   0.364615E-04   0.156720E+00   0.830211E+00   0.379738E+00   0.178120E+01   0.104441E+03   0.179976E+03   0.583923E-03      0.161573E+00        0.214438E+00        0.249056E+00        0.164524E+00        0.215610E+00        0.246131E+00        0.414146E+02        0.538319E+02        0.626680E+02     0.431476E-03   0.123319E-01   0.219832E-02  -0.354268E-02   0.119885E+00   0.131175E+01  -0.794672E+00   0.728959E-01   0.349938E+01   0.200896E+01  -0.123995E-01      0.178875E+04     0.000000E+00    0.941600E+04
  34  slit   0.159050E+02   0.667000E+01  -0.262360E-04   0.162024E+00   0.650373E+00   0.379738E+00   0.119976E+01   0.104523E+03   0.179976E+03   0.584848E-03      0.172411E+00        0.217095E+00        0.248677E+00        0.133521E+00        0.182147E+00        0.214796E+00        0.415096E+02        0.537842E+02        0.632755E+02     0.556318E-03   0.812408E-02   0.114620E-01  -0.176155E-01   0.119885E+00   0.207964E+01  -0.787923E+00   0.730165E-01   0.264105E+01   0.151915E+01  -0.171984E-01      0.178744E+04     0.155700E+04    0.785900E+04
  35  drift  0.162550E+02   0.667000E+01  -0.262360E-04   0.236344E+00   0.610983E+00   0.564737E+00   0.114104E+01   0.104520E+03   0.179975E+03   0.584848E-03      0.172411E+00        0.217095E+00        0.248677E+00        0.133521E+00        0.182147E+00        0.214796E+00        0.415081E+02        0.537519E+02        0.633867E+02     0.840661E-03   0.812408E-02   0.108455E-01  -0.176155E-01   0.119885E+00   0.212737E+01  -0.156485E+01   0.155364E+00   0.245731E+01   0.134070E+01  -0.176519E-01      0.178741E+04     0.000000E+00    0.785900E+04
  36  drift  0.166050E+02   0.667000E+01  -0.262360E-04   0.324065E+00   0.572011E+00   0.751853E+00   0.109170E+01   0.104518E+03   0.179907E+03   0.584848E-03      0.172411E+00        0.217095E+00        0.248677E+00        0.133521E+00        0.182147E+00        0.214796E+00        0.415081E+02        0.537510E+02        0.633856E+02     0.112500E-02   0.812408E-02   0.102289E-01  -0.176155E-01   0.119885E+00   0.212929E+01  -0.234178E+01   0.292096E+00   0.227357E+01   0.117512E+01  -0.165853E-01      0.178734E+04     0.000000E+00    0.785900E+04
  37  slit   0.166050E+02   0.667000E+01  -0.262360E-04   0.324065E+00   0.572011E+00   0.751853E+00   0.109170E+01   0.104518E+03   0.179907E+03   0.584848E-03      0.172411E+00        0.217095E+00        0.248677E+00        0.133521E+00        0.182147E+00        0.214796E+00        0.415081E+02        0.537510E+02        0.633856E+02     0.112500E-02   0.812408E-02   0.102289E-01  -0.176155E-01   0.119885E+00   0.212929E+01  -0.234178E+01   0.292096E+00   0.227357E+01   0.117512E+01  -0.165853E-01      0.178734E+04     0.000000E+00    0.785900E+04
  38  drift  0.171050E+02   0.667000E+01  -0.262360E-04   0.457347E+00   0.517249E+00   0.101916E+01   0.102288E+01   0.104515E+03   0.179990E+03   0.584848E-03      0.172411E+00        0.217095E+00        0.248677E+00        0.133521E+00        0.182147E+00        0.214796E+00        0.415075E+02        0.537240E+02        0.634286E+02     0.153121E-02   0.812408E-02   0.934816E-02  -0.176155E-01   0.119885E+00   0.217784E+01  -0.345169E+01   0.581770E+00   0.201108E+01   0.960890E+00  -0.155106E-01      0.178725E+04     0.000000E+00    0.785900E+04
  39  slit   0.171050E+02   0.667000E+01  -0.262360E-04   0.457347E+00   0.517249E+00   0.101916E+01   0.102288E+01   0.104515E+03   0.179990E+03   0.584848E-03      0.172411E+00        0.217095E+00        0.248677E+00        0.133521E+00        0.182147E+00        0.214796E+00        0.415075E+02        0.537240E+02        0.634286E+02     0.153121E-02   0.812408E-02   0.934816E-02  -0.176155E-01   0.119885E+00   0.217784E+01  -0.345169E+01   0.581770E+00   0.201108E+01   0.960890E+00  -0.155106E-01      0.178725E+04     0.000000E+00    0.785900E+04
  40  drift  0.181050E+02   0.667000E+01  -0.262360E-04   0.732922E+00   0.412519E+00   0.157290E+01   0.885228E+00   0.104510E+03   0.179935E+03   0.584848E-03      0.172411E+00        0.217095E+00        0.248677E+00        0.133521E+00        0.182147E+00        0.214796E+00        0.415056E+02        0.537027E+02        0.636288E+02     0.234361E-02   0.812408E-02   0.758661E-02  -0.176155E-01   0.119885E+00   0.213751E+01  -0.567149E+01   0.149409E+01   0.148610E+01   0.611172E+00  -0.159141E-01      0.178719E+04     0.000000E+00    0.785900E+04
  41  drift  0.184190E+02   0.667000E+01  -0.262360E-04   0.820426E+00   0.381612E+00   0.174885E+01   0.842006E+00   0.104510E+03   0.179990E+03   0.584848E-03      0.172411E+00        0.217095E+00        0.248677E+00        0.133521E+00        0.182147E+00        0.214796E+00        0.415056E+02        0.537204E+02        0.636497E+02     0.259871E-02   0.812408E-02   0.703348E-02  -0.176155E-01   0.119885E+00   0.209342E+01  -0.636851E+01   0.187214E+01   0.132126E+01   0.523021E+00  -0.155533E-01      0.178717E+04     0.000000E+00    0.785900E+04
  42  quad   0.186990E+02   0.667000E+01  -0.262360E-04   0.912577E+00   0.349115E+00   0.193538E+01   0.789901E+00   0.104509E+03   0.179987E+03   0.584848E-03      0.172410E+00        0.217339E+00        0.248388E+00        0.133521E+00        0.182172E+00        0.214825E+00        0.415048E+02        0.536733E+02        0.637450E+02     0.287020E-02   0.113152E-01   0.642790E-02  -0.255093E-01   0.119885E+00   0.204970E+01  -0.966364E+01   0.231632E+01   0.169036E+01   0.437735E+00  -0.164663E-01      0.178719E+04     0.000000E+00    0.785900E+04
  43  drift  0.188450E+02   0.667000E+01  -0.262360E-04   0.968180E+00   0.329638E+00   0.204857E+01   0.755829E+00   0.104509E+03   0.179974E+03   0.584848E-03      0.172410E+00        0.217339E+00        0.248388E+00        0.133521E+00        0.182172E+00        0.214825E+00        0.415048E+02        0.536727E+02        0.637443E+02     0.303540E-02   0.113152E-01   0.605547E-02  -0.255093E-01   0.119885E+00   0.205112E+01  -0.102586E+02   0.260719E+01   0.156171E+01   0.390255E+00  -0.160213E-01      0.178717E+04     0.000000E+00    0.785900E+04
  44  quad   0.191250E+02   0.667000E+01  -0.262360E-04   0.101320E+01   0.313546E+00   0.213525E+01   0.738294E+00   0.104505E+03   0.179948E+03   0.584848E-03      0.172416E+00        0.217409E+00        0.249896E+00        0.133521E+00        0.182113E+00        0.214756E+00        0.415033E+02        0.536359E+02        0.610887E+02     0.315908E-02  -0.254909E-02   0.570617E-02   0.259578E-03   0.119885E+00   0.214368E+01   0.174593E+01   0.285522E+01  -0.176996E+00   0.353084E+00  -0.163328E-01      0.178712E+04     0.000000E+00    0.785900E+04
  45  drift  0.229763E+02   0.667000E+01  -0.262360E-04   0.786556E+00   0.506853E+00   0.160724E+01   0.121308E+01   0.104489E+03   0.179955E+03   0.584848E-03      0.172416E+00        0.217409E+00        0.249896E+00        0.133521E+00        0.182113E+00        0.214756E+00        0.414992E+02        0.535980E+02        0.615361E+02     0.217735E-02  -0.254909E-02   0.580614E-02   0.259578E-03   0.119885E+00   0.205596E+01   0.119988E+01   0.172070E+01  -0.130192E+01   0.922656E+00  -0.124211E-01      0.178674E+04     0.000000E+00    0.785900E+04
  46  quad   0.232763E+02   0.667000E+01  -0.262360E-04   0.706353E+00   0.571771E+00   0.145783E+01   0.135468E+01   0.104489E+03   0.179997E+03   0.584848E-03      0.172427E+00        0.217347E+00        0.250978E+00        0.133527E+00        0.182144E+00        0.215046E+00        0.414992E+02        0.536182E+02        0.615593E+02     0.192482E-02  -0.140537E-01   0.630196E-02   0.332501E-01   0.119885E+00   0.201264E+01   0.927974E+01   0.138759E+01  -0.753898E+01   0.117409E+01  -0.121343E-01      0.178673E+04     0.000000E+00    0.785900E+04
  47  drift  0.233600E+02   0.667000E+01  -0.262360E-04   0.666804E+00   0.602533E+00   0.138072E+01   0.142406E+01   0.104487E+03   0.179984E+03   0.584848E-03      0.172427E+00        0.217347E+00        0.250978E+00        0.133527E+00        0.182144E+00        0.215046E+00        0.414980E+02        0.536376E+02        0.616524E+02     0.180712E-02  -0.140537E-01   0.658043E-02   0.332501E-01   0.119885E+00   0.210595E+01   0.875395E+01   0.123656E+01  -0.795154E+01   0.130382E+01  -0.128808E-01      0.178671E+04     0.000000E+00    0.785900E+04
