 Nseed      iq         dt[nsec]         dW[MeV/u]           x[cm]           x'[mrad]            y[cm]           y'[mrad]  
      0      1       0.12021E-11       0.00000E+00       0.19903E-05       0.46504E-05       0.00000E+00       0.00000E+00
      0      1      -0.33374E+02       0.62429E-02       0.20479E+00      -0.10135E+01       0.42509E+00      -0.11120E+01
      0      1      -0.87620E+01       0.52257E-02      -0.38293E+00      -0.24867E+00      -0.28355E+00       0.13007E+01
      0      1      -0.23115E+02       0.21383E-03       0.37825E+00      -0.10974E+01       0.60056E+00      -0.75937E+00
      0      1      -0.13850E+02       0.14681E-02       0.10077E+00       0.40868E-01       0.86589E+00      -0.74712E+00
      0      1       0.28773E+01       0.58369E-02      -0.12576E+00      -0.12109E+01       0.69303E+00      -0.32365E+00
      0      1      -0.15325E+02      -0.64087E-02       0.85533E+00      -0.10690E+01      -0.17830E+00       0.85429E+00
      0      1       0.15034E+02      -0.32610E-03       0.79585E+00      -0.12564E+01      -0.10960E-01       0.78722E+00
      0      1      -0.22548E+02       0.40677E-02       0.33553E+00      -0.54564E+00       0.78696E+00       0.43273E+00
      0      1       0.80066E+01       0.50562E-02      -0.32138E+00       0.87771E+00      -0.63723E+00       0.11930E+01
      0      1       0.17962E+01      -0.46011E-02       0.29696E+00      -0.11039E+01       0.31011E+00      -0.65506E+00
      0      1       0.31111E+02       0.52468E-02      -0.11402E+00       0.66661E+00       0.59229E+00      -0.40943E+00
      0      1       0.30067E+02       0.12674E-02       0.42805E-01       0.92200E+00       0.64929E+00       0.49345E+00
      0      1      -0.15863E+02      -0.40932E-02      -0.61305E+00       0.48600E+00      -0.23710E+00       0.92574E+00
      0      1       0.27866E+02      -0.55398E-02       0.51396E+00       0.51412E+00      -0.23623E+00      -0.57066E+00
      0      1      -0.22520E+02      -0.53797E-02       0.60537E+00      -0.10156E+01       0.41614E+00       0.77815E+00
      0      1       0.20592E+02      -0.62818E-02      -0.78248E-01       0.79618E+00      -0.73979E+00       0.64725E-01
      0      1       0.33082E+02      -0.63321E-02       0.49264E+00       0.66723E+00      -0.47171E+00       0.66713E+00
      0      1      -0.72054E+01      -0.13202E-02      -0.17038E+00      -0.49826E+00      -0.22426E+00       0.67554E+00
      0      1       0.21020E+02      -0.61912E-02       0.72338E+00      -0.14475E+01       0.50006E+00       0.34747E+00
      0      1       0.23570E+02       0.44532E-02      -0.13617E+00       0.43858E+00       0.95223E+00      -0.82887E+00
      0      1       0.27061E+02      -0.57128E-02       0.17223E+00       0.11824E+01       0.40186E+00       0.57103E+00
      0      1       0.17690E+02       0.41558E-02      -0.37476E+00       0.69209E+00       0.76636E+00      -0.10758E+01
      0      1      -0.18412E+02       0.53337E-02      -0.18366E+00      -0.61968E+00      -0.69397E+00       0.10024E+01
