       z[cm]          X-avg[cm]        X'-avg[mrad]       Y-avg[cm]        Y'-avg[mrad]      Phi-avg[deg]      W-avg[MeV/u]       X-rms[cm]        X'-rms[mrad]       Y-rms[cm]        Y'-rms[mrad]      Phi-rms[deg]      dW/W-rms[%]        X-max[cm]        X'-max[mrad]       Y-max[cm]        Y'-max[mrad]      Phi-max[deg]      dW/W-max[%]      X-emi[cm*mrad]    Y-emi[cm*mrad]    Z-emi[keV/u*ns] 
  0.000000000E+00   0.173047612E-02   0.142414672E-01  -0.527979948E-03   0.190237186E-01   0.170729574E-01   0.666991178E+01   0.229411272E+00   0.156832870E+01   0.228416447E+00   0.156468578E+01   0.102771810E+03   0.583667731E-01   0.553993653E+00   0.375714702E+01   0.547735692E+00   0.374898798E+01   0.179996619E+03   0.101095083E+00   0.418268454E-01   0.416655711E-01   0.916502610E+02
  0.000000000E+00   0.173047612E-02   0.142414672E-01  -0.527979948E-03   0.190237186E-01   0.170729574E-01   0.666991178E+01   0.229411272E+00   0.156832870E+01   0.228416447E+00   0.156468578E+01   0.102771810E+03   0.583667731E-01   0.553993653E+00   0.375714702E+01   0.547735692E+00   0.374898798E+01   0.179996619E+03   0.101095083E+00   0.418268454E-01   0.416655711E-01   0.916502610E+02
  0.000000000E+00   0.173030309E-06   0.142400432E-05  -0.527927155E-07   0.190218164E-05   0.119385655E-01   0.666999999E+01   0.229411271E+00   0.156832870E+01   0.228416447E+00   0.156468577E+01   0.102765878E+03   0.583667716E-01   0.553529585E+00   0.377138849E+01   0.547207712E+00   0.376801170E+01   0.179989624E+03   0.102417717E+00   0.418268450E-01   0.416655708E-01   0.916476849E+02
  0.000000000E+00   0.173030309E-06   0.142400432E-05  -0.527927155E-07   0.190218164E-05   0.252838695E-02   0.666999999E+01   0.229411271E+00   0.156832870E+01   0.228416447E+00   0.156468577E+01   0.104272135E+03   0.583667716E-01   0.553529585E+00   0.377138849E+01   0.547207712E+00   0.376801170E+01   0.179979542E+03   0.102417717E+00   0.418268450E-01   0.416655708E-01   0.103328289E+02
  0.000000000E+00   0.173030309E-06   0.142400432E-05  -0.527927155E-07   0.190218164E-05   0.252838695E-02   0.666999999E+01   0.229411271E+00   0.156832870E+01   0.228416447E+00   0.156468577E+01   0.104272135E+03   0.583667716E-01   0.553529585E+00   0.377138849E+01   0.547207712E+00   0.376801170E+01   0.179979542E+03   0.102417717E+00   0.418268450E-01   0.416655708E-01   0.103328289E+02
  0.788571429E+01   0.184259600E-06   0.142400432E-05  -0.377926545E-07   0.190218164E-05   0.190404255E-02   0.666999999E+01   0.226707570E+00   0.156832870E+01   0.225858125E+00   0.156468577E+01   0.104271977E+03   0.583667716E-01   0.546973603E+00   0.377138849E+01   0.542527117E+00   0.376801170E+01   0.179978120E+03   0.102417717E+00   0.418268450E-01   0.416655708E-01   0.103327846E+02
  0.157714286E+02   0.195488892E-06   0.142400432E-05  -0.227925936E-07   0.190218164E-05   0.253620957E-02   0.666999999E+01   0.224653107E+00   0.156832870E+01   0.223951328E+00   0.156468577E+01   0.104271730E+03   0.583667716E-01   0.540417620E+00   0.377138849E+01   0.539481531E+00   0.376801170E+01   0.179996313E+03   0.102417717E+00   0.418268450E-01   0.416655708E-01   0.103327382E+02
  0.236571429E+02   0.206718183E-06   0.142400432E-05  -0.779253261E-08   0.190218164E-05   0.254012088E-02   0.666999999E+01   0.223265804E+00   0.156832870E+01   0.222712792E+00   0.156468577E+01   0.104271521E+03   0.583667716E-01   0.534773602E+00   0.377138849E+01   0.537115622E+00   0.376801170E+01   0.179988664E+03   0.102417717E+00   0.418268450E-01   0.416655708E-01   0.103327384E+02
  0.315428571E+02   0.217947474E-06   0.142400432E-05   0.720752835E-08   0.190218164E-05   0.191577649E-02   0.666999999E+01   0.222558138E+00   0.156832870E+01   0.222153692E+00   0.156468577E+01   0.104271357E+03   0.583667716E-01   0.534109596E+00   0.377138849E+01   0.534749712E+00   0.376801170E+01   0.179983987E+03   0.102417717E+00   0.418268450E-01   0.416655708E-01   0.103327110E+02
  0.394285714E+02   0.229176765E-06   0.142400432E-05   0.222075893E-07   0.190218164E-05   0.191968780E-02   0.666999999E+01   0.222536593E+00   0.156832870E+01   0.222279157E+00   0.156468577E+01   0.104271151E+03   0.583667716E-01   0.533445589E+00   0.377138849E+01   0.534023031E+00   0.376801170E+01   0.179982016E+03   0.102417717E+00   0.418268450E-01   0.416655708E-01   0.103327112E+02
  0.473142857E+02   0.240406056E-06   0.142400432E-05   0.372076503E-07   0.190218164E-05   0.192359911E-02   0.666999999E+01   0.223201367E+00   0.156832870E+01   0.223088031E+00   0.156468577E+01   0.104270950E+03   0.583667716E-01   0.534307889E+00   0.377138849E+01   0.537998138E+00   0.376801170E+01   0.179994264E+03   0.102417717E+00   0.418268450E-01   0.416655708E-01   0.103327115E+02
  0.552000000E+02   0.251635348E-06   0.142400432E-05   0.522077112E-07   0.190218164E-05   0.255576613E-02   0.666999999E+01   0.224546365E+00   0.156832870E+01   0.224572931E+00   0.156468577E+01   0.104270710E+03   0.583667716E-01   0.538313912E+00   0.377138849E+01   0.541973246E+00   0.376801170E+01   0.179993488E+03   0.102417717E+00   0.418268450E-01   0.416655708E-01   0.103326934E+02
  0.552000000E+02   0.251635348E-06   0.142400432E-05   0.522077112E-07   0.190218164E-05   0.255576613E-02   0.666999999E+01   0.224546365E+00   0.156832870E+01   0.224572931E+00   0.156468577E+01   0.104270710E+03   0.583667716E-01   0.538313912E+00   0.377138849E+01   0.541973246E+00   0.376801170E+01   0.179993488E+03   0.102417717E+00   0.418268450E-01   0.416655708E-01   0.103326934E+02
  0.577000000E+02   0.255195358E-06   0.142400432E-05   0.569631653E-07   0.190218164E-05   0.255700613E-02   0.666999999E+01   0.225112982E+00   0.156832870E+01   0.225182830E+00   0.156468577E+01   0.104270648E+03   0.583667716E-01   0.540837125E+00   0.377138849E+01   0.543233470E+00   0.376801170E+01   0.179989605E+03   0.102417717E+00   0.418268450E-01   0.416655708E-01   0.103326935E+02
  0.602000000E+02   0.258755369E-06   0.142400432E-05   0.617186194E-07   0.190218164E-05   0.255824612E-02   0.666999999E+01   0.225746284E+00   0.156832870E+01   0.225858841E+00   0.156468577E+01   0.104270587E+03   0.583667716E-01   0.543360337E+00   0.377138849E+01   0.544493694E+00   0.376801170E+01   0.179985722E+03   0.102417717E+00   0.418268450E-01   0.416655708E-01   0.103326936E+02
  0.602000000E+02   0.258755369E-06   0.142400432E-05   0.617186194E-07   0.190218164E-05   0.255824612E-02   0.666999999E+01   0.225746284E+00   0.156832870E+01   0.225858841E+00   0.156468577E+01   0.104270587E+03   0.583667716E-01   0.543360337E+00   0.377138849E+01   0.544493694E+00   0.376801170E+01   0.179985722E+03   0.102417717E+00   0.418268450E-01   0.416655708E-01   0.103326936E+02
  0.604500000E+02   0.259115561E-06   0.145753970E-05   0.621851164E-07   0.182973039E-05   0.255837012E-02   0.666999999E+01   0.225816004E+00   0.157222671E+01   0.225927311E+00   0.156083730E+01   0.104270581E+03   0.583667716E-01   0.543619261E+00   0.377619211E+01   0.544613101E+00   0.375444184E+01   0.179985334E+03   0.102417717E+00   0.418268464E-01   0.416655687E-01   0.103326936E+02
  0.607000000E+02   0.259484143E-06   0.149111990E-05   0.626334527E-07   0.175689648E-05   0.255849415E-02   0.666999999E+01   0.225891872E+00   0.157645889E+01   0.225990945E+00   0.155725106E+01   0.104270575E+03   0.583667716E-01   0.543891392E+00   0.379342123E+01   0.544719275E+00   0.374078072E+01   0.179984945E+03   0.102417717E+00   0.418268478E-01   0.416655667E-01   0.103326936E+02
  0.609500000E+02   0.259861125E-06   0.152474540E-05   0.630635330E-07   0.168368259E-05   0.255861825E-02   0.666999999E+01   0.225973891E+00   0.158102297E+01   0.226049741E+00   0.155392921E+01   0.104270569E+03   0.583667716E-01   0.544176738E+00   0.381074255E+01   0.544812214E+00   0.372702867E+01   0.179984557E+03   0.102417717E+00   0.418268493E-01   0.416655647E-01   0.103326936E+02
  0.612000000E+02   0.260246519E-06   0.155841666E-05   0.634752626E-07   0.161009144E-05   0.255874247E-02   0.666999999E+01   0.226062060E+00   0.158591652E+01   0.226103697E+00   0.155087379E+01   0.104270563E+03   0.583667716E-01   0.544475307E+00   0.382815648E+01   0.544891915E+00   0.371951933E+01   0.179984169E+03   0.102417717E+00   0.418268508E-01   0.416655627E-01   0.103326936E+02
  0.614500000E+02   0.260640337E-06   0.159213415E-05   0.638685475E-07   0.153612577E-05   0.255886686E-02   0.666999999E+01   0.226156382E+00   0.159113698E+01   0.226152812E+00   0.154808666E+01   0.104270557E+03   0.583667716E-01   0.544787104E+00   0.384566345E+01   0.544958376E+00   0.371944603E+01   0.179983781E+03   0.102417717E+00   0.418268525E-01   0.416655609E-01   0.103326936E+02
  0.617000000E+02   0.261042590E-06   0.162589833E-05   0.642432945E-07   0.146178837E-05   0.255899147E-02   0.666999999E+01   0.226256858E+00   0.159668165E+01   0.226197083E+00   0.154556954E+01   0.104270551E+03   0.583667716E-01   0.545112138E+00   0.386326388E+01   0.545011597E+00   0.371928236E+01   0.179983392E+03   0.102417717E+00   0.418268541E-01   0.416655590E-01   0.103326937E+02
  0.619500000E+02   0.261453290E-06   0.165970966E-05   0.645994110E-07   0.138708204E-05   0.255911633E-02   0.666999999E+01   0.226363489E+00   0.160254769E+01   0.226236509E+00   0.154332401E+01   0.104270545E+03   0.583667716E-01   0.545450416E+00   0.388095820E+01   0.545051575E+00   0.371902833E+01   0.179983004E+03   0.102417717E+00   0.418268559E-01   0.416655572E-01   0.103326937E+02
  0.622000000E+02   0.261872449E-06   0.169356859E-05   0.649368050E-07   0.131200960E-05   0.255924151E-02   0.666999999E+01   0.226476277E+00   0.160873216E+01   0.226271089E+00   0.154135147E+01   0.104270539E+03   0.583667716E-01   0.545801947E+00   0.389874685E+01   0.545078309E+00   0.371868394E+01   0.179982817E+03   0.102417717E+00   0.418268577E-01   0.416655555E-01   0.103326937E+02
  0.624500000E+02   0.262300079E-06   0.172747557E-05   0.652553855E-07   0.123657394E-05   0.255936703E-02   0.666999999E+01   0.226595224E+00   0.161523200E+01   0.226300822E+00   0.153965316E+01   0.104270533E+03   0.583667716E-01   0.546166739E+00   0.391663025E+01   0.545091799E+00   0.371824920E+01   0.179983373E+03   0.102417717E+00   0.418268596E-01   0.416655538E-01   0.103326937E+02
  0.627000000E+02   0.262736191E-06   0.176143105E-05   0.655550620E-07   0.116077794E-05   0.255949296E-02   0.666999999E+01   0.226720332E+00   0.162204405E+01   0.226325707E+00   0.153823015E+01   0.104270527E+03   0.583667716E-01   0.546544802E+00   0.393460884E+01   0.545092045E+00   0.371772411E+01   0.179983928E+03   0.102417717E+00   0.418268616E-01   0.416655522E-01   0.103326937E+02
  0.629500000E+02   0.263180798E-06   0.179543546E-05   0.658357447E-07   0.108462452E-05   0.255961934E-02   0.666999999E+01   0.226851602E+00   0.162916504E+01   0.226345743E+00   0.153708335E+01   0.104270521E+03   0.583667716E-01   0.546936144E+00   0.395268305E+01   0.545079046E+00   0.371710870E+01   0.179984483E+03   0.102417717E+00   0.418268636E-01   0.416655506E-01   0.103326937E+02
  0.632000000E+02   0.263633913E-06   0.182948925E-05   0.660973447E-07   0.100811665E-05   0.255974621E-02   0.666999999E+01   0.226989037E+00   0.163659164E+01   0.226360929E+00   0.153621349E+01   0.104270515E+03   0.583667716E-01   0.547340774E+00   0.397085333E+01   0.545052804E+00   0.371640298E+01   0.179985037E+03   0.102417717E+00   0.418268657E-01   0.416655490E-01   0.103326937E+02
  0.634500000E+02   0.264095547E-06   0.186359284E-05   0.663397737E-07   0.931257300E-06   0.255987362E-02   0.666999999E+01   0.227132639E+00   0.164432041E+01   0.226371264E+00   0.153562112E+01   0.104270509E+03   0.583667716E-01   0.547758704E+00   0.398912012E+01   0.545013317E+00   0.371560697E+01   0.179985592E+03   0.102417717E+00   0.418268678E-01   0.416655475E-01   0.103326937E+02
  0.637000000E+02   0.264565713E-06   0.189774666E-05   0.665629443E-07   0.854049488E-06   0.256000162E-02   0.666999999E+01   0.227282410E+00   0.165234787E+01   0.226376749E+00   0.153530663E+01   0.104270503E+03   0.583667716E-01   0.548189942E+00   0.400748386E+01   0.544960588E+00   0.371472068E+01   0.179986147E+03   0.102417717E+00   0.418268701E-01   0.416655461E-01   0.103326937E+02
  0.639500000E+02   0.265044425E-06   0.193195113E-05   0.667667697E-07   0.776496258E-06   0.256013026E-02   0.666999999E+01   0.227438353E+00   0.166067045E+01   0.226377384E+00   0.153527020E+01   0.104270497E+03   0.583667716E-01   0.548634500E+00   0.402594499E+01   0.544894618E+00   0.371374413E+01   0.179986702E+03   0.102417717E+00   0.418268724E-01   0.416655447E-01   0.103326937E+02
  0.642000000E+02   0.265531693E-06   0.196620666E-05   0.669511639E-07   0.698600682E-06   0.256025958E-02   0.666999999E+01   0.227600470E+00   0.166928455E+01   0.226373168E+00   0.153551187E+01   0.104270491E+03   0.583667716E-01   0.549092387E+00   0.404450398E+01   0.544815409E+00   0.371267736E+01   0.179987256E+03   0.102417717E+00   0.418268747E-01   0.416655433E-01   0.103326937E+02
  0.644500000E+02   0.266027532E-06   0.200051366E-05   0.671160418E-07   0.620365864E-06   0.256038963E-02   0.666999999E+01   0.227768763E+00   0.167818651E+01   0.226364101E+00   0.153603148E+01   0.104270485E+03   0.583667716E-01   0.549563616E+00   0.406316126E+01   0.544722961E+00   0.371152038E+01   0.179987810E+03   0.102417717E+00   0.418268772E-01   0.416655420E-01   0.103326937E+02
  0.647000000E+02   0.266531954E-06   0.203487253E-05   0.672613188E-07   0.541794936E-06   0.256052046E-02   0.666999999E+01   0.227943235E+00   0.168737263E+01   0.226350183E+00   0.153682871E+01   0.104270479E+03   0.583667716E-01   0.550048198E+00   0.408191729E+01   0.544617278E+00   0.371027322E+01   0.179988364E+03   0.102417717E+00   0.418268797E-01   0.416655408E-01   0.103326938E+02
  0.649500000E+02   0.267044973E-06   0.206928367E-05   0.673869115E-07   0.462891061E-06   0.256065211E-02   0.666999999E+01   0.228123889E+00   0.169683918E+01   0.226331416E+00   0.153790303E+01   0.104270473E+03   0.583667716E-01   0.550546144E+00   0.410077252E+01   0.544498362E+00   0.370893592E+01   0.179988919E+03   0.102417717E+00   0.418268823E-01   0.416655396E-01   0.103326938E+02
