n_el  name      Q     A   Loss   Xfirst,cm   Yfirst,cm   Zfirst,cm    VXfirst     VYfirst     VZfirst     Xdev,cm     Ydev,cm     Zdev,cm     VXdev       VYdev       VZdev       Xc ,cm       Yc ,cm     Zc ,cm       O(11)       O(12)       O(13)       O(21)       O(22)       O(23)       O(31)       O(32)       O(33)   
  18  drift   7.0  27.0    -1      -1.462      -0.146     439.426  -0.0006479   0.0000025   0.1190218      -1.462      -0.146     110.526  -0.0006479   0.0000025   0.1190218       0.000       0.000     328.900   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  18  drift   7.0  27.0    -1      -1.489      -0.142     439.426  -0.0006567  -0.0000210   0.1189829      -1.489      -0.142     110.526  -0.0006567  -0.0000210   0.1189829       0.000       0.000     328.900   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  18  drift   7.0  27.0    -1       1.482       0.053     439.426   0.0006318   0.0000348   0.1189866       1.482       0.053     110.526   0.0006318   0.0000348   0.1189866       0.000       0.000     328.900   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  18  drift   7.0  27.0    -1       1.495      -0.085     447.321   0.0006521  -0.0000071   0.1190405       1.495      -0.085     118.421   0.0006521  -0.0000071   0.1190405       0.000       0.000     328.900   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  18  drift   7.0  27.0    -1      -1.495       0.042     447.321  -0.0006032   0.0000426   0.1190008      -1.495       0.042     118.421  -0.0006032   0.0000426   0.1190008       0.000       0.000     328.900   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  18  drift   7.0  27.0    -1      -1.499       0.038     447.321  -0.0006592  -0.0000486   0.1190320      -1.499       0.038     118.421  -0.0006592  -0.0000486   0.1190320       0.000       0.000     328.900   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  18  drift   7.0  27.0    -1       1.491       0.130     447.321   0.0006591   0.0000732   0.1190081       1.491       0.130     118.421   0.0006591   0.0000732   0.1190081       0.000       0.000     328.900   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  18  drift   7.0  27.0    -1      -1.490       0.007     447.321  -0.0006479   0.0000144   0.1190204      -1.490       0.007     118.421  -0.0006479   0.0000144   0.1190204       0.000       0.000     328.900   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  18  drift   7.0  27.0    -1       1.477      -0.062     447.321   0.0006653  -0.0000077   0.1189955       1.477      -0.062     118.421   0.0006653  -0.0000077   0.1189955       0.000       0.000     328.900   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  18  drift   7.0  27.0    -1       1.482       0.084     447.321   0.0006076   0.0000036   0.1190673       1.482       0.084     118.421   0.0006076   0.0000036   0.1190673       0.000       0.000     328.900   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
