       z[cm]          X-avg[cm]        X'-avg[mrad]       Y-avg[cm]        Y'-avg[mrad]      Phi-avg[deg]      W-avg[MeV/u]       X-rms[cm]        X'-rms[mrad]       Y-rms[cm]        Y'-rms[mrad]      Phi-rms[deg]      dW/W-rms[%]        X-max[cm]        X'-max[mrad]       Y-max[cm]        Y'-max[mrad]      Phi-max[deg]      dW/W-max[%]      X-emi[cm*mrad]    Y-emi[cm*mrad]    Z-emi[keV/u*ns] 
  0.000000000E+00   0.130040979E-02   0.589006759E-01  -0.375445261E-03   0.241974096E+00   0.170729574E-01   0.630991659E+01   0.169885667E+00   0.239655403E+02   0.171268988E+00   0.240834676E+02   0.102771810E+03   0.583331423E-01   0.410130593E+00   0.576990742E+02   0.410368429E+00   0.583787797E+02   0.179996619E+03   0.101036772E+00   0.334614763E+00   0.341657683E+00   0.866536617E+02
  0.000000000E+00   0.130040979E-02   0.589006759E-01  -0.375445261E-03   0.241974096E+00   0.170729574E-01   0.630991659E+01   0.169885667E+00   0.239655403E+02   0.171268988E+00   0.240834676E+02   0.102771810E+03   0.583331423E-01   0.410130593E+00   0.576990742E+02   0.410368429E+00   0.583787797E+02   0.179996619E+03   0.101036772E+00   0.334614763E+00   0.341657683E+00   0.866536617E+02
  0.000000000E+00   0.130027977E-06   0.588947864E-05  -0.375407720E-07   0.241949901E-04   0.119385655E-01   0.630999999E+01   0.169885666E+00   0.239655403E+02   0.171268988E+00   0.240834674E+02   0.102765878E+03   0.583331408E-01   0.409987604E+00   0.577579748E+02   0.409992984E+00   0.586207538E+02   0.179989624E+03   0.102358664E+00   0.334614760E+00   0.341657680E+00   0.866512261E+02
  0.000000000E+00   0.130027977E-06   0.588947864E-05  -0.375407720E-07   0.241949901E-04   0.252838695E-02   0.630999999E+01   0.169885666E+00   0.239655403E+02   0.171268988E+00   0.240834674E+02   0.104272135E+03   0.583331408E-01   0.409987604E+00   0.577579748E+02   0.409992984E+00   0.586207538E+02   0.179979542E+03   0.102358664E+00   0.334614760E+00   0.341657680E+00   0.976950253E+01
  0.000000000E+00   0.130027977E-06   0.588947864E-05  -0.375407720E-07   0.241949901E-04   0.252838695E-02   0.630999999E+01   0.169885666E+00   0.239655403E+02   0.171268988E+00   0.240834674E+02   0.104272135E+03   0.583331408E-01   0.409987604E+00   0.577579748E+02   0.409992984E+00   0.586207538E+02   0.179979542E+03   0.102358664E+00   0.334614760E+00   0.341657680E+00   0.976950253E+01
  0.788571429E+01   0.176470723E-06   0.588947864E-05   0.153254007E-06   0.241949901E-04   0.279880829E-02   0.630999999E+01   0.137951875E+00   0.239655403E+02   0.140065533E+00   0.240834674E+02   0.104272351E+03   0.583331408E-01   0.331489932E+00   0.577579748E+02   0.340156579E+00   0.586207538E+02   0.179990224E+03   0.102358664E+00   0.334614760E+00   0.341657680E+00   0.976949637E+01
  0.157714286E+02   0.222913468E-06   0.588947864E-05   0.344048786E-06   0.241949901E-04   0.181271822E-02   0.630999999E+01   0.283956449E+00   0.239655403E+02   0.286425062E+00   0.240834674E+02   0.104272670E+03   0.583331408E-01   0.685088809E+00   0.577579748E+02   0.691252718E+00   0.586207538E+02   0.179999601E+03   0.102358664E+00   0.334614760E+00   0.341657680E+00   0.976953811E+01
  0.236571429E+02   0.269356214E-06   0.588947864E-05   0.534843564E-06   0.241949901E-04   0.271139526E-02   0.630999999E+01   0.462236710E+00   0.239655403E+02   0.465398704E+00   0.240834674E+02   0.104272837E+03   0.583331408E-01   0.111098734E+01   0.577579748E+02   0.112020935E+01   0.586207538E+02   0.179995549E+03   0.102358664E+00   0.334614760E+00   0.341657680E+00   0.976957326E+01
  0.315428571E+02   0.315798960E-06   0.588947864E-05   0.725638343E-06   0.241949901E-04   0.172530519E-02   0.630999999E+01   0.646626053E+00   0.239655403E+02   0.650606076E+00   0.240834674E+02   0.104273142E+03   0.583331408E-01   0.156108647E+01   0.577579748E+02   0.157743755E+01   0.586207538E+02   0.179998963E+03   0.102358664E+00   0.334614760E+00   0.341657680E+00   0.976966193E+01
  0.394285714E+02   0.362241706E-06   0.588947864E-05   0.916433122E-06   0.241949901E-04  -0.114555199E-02   0.630999999E+01   0.833077844E+00   0.239655403E+02   0.837923776E+00   0.240834674E+02   0.104273369E+03   0.583331408E-01   0.201118560E+01   0.577579748E+02   0.203724309E+01   0.586207538E+02   0.179997275E+03   0.102358664E+00   0.334614760E+00   0.341657680E+00   0.976967325E+01
