n_el  name      Q     A   Loss   Xfirst,cm   Yfirst,cm   Zfirst,cm    VXfirst     VYfirst     VZfirst     Xdev,cm     Ydev,cm     Zdev,cm     VXdev       VYdev       VZdev       Xc ,cm       Yc ,cm     Zc ,cm       O(11)       O(12)       O(13)       O(21)       O(22)       O(23)       O(31)       O(32)       O(33)   
   2  drift   8.0  14.0    -1       2.154       0.248      47.314   0.0058163   0.0005545   0.1156745       2.154       0.248      47.314   0.0058163   0.0005545   0.1156745       0.000       0.000       0.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
   2  drift   8.0  14.0    -2       0.078      -2.158      47.314   0.0006085  -0.0058953   0.1156387       0.078      -2.158      47.314   0.0006085  -0.0058953   0.1156387       0.000       0.000       0.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
   2  drift   8.0  14.0    -2      -0.603       2.194      47.314  -0.0016461   0.0057190   0.1157056      -0.603       2.194      47.314  -0.0016461   0.0057190   0.1157056       0.000       0.000       0.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
   2  drift   8.0  14.0    -2      -0.856       2.136      47.314  -0.0020873   0.0059035   0.1156401      -0.856       2.136      47.314  -0.0020873   0.0059035   0.1156401       0.000       0.000       0.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
   2  drift   8.0  14.0    -2       0.538      -2.241      47.314   0.0012789  -0.0061807   0.1156826       0.538      -2.241      47.314   0.0012789  -0.0061807   0.1156826       0.000       0.000       0.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
   2  drift   8.0  14.0    -2       0.732       2.146      47.314   0.0019002   0.0055147   0.1156288       0.732       2.146      47.314   0.0019002   0.0055147   0.1156288       0.000       0.000       0.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
   2  drift   8.0  14.0    -1       2.247       0.145      47.314   0.0060502   0.0004811   0.1157042       2.247       0.145      47.314   0.0060502   0.0004811   0.1157042       0.000       0.000       0.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
   2  drift   8.0  14.0    -1       2.176       0.068      47.314   0.0056830   0.0002072   0.1157034       2.176       0.068      47.314   0.0056830   0.0002072   0.1157034       0.000       0.000       0.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
   2  drift   8.0  14.0    -2      -0.396       2.095      47.314  -0.0009471   0.0059610   0.1156159      -0.396       2.095      47.314  -0.0009471   0.0059610   0.1156159       0.000       0.000       0.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
   2  drift   8.0  14.0    -1      -2.121       0.754      47.314  -0.0056465   0.0023471   0.1156577      -2.121       0.754      47.314  -0.0056465   0.0023471   0.1156577       0.000       0.000       0.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
