 Nseed      iq         dt[nsec]         dW[MeV/u]           x[cm]           x'[mrad]            y[cm]           y'[mrad]  
      0      1       0.60105E-12       0.00000E+00       0.11906E-04       0.98710E-04       0.00000E+00       0.00000E+00
      0      1      -0.91482E+00       0.48120E-02      -0.35936E+00      -0.34846E+01      -0.30937E-01      -0.15800E+01
      0      1      -0.11243E+02      -0.58601E-02       0.66981E+00       0.66344E+01      -0.90175E+00      -0.69761E+01
      0      1       0.37294E+02      -0.62437E-03       0.13184E+00       0.99701E+00      -0.17828E+00      -0.25296E+01
      0      1      -0.10175E+02       0.85062E-03       0.48272E+00       0.44852E+01      -0.37108E+00      -0.31935E+01
      0      1       0.96656E+01      -0.19067E-02      -0.15895E+00      -0.17781E+01       0.95474E+00       0.74765E+01
      0      1       0.18589E+02      -0.49971E-02      -0.36132E+00      -0.34526E+01      -0.45834E+00      -0.10201E+01
      0      1       0.25790E+02      -0.50809E-02      -0.65883E+00      -0.55659E+01       0.81899E+00       0.60962E+01
      0      1       0.28760E+02       0.43448E-02       0.60247E+00       0.53052E+01      -0.55190E+00      -0.58542E+01
      0      1       0.70098E+01       0.22817E-02       0.18744E+00       0.25378E+01       0.48193E+00       0.33229E+01
      0      1      -0.16586E+02       0.30984E-02       0.78160E+00       0.69405E+01      -0.60030E+00      -0.56910E+01
      0      1      -0.22205E+02       0.48188E-04      -0.62519E+00      -0.61345E+01       0.85625E+00       0.84066E+01
      0      1      -0.28112E+02       0.13194E-02       0.49893E+00       0.50366E+01      -0.13735E-01       0.15317E+01
      0      1      -0.10735E+01      -0.42053E-02       0.30322E+00       0.36963E+01      -0.32637E+00      -0.13340E+01
      0      1      -0.31522E+01       0.18096E-02      -0.70699E+00      -0.64800E+01      -0.80653E+00      -0.47537E+01
      0      1       0.37793E+02       0.28022E-02      -0.55221E+00      -0.54140E+01       0.19075E-01      -0.51457E+00
      0      1      -0.93265E+01       0.57350E-02       0.20263E+00       0.24703E+01       0.10038E+00       0.31566E+00
      0      1       0.66900E+01      -0.50163E-02       0.36460E+00       0.35524E+01       0.93491E-01       0.30017E+00
      0      1      -0.21085E+02       0.16035E-02       0.33753E+00       0.30807E+01       0.27826E+00       0.34705E+01
      0      1       0.28408E+02       0.37710E-02      -0.15161E+00      -0.83816E+00      -0.59785E+00      -0.41981E+01
      0      1      -0.25002E+02       0.18547E-02      -0.40816E+00      -0.38046E+01       0.25855E+00       0.32420E+01
      0      1       0.20924E+02      -0.28959E-02       0.36974E+00       0.26781E+01      -0.78281E+00      -0.51843E+01
      0      1       0.40519E+02      -0.14026E-02       0.51030E-01       0.40219E+00      -0.19496E+00       0.99672E-01
      0      1       0.28580E+02       0.56031E-02      -0.94045E-02      -0.23107E+00       0.42998E+00       0.54171E+01
      0      1       0.37191E+02      -0.38641E-02       0.76885E+00       0.65853E+01       0.30598E-01      -0.16377E+00
      0      1      -0.33345E+02      -0.48600E-02      -0.71862E+00      -0.68971E+01       0.70148E+00       0.51693E+01
      0      1      -0.20952E+02       0.40245E-02      -0.70799E+00      -0.70091E+01      -0.26423E+00      -0.15511E+00
      0      1       0.33045E+02       0.45371E-02       0.14497E+00       0.70016E+00      -0.33186E+00      -0.27317E+01
      0      1       0.27159E+02      -0.20633E-02       0.65266E+00       0.58429E+01       0.34808E+00       0.35422E+01
      0      1       0.22304E+02       0.11636E-02       0.29117E+00       0.19746E+01      -0.80085E+00      -0.50964E+01
      0      1      -0.35809E+02      -0.49294E-02      -0.50212E-01      -0.41168E+00       0.75191E+00       0.69900E+01
      0      1      -0.10278E+02       0.62632E-02       0.16049E+00       0.15994E+01      -0.40041E+00      -0.27919E+01
      0      1       0.31882E+02       0.47731E-02       0.27160E+00       0.21948E+01      -0.52677E+00      -0.58834E+01
      0      1       0.36073E+02      -0.13176E-02      -0.84024E-01      -0.11292E+01       0.96754E+00       0.61691E+01
      0      1       0.12302E+02       0.30161E-02       0.35645E+00       0.39346E+01       0.35788E+00       0.12861E+01
      0      1      -0.21224E+02       0.97861E-03      -0.26585E+00      -0.25040E+01       0.69802E+00       0.74314E+01
      0      1       0.91001E+01       0.43137E-03      -0.71613E+00      -0.72039E+01       0.14025E-01      -0.20753E+01
      0      1       0.26035E+02       0.40230E-02       0.10244E+00       0.19730E+01      -0.29747E+00      -0.24048E+01
      0      1       0.29565E+02       0.48805E-03       0.55595E+00       0.53662E+01       0.68214E+00       0.69379E+01
      0      1       0.23245E+02       0.60281E-02      -0.30297E+00      -0.34008E+01       0.24184E+00       0.34037E+01
      0      1       0.19779E+02      -0.52146E-02      -0.28629E+00      -0.28022E+01      -0.68855E+00      -0.46823E+01
      0      1       0.58799E+01      -0.52604E-02       0.96464E-01       0.15932E+01       0.22392E+00       0.13682E+00
      0      1       0.20552E+02       0.45878E-02       0.49147E+00       0.43675E+01      -0.92876E+00      -0.67227E+01
      0      1      -0.26692E+02       0.52051E-02      -0.59522E+00      -0.51068E+01      -0.11702E+00      -0.19538E+01
      0      1       0.21427E+02       0.60156E-02       0.20308E+00       0.11878E+01      -0.28982E+00      -0.24733E+01
      0      1      -0.90094E+01       0.10657E-02       0.41285E+00       0.38195E+01      -0.63857E+00      -0.41739E+01
      0      1      -0.19281E+02       0.27036E-02      -0.56903E-02      -0.44118E+00      -0.12091E+00       0.98263E+00
      0      1       0.30481E+02      -0.41841E-02       0.35377E+00       0.40759E+01      -0.80081E+00      -0.65824E+01
      0      1       0.10051E+02       0.61454E-02       0.34313E-01       0.60096E+00       0.63459E+00       0.35798E+01
      0      1      -0.28727E+02       0.18966E-03       0.10915E+00       0.11524E+01       0.98599E+00       0.59075E+01
      0      1       0.16362E+02      -0.58318E-02       0.13568E+00       0.20478E+01      -0.97889E+00      -0.73737E+01
      0      1       0.52542E+01      -0.16669E-02       0.33095E+00       0.32500E+01      -0.64661E+00      -0.53205E+01
      0      1       0.18876E+02       0.28055E-02      -0.29741E+00      -0.30557E+01       0.81354E+00       0.40364E+01
      0      1       0.12416E+02       0.53303E-02      -0.12091E+00      -0.48662E+00      -0.43076E+00      -0.40803E+01
      0      1       0.25347E+02       0.24212E-02       0.69617E+00       0.66894E+01       0.88678E+00       0.51193E+01
      0      1      -0.28039E+02      -0.49174E-02       0.16139E+00       0.15264E+01      -0.71478E+00      -0.34500E+01
      0      1      -0.35638E+02      -0.57156E-02       0.77525E+00       0.71807E+01       0.93428E-01       0.25256E+01
      0      1       0.97032E+01      -0.17891E-02      -0.57754E-01       0.21903E+00       0.17631E+00       0.19416E+00
      0      1      -0.21884E+02      -0.41164E-02      -0.26928E+00      -0.34322E+01      -0.57787E+00      -0.48010E+01
      0      1       0.38991E+01       0.85741E-03      -0.60118E+00      -0.66381E+01       0.98282E+00       0.60381E+01
      0      1       0.11681E+02      -0.94358E-03       0.78731E-01       0.11413E+01       0.44386E+00       0.43301E+01
      0      1      -0.15209E+02      -0.45774E-02       0.19964E+00       0.18051E+01       0.67783E+00       0.63129E+01
      0      1       0.30924E+02       0.41326E-02       0.28329E+00       0.24784E+01      -0.58541E+00      -0.37840E+01
      0      1      -0.31779E+02      -0.76599E-03      -0.64630E+00      -0.55055E+01      -0.29840E+00      -0.26349E+01
      0      1      -0.19009E+01      -0.48830E-02       0.48768E+00       0.46357E+01       0.81011E+00       0.34866E+01
      0      1       0.36880E+01      -0.18240E-02      -0.44245E+00      -0.41205E+01       0.26689E+00       0.40129E+00
      0      1      -0.38195E+02       0.45163E-02      -0.10025E+00      -0.88928E+00       0.95961E+00       0.56886E+01
      0      1       0.13383E+01      -0.33420E-02      -0.36347E+00      -0.31078E+01       0.54701E+00       0.27631E+01
      0      1      -0.37958E+02       0.20822E-02      -0.63185E+00      -0.55673E+01      -0.24281E-01      -0.15284E-01
      0      1       0.31688E+02      -0.53266E-02      -0.31768E+00      -0.33367E+01      -0.43250E-01      -0.18308E+01
      0      1       0.32775E+02       0.31132E-02       0.26825E+00       0.20647E+01       0.42197E+00       0.26227E+01
      0      1       0.15749E+02      -0.13490E-02      -0.36686E+00      -0.29238E+01       0.80126E+00       0.56411E+01
      0      1      -0.23307E+02      -0.89973E-03       0.54273E+00       0.48669E+01      -0.12007E+00      -0.27157E+01
      0      1       0.10516E+02      -0.33361E-02      -0.72416E+00      -0.69114E+01      -0.52138E+00      -0.39107E+01
      0      1       0.33267E+02       0.34851E-02       0.28806E-02       0.84129E+00       0.84455E+00       0.59060E+01
      0      1      -0.39544E+02      -0.40422E-02       0.59594E+00       0.57041E+01      -0.15037E+00       0.12518E+01
      0      1       0.21990E+02      -0.10802E-02       0.15544E+00       0.19641E+01       0.55854E+00       0.19638E+01
      0      1      -0.28813E+02      -0.56934E-02       0.63656E-01      -0.17704E-01      -0.26448E-01      -0.12930E+01
      0      1      -0.20187E+02       0.31755E-02       0.69864E+00       0.70462E+01      -0.24818E-01      -0.11594E+01
      0      1      -0.12224E+01      -0.10116E-03      -0.18924E+00      -0.10617E+01       0.79795E-01       0.69705E+00
      0      1      -0.30592E+01       0.55024E-02      -0.47553E+00      -0.47757E+01       0.55359E+00       0.25920E+01
      0      1       0.44274E+01      -0.55076E-02      -0.79571E+00      -0.69738E+01      -0.67899E+00      -0.62073E+01
      0      1      -0.29538E+02       0.22064E-02       0.31102E+00       0.28257E+01       0.62660E-01      -0.14694E+01
      0      1       0.12602E+02      -0.39831E-03       0.64931E+00       0.56077E+01       0.26282E-01       0.13656E+01
