       z[cm]          X-avg[cm]        X'-avg[mrad]       Y-avg[cm]        Y'-avg[mrad]      Phi-avg[deg]      W-avg[MeV/u]       X-rms[cm]        X'-rms[mrad]       Y-rms[cm]        Y'-rms[mrad]      Phi-rms[deg]      dW/W-rms[%]        X-max[cm]        X'-max[mrad]       Y-max[cm]        Y'-max[mrad]      Phi-max[deg]      dW/W-max[%]      X-emi[cm*mrad]    Y-emi[cm*mrad]    Z-emi[keV/u*ns] 
  0.000000000E+00   0.164356870E-02   0.135262367E-01  -0.501463906E-03   0.180683154E-01   0.170729574E-01   0.818989142E+01   0.217889851E+00   0.148956460E+01   0.216944988E+00   0.148610463E+01   0.102771810E+03   0.585088651E-01   0.526171159E+00   0.356845677E+01   0.520227483E+00   0.356070750E+01   0.179996619E+03   0.101341447E+00   0.418268454E-01   0.416655711E-01   0.112810043E+03
  0.000000000E+00   0.164356870E-02   0.135262367E-01  -0.501463906E-03   0.180683154E-01   0.170729574E-01   0.818989142E+01   0.217889851E+00   0.148956460E+01   0.216944988E+00   0.148610463E+01   0.102771810E+03   0.585088651E-01   0.526171159E+00   0.356845677E+01   0.520227483E+00   0.356070750E+01   0.179996619E+03   0.101341447E+00   0.418268454E-01   0.416655711E-01   0.112810043E+03
  0.000000000E+00   0.164340436E-06   0.135248842E-05  -0.501413764E-07   0.180665088E-05   0.119385655E-01   0.818999999E+01   0.217889851E+00   0.148956459E+01   0.216944988E+00   0.148610462E+01   0.102765878E+03   0.585088636E-01   0.525730398E+00   0.358198301E+01   0.519726019E+00   0.357877581E+01   0.179989624E+03   0.102667218E+00   0.418268450E-01   0.416655708E-01   0.112806872E+03
  0.000000000E+00   0.164340436E-06   0.135248842E-05  -0.501413764E-07   0.180665088E-05   0.252838695E-02   0.818999999E+01   0.217889851E+00   0.148956459E+01   0.216944988E+00   0.148610462E+01   0.104272135E+03   0.585088636E-01   0.525730398E+00   0.358198301E+01   0.519726019E+00   0.357877581E+01   0.179979542E+03   0.102667218E+00   0.418268450E-01   0.416655708E-01   0.127184239E+02
  0.000000000E+00   0.164340436E-06   0.135248842E-05  -0.501413764E-07   0.180665088E-05   0.252838695E-02   0.818999999E+01   0.217889851E+00   0.148956459E+01   0.216944988E+00   0.148610462E+01   0.104272135E+03   0.585088636E-01   0.525730398E+00   0.358198301E+01   0.519726019E+00   0.357877581E+01   0.179979542E+03   0.102667218E+00   0.418268450E-01   0.416655708E-01   0.127184239E+02
  0.788571429E+01   0.175005773E-06   0.135248842E-05  -0.358946438E-07   0.180665088E-05   0.190333687E-02   0.818999999E+01   0.215321935E+00   0.148956459E+01   0.214515150E+00   0.148610462E+01   0.104271997E+03   0.585088636E-01   0.519503668E+00   0.358198301E+01   0.515280491E+00   0.357877581E+01   0.179982212E+03   0.102667218E+00   0.418268450E-01   0.416655708E-01   0.127183693E+02
  0.157714286E+02   0.185671110E-06   0.135248842E-05  -0.216479111E-07   0.180665088E-05   0.190654249E-02   0.818999999E+01   0.213370650E+00   0.148956459E+01   0.212704116E+00   0.148610462E+01   0.104271813E+03   0.585088636E-01   0.513276938E+00   0.358198301E+01   0.512387861E+00   0.357877581E+01   0.179996960E+03   0.102667218E+00   0.418268450E-01   0.416655708E-01   0.127183695E+02
  0.236571429E+02   0.196336448E-06   0.135248842E-05  -0.740117851E-08   0.180665088E-05   0.253800383E-02   0.818999999E+01   0.212053020E+00   0.148956459E+01   0.211527780E+00   0.148610462E+01   0.104271580E+03   0.585088636E-01   0.507916372E+00   0.358198301E+01   0.510140771E+00   0.357877581E+01   0.179980616E+03   0.102667218E+00   0.418268450E-01   0.416655708E-01   0.127183124E+02
  0.315428571E+02   0.207001785E-06   0.135248842E-05   0.684555414E-08   0.180665088E-05   0.191295375E-02   0.818999999E+01   0.211380894E+00   0.148956459E+01   0.210996760E+00   0.148610462E+01   0.104271437E+03   0.585088636E-01   0.507285713E+00   0.358198301E+01   0.507893681E+00   0.357877581E+01   0.179994718E+03   0.102667218E+00   0.418268450E-01   0.416655708E-01   0.127182785E+02
  0.394285714E+02   0.217667122E-06   0.135248842E-05   0.210922868E-07   0.180665088E-05   0.191615937E-02   0.818999999E+01   0.211360431E+00   0.148956459E+01   0.211115924E+00   0.148610462E+01   0.104271248E+03   0.585088636E-01   0.506655054E+00   0.358198301E+01   0.507203496E+00   0.357877581E+01   0.179976136E+03   0.102667218E+00   0.418268450E-01   0.416655708E-01   0.127182788E+02
  0.473142857E+02   0.228332460E-06   0.135248842E-05   0.353390194E-07   0.180665088E-05   0.191936500E-02   0.818999999E+01   0.211991819E+00   0.148956459E+01   0.211884175E+00   0.148610462E+01   0.104271064E+03   0.585088636E-01   0.507474047E+00   0.358198301E+01   0.510978966E+00   0.357877581E+01   0.179987208E+03   0.102667218E+00   0.418268450E-01   0.416655708E-01   0.127182790E+02
