n_el  name       dist[m]     Energy[MeV/u] (W-Wtmp)/Wtmp,%   x_rms[cm]      y_rms[cm]      Xmax[cm]       Ymax[cm]     phi_rms[deg]   phi_max[deg]   DW/W[rel.u.]   4*exn_rms[cm*mrad]   exn99.0[cm*mrad]    exn_max[cm*mrad]   4*eyn_rms[cm*mrad]   eyn99.0[cm*mrad]    eyn_max[cm*mrad]   4*ezn_rms[keV/u*ns]  ezn99.0[keV/u*ns]    ezn_max[keV/u*ns]     Xc[cm]       X'c[mrad]        Yc[cm]       Y'c[mrad]        btgm          Zc[deg]          a_x        b_x[cm/mrad]       a_y        b_y[cm/mrad]       a_z        b_z[deg/(%ofD_W/W)]  #of_part_lost  #of_part_left 
  14  slit   0.266900E+01   0.446997E+01  -0.737246E-03   0.387767E+00   0.631303E+00   0.997014E+00   0.119943E+01   0.103391E+03   0.179930E+03   0.578532E-03      0.508977E+00        0.717881E+00        0.855639E+00        0.118854E+01        0.140566E+01        0.173111E+01        0.272235E+02        0.350195E+02        0.405788E+02     0.708619E-02   0.162088E-01   0.535357E-02  -0.357951E-01   0.980842E-01  -0.666636E+00   0.170893E+00   0.115905E+00  -0.531624E+00   0.131559E+00  -0.511026E-02      0.178714E+04     0.470000E+03    0.289400E+04
  15  drift  0.298900E+01   0.446997E+01  -0.737246E-03   0.384669E+00   0.729287E+00   0.987470E+00   0.157527E+01   0.103390E+03   0.179951E+03   0.578532E-03      0.508977E+00        0.717881E+00        0.855639E+00        0.118854E+01        0.140566E+01        0.173111E+01        0.272235E+02        0.350180E+02        0.405771E+02     0.760487E-02   0.162088E-01   0.420812E-02  -0.357951E-01   0.980842E-01  -0.656192E+00  -0.113258E+00   0.114061E+00  -0.843605E+00   0.175566E+00  -0.391423E-02      0.178712E+04     0.000000E+00    0.289400E+04
  16  slit   0.298900E+01   0.446997E+01  -0.737246E-03   0.384669E+00   0.729287E+00   0.987470E+00   0.157527E+01   0.103390E+03   0.179951E+03   0.578532E-03      0.508977E+00        0.717881E+00        0.855639E+00        0.118854E+01        0.140566E+01        0.173111E+01        0.272235E+02        0.350180E+02        0.405771E+02     0.760487E-02   0.162088E-01   0.420812E-02  -0.357951E-01   0.980842E-01  -0.656192E+00  -0.113258E+00   0.114061E+00  -0.843605E+00   0.175566E+00  -0.391423E-02      0.178712E+04     0.000000E+00    0.289400E+04
  17  drift  0.328900E+01   0.446997E+01  -0.737246E-03   0.408845E+00   0.843669E+00   0.982317E+00   0.193681E+01   0.103390E+03   0.179998E+03   0.578532E-03      0.508977E+00        0.717881E+00        0.855639E+00        0.118854E+01        0.140566E+01        0.173111E+01        0.272236E+02        0.350118E+02        0.405229E+02     0.809113E-02   0.162088E-01   0.313427E-02  -0.357951E-01   0.980842E-01  -0.522005E+00  -0.379649E+00   0.128848E+00  -0.113609E+01   0.234957E+00  -0.340239E-02      0.178712E+04     0.000000E+00    0.289400E+04
  18  drift  0.478900E+01   0.447003E+01   0.745458E-03   0.744723E+00   0.831225E+00   0.149994E+01   0.149893E+01   0.103545E+03   0.179741E+03   0.586746E-03      0.504192E+00        0.625327E+00        0.796595E+00        0.719079E+00        0.927692E+00        0.112311E+01        0.276480E+02        0.350924E+02        0.401515E+02     0.587813E-02   0.227327E-01  -0.198557E-02  -0.240448E-02   0.980842E-01  -0.136146E+01  -0.160309E+01   0.431572E+00  -0.122925E+01   0.376981E+00  -0.162835E-01      0.176497E+04     0.117500E+04    0.171900E+04
  19  drift  0.728900E+01   0.447005E+01   0.104326E-02   0.126998E+01   0.137172E+01   0.249843E+01   0.249921E+01   0.103405E+03   0.179984E+03   0.583247E-03      0.448244E+00        0.525458E+00        0.651934E+00        0.635057E+00        0.778402E+00        0.964563E+00        0.274485E+02        0.352237E+02        0.398458E+02     0.104376E-02   0.107451E-01  -0.103708E-01  -0.109591E-01   0.980842E-01  -0.124295E+01  -0.291814E+01   0.141168E+01  -0.229089E+01   0.116246E+01   0.890290E-02      0.177299E+04     0.350000E+03    0.136900E+04
  20  drift  0.732550E+01   0.447005E+01   0.104326E-02   0.127956E+01   0.138160E+01   0.251721E+01   0.251844E+01   0.103405E+03   0.179977E+03   0.583247E-03      0.448244E+00        0.525458E+00        0.651934E+00        0.635057E+00        0.778402E+00        0.964563E+00        0.274485E+02        0.352236E+02        0.398457E+02     0.108298E-02   0.107451E-01  -0.104108E-01  -0.109591E-01   0.980842E-01  -0.124280E+01  -0.294275E+01   0.143307E+01  -0.231050E+01   0.117926E+01   0.904027E-02      0.177300E+04     0.000000E+00    0.136900E+04
  21  quad   0.762550E+01   0.447004E+01   0.859430E-03   0.114968E+01   0.163434E+01   0.227167E+01   0.297789E+01   0.103428E+03   0.179921E+03   0.583763E-03      0.450039E+00        0.524725E+00        0.648609E+00        0.613326E+00        0.748129E+00        0.956687E+00        0.274765E+02        0.352149E+02        0.398810E+02    -0.230447E-02   0.294287E-01  -0.151565E-01  -0.160072E+00   0.980842E-01  -0.542372E-01   0.111832E+02   0.115230E+01  -0.193445E+02   0.170864E+01   0.157371E-01      0.177196E+04     0.470000E+02    0.132200E+04
  22  drift  0.769850E+01   0.447004E+01   0.859430E-03   0.106825E+01   0.176942E+01   0.211562E+01   0.322535E+01   0.103428E+03   0.179907E+03   0.583763E-03      0.450039E+00        0.524725E+00        0.648609E+00        0.613326E+00        0.748129E+00        0.956687E+00        0.274765E+02        0.352154E+02        0.398816E+02    -0.208964E-02   0.294287E-01  -0.163250E-01  -0.160072E+00   0.980842E-01  -0.316764E-01   0.103846E+02   0.994851E+00  -0.209475E+02   0.200277E+01   0.160212E-01      0.177198E+04     0.000000E+00    0.132200E+04
  23  quad   0.799850E+01   0.447007E+01   0.159132E-02   0.912256E+00   0.166484E+01   0.183279E+01   0.296057E+01   0.102887E+03   0.179850E+03   0.579282E-03      0.452417E+00        0.524333E+00        0.644936E+00        0.529321E+00        0.657830E+00        0.747535E+00        0.271187E+02        0.341540E+02        0.398530E+02    -0.238155E-01  -0.464470E-02   0.119617E-01  -0.161442E-01   0.980842E-01  -0.310727E-01  -0.470295E+00   0.721694E+00   0.525679E+01   0.205440E+01   0.237539E-01      0.177662E+04     0.186000E+03    0.113600E+04
  24  drift  0.803500E+01   0.447007E+01   0.159132E-02   0.914437E+00   0.164930E+01   0.183989E+01   0.293687E+01   0.102888E+03   0.179843E+03   0.579282E-03      0.452417E+00        0.524333E+00        0.644936E+00        0.529321E+00        0.657830E+00        0.747535E+00        0.271187E+02        0.341542E+02        0.398532E+02    -0.238324E-01  -0.464470E-02   0.119028E-01  -0.161442E-01   0.980842E-01  -0.309452E-01  -0.476471E+00   0.725150E+00   0.520592E+01   0.201622E+01   0.238912E-01      0.177663E+04     0.000000E+00    0.113600E+04
  25  drift  0.123250E+02   0.447009E+01   0.210358E-02   0.122577E+01   0.388431E+00   0.248209E+01   0.882435E+00   0.102710E+03   0.179813E+03   0.578201E-03      0.438289E+00        0.491774E+00        0.599724E+00        0.468577E+00        0.609684E+00        0.672941E+00        0.270137E+02        0.346357E+02        0.394035E+02    -0.975150E-02   0.274251E-02  -0.900580E-03  -0.175823E-01   0.980842E-01   0.216309E-01  -0.112863E+01   0.134499E+01  -0.736502E+00   0.126329E+00   0.337655E-01      0.177738E+04     0.163000E+03    0.973000E+03
  26  drift  0.124150E+02   0.447009E+01   0.210358E-02   0.123506E+01   0.409747E+00   0.249846E+01   0.950176E+00   0.102711E+03   0.179839E+03   0.578201E-03      0.438289E+00        0.491774E+00        0.599724E+00        0.468577E+00        0.609684E+00        0.672941E+00        0.270137E+02        0.346360E+02        0.394039E+02    -0.972682E-02   0.274251E-02  -0.105882E-02  -0.175823E-01   0.980842E-01   0.213793E-01  -0.114385E+01   0.136544E+01  -0.846388E+00   0.140575E+00   0.341038E-01      0.177742E+04     0.000000E+00    0.973000E+03
  27  quad   0.127150E+02   0.447009E+01   0.210358E-02   0.107489E+01   0.561733E+00   0.217700E+01   0.134208E+01   0.102716E+03   0.179900E+03   0.578201E-03      0.438434E+00        0.492283E+00        0.601078E+00        0.468637E+00        0.610525E+00        0.673126E+00        0.270139E+02        0.346382E+02        0.394064E+02    -0.814888E-02   0.996605E-01  -0.178637E-02  -0.321876E-01   0.980842E-01   0.327522E-01   0.109937E+02   0.103391E+01  -0.369914E+01   0.264169E+00   0.352383E-01      0.177757E+04     0.000000E+00    0.973000E+03
  28  drift  0.128950E+02   0.447009E+01   0.210358E-02   0.869363E+00   0.704360E+00   0.176176E+01   0.168924E+01   0.102719E+03   0.179906E+03   0.578201E-03      0.438434E+00        0.492283E+00        0.601078E+00        0.468637E+00        0.610525E+00        0.673126E+00        0.270141E+02        0.346396E+02        0.394080E+02    -0.635499E-02   0.996605E-01  -0.236575E-02  -0.321876E-01   0.980842E-01   0.541932E-01   0.887211E+01   0.676327E+00  -0.469965E+01   0.415348E+00   0.359268E-01      0.177767E+04     0.000000E+00    0.973000E+03
  29  quad   0.131950E+02   0.447009E+01   0.210358E-02   0.682090E+00   0.795629E+00   0.138106E+01   0.190952E+01   0.102724E+03   0.179976E+03   0.578201E-03      0.438313E+00        0.492171E+00        0.600209E+00        0.468579E+00        0.609744E+00        0.673006E+00        0.270142E+02        0.346399E+02        0.394083E+02    -0.445877E-02   0.308729E-01  -0.281930E-02   0.294582E-02   0.980842E-01   0.640375E-01   0.901637E+00   0.416446E+00   0.139291E+01   0.530026E+00   0.370601E-01      0.177783E+04     0.000000E+00    0.973000E+03
  30  drift  0.132850E+02   0.447009E+01   0.210358E-02   0.668962E+00   0.776928E+00   0.135280E+01   0.186378E+01   0.102724E+03   0.179997E+03   0.578201E-03      0.438313E+00        0.492171E+00        0.600209E+00        0.468579E+00        0.609744E+00        0.673006E+00        0.270168E+02        0.346635E+02        0.392121E+02    -0.418091E-02   0.308729E-01  -0.279278E-02   0.294582E-02   0.980842E-01   0.433475E+00   0.862457E+00   0.400569E+00   0.134299E+01   0.505403E+00   0.345176E-01      0.177767E+04     0.000000E+00    0.973000E+03
  31  drift  0.136350E+02   0.447009E+01   0.210358E-02   0.621306E+00   0.706722E+00   0.124621E+01   0.168592E+01   0.102726E+03   0.179924E+03   0.578201E-03      0.438313E+00        0.492171E+00        0.600209E+00        0.468579E+00        0.609744E+00        0.673006E+00        0.270184E+02        0.346629E+02        0.390347E+02    -0.310036E-02   0.308729E-01  -0.268968E-02   0.294582E-02   0.980842E-01   0.801316E+00   0.710088E+00   0.345530E+00   0.114883E+01   0.418190E+00   0.334042E-01      0.177764E+04     0.000000E+00    0.973000E+03
  32  drift  0.149050E+02   0.447009E+01   0.210358E-02   0.512803E+00   0.507745E+00   0.100266E+01   0.104758E+01   0.102742E+03   0.179785E+03   0.578201E-03      0.438313E+00        0.492171E+00        0.600209E+00        0.468579E+00        0.609744E+00        0.673006E+00        0.270265E+02        0.351845E+02        0.386643E+02     0.820498E-03   0.308729E-01  -0.231556E-02   0.294582E-02   0.980842E-01   0.793520E+00   0.157209E+00   0.235384E+00   0.444328E+00   0.215858E+00   0.285993E-01      0.177765E+04     0.000000E+00    0.973000E+03
  33  drift  0.159050E+02   0.447009E+01   0.210358E-02   0.525810E+00   0.466823E+00   0.119596E+01   0.954533E+00   0.102754E+03   0.179330E+03   0.578201E-03      0.438313E+00        0.492171E+00        0.600209E+00        0.468579E+00        0.609744E+00        0.673006E+00        0.270265E+02        0.351853E+02        0.386651E+02     0.390779E-02   0.308729E-01  -0.202098E-02   0.294582E-02   0.980842E-01   0.787381E+00  -0.278130E+00   0.247476E+00  -0.110401E+00   0.182465E+00   0.323538E-01      0.177806E+04     0.000000E+00    0.973000E+03
  34  slit   0.159050E+02   0.447009E+01   0.210358E-02   0.525810E+00   0.466823E+00   0.119596E+01   0.954533E+00   0.102754E+03   0.179330E+03   0.578201E-03      0.438313E+00        0.492171E+00        0.600209E+00        0.468579E+00        0.609744E+00        0.673006E+00        0.270265E+02        0.351853E+02        0.386651E+02     0.390779E-02   0.308729E-01  -0.202098E-02   0.294582E-02   0.980842E-01   0.787381E+00  -0.278130E+00   0.247476E+00  -0.110401E+00   0.182465E+00   0.323538E-01      0.177806E+04     0.000000E+00    0.973000E+03
  35  drift  0.162550E+02   0.447009E+01   0.210358E-02   0.551529E+00   0.485046E+00   0.128073E+01   0.107994E+01   0.102758E+03   0.179510E+03   0.578201E-03      0.438313E+00        0.492171E+00        0.600209E+00        0.468579E+00        0.609744E+00        0.673006E+00        0.270265E+02        0.351855E+02        0.386654E+02     0.498834E-02   0.308729E-01  -0.191787E-02   0.294582E-02   0.980842E-01   0.785233E+00  -0.430498E+00   0.272278E+00  -0.304556E+00   0.196989E+00   0.336679E-01      0.177821E+04     0.000000E+00    0.973000E+03
  36  drift  0.166050E+02   0.447009E+01   0.210358E-02   0.586352E+00   0.518505E+00   0.136550E+01   0.120536E+01   0.102763E+03   0.179705E+03   0.578201E-03      0.438313E+00        0.492171E+00        0.600209E+00        0.468579E+00        0.609744E+00        0.673006E+00        0.270265E+02        0.351858E+02        0.386657E+02     0.606889E-02   0.308729E-01  -0.181477E-02   0.294582E-02   0.980842E-01   0.783084E+00  -0.582866E+00   0.307745E+00  -0.498711E+00   0.225103E+00   0.349820E-01      0.177837E+04     0.000000E+00    0.973000E+03
  37  slit   0.166050E+02   0.447007E+01   0.162442E-02   0.573550E+00   0.517755E+00   0.119337E+01   0.119448E+01   0.102846E+03   0.179705E+03   0.577074E-03      0.431238E+00        0.468736E+00        0.511162E+00        0.469135E+00        0.601550E+00        0.671373E+00        0.269927E+02        0.352565E+02        0.389144E+02     0.823024E-02   0.366973E-01  -0.102500E-02   0.434687E-02   0.980842E-01   0.111399E+01  -0.567885E+00   0.299285E+00  -0.500899E+00   0.224186E+00   0.380202E-01      0.178349E+04     0.120000E+02    0.961000E+03
  38  drift  0.171050E+02   0.447007E+01   0.162442E-02   0.635233E+00   0.587064E+00   0.133957E+01   0.139007E+01   0.102854E+03   0.179983E+03   0.577074E-03      0.431238E+00        0.468736E+00        0.511162E+00        0.469135E+00        0.601550E+00        0.671373E+00        0.269927E+02        0.352568E+02        0.389148E+02     0.100651E-01   0.366973E-01  -0.807654E-03   0.434687E-02   0.980842E-01   0.111253E+01  -0.788827E+00   0.367120E+00  -0.779886E+00   0.288225E+00   0.398924E-01      0.178375E+04     0.000000E+00    0.961000E+03
  39  slit   0.171050E+02   0.447007E+01   0.162442E-02   0.635233E+00   0.587064E+00   0.133957E+01   0.139007E+01   0.102854E+03   0.179983E+03   0.577074E-03      0.431238E+00        0.468736E+00        0.511162E+00        0.469135E+00        0.601550E+00        0.671373E+00        0.269927E+02        0.352568E+02        0.389148E+02     0.100651E-01   0.366973E-01  -0.807654E-03   0.434687E-02   0.980842E-01   0.111253E+01  -0.788827E+00   0.367120E+00  -0.779886E+00   0.288225E+00   0.398924E-01      0.178375E+04     0.000000E+00    0.961000E+03
  40  drift  0.181050E+02   0.447007E+01   0.162442E-02   0.790885E+00   0.773223E+00   0.168791E+01   0.178126E+01   0.102871E+03   0.179480E+03   0.577074E-03      0.431238E+00        0.468736E+00        0.511162E+00        0.469135E+00        0.601550E+00        0.671373E+00        0.270042E+02        0.351845E+02        0.386642E+02     0.137348E-01   0.366973E-01  -0.372967E-03   0.434687E-02   0.980842E-01   0.360393E+00  -0.123071E+01   0.569074E+00  -0.133786E+01   0.500000E+00   0.328790E-01      0.178360E+04     0.000000E+00    0.961000E+03
  41  drift  0.184190E+02   0.447007E+01   0.162442E-02   0.845719E+00   0.839592E+00   0.181508E+01   0.190409E+01   0.102875E+03   0.179305E+03   0.577074E-03      0.431238E+00        0.468736E+00        0.511162E+00        0.469135E+00        0.601550E+00        0.671373E+00        0.270042E+02        0.351847E+02        0.386645E+02     0.148871E-01   0.366973E-01  -0.236475E-03   0.434687E-02   0.980842E-01   0.359476E+00  -0.136946E+01   0.650720E+00  -0.151306E+01   0.589519E+00   0.340543E-01      0.178374E+04     0.000000E+00    0.961000E+03
  42  quad   0.186990E+02   0.447007E+01   0.162442E-02   0.104636E+01   0.759376E+00   0.225109E+01   0.169411E+01   0.102879E+03   0.179397E+03   0.577074E-03      0.431369E+00        0.469171E+00        0.511079E+00        0.469207E+00        0.603470E+00        0.672015E+00        0.270043E+02        0.351872E+02        0.386672E+02     0.185671E-01   0.233205E+00  -0.834146E-04   0.627736E-02   0.980842E-01   0.371835E+00  -0.123041E+02   0.995793E+00   0.489155E+01   0.482179E+00   0.350997E-01      0.178387E+04     0.000000E+00    0.961000E+03
  43  drift  0.188450E+02   0.447007E+01   0.162442E-02   0.123521E+01   0.647311E+00   0.265882E+01   0.142469E+01   0.102882E+03   0.179461E+03   0.577074E-03      0.431369E+00        0.469171E+00        0.511079E+00        0.469207E+00        0.603470E+00        0.672015E+00        0.270044E+02        0.351906E+02        0.386710E+02     0.219719E-01   0.233205E+00   0.823486E-05   0.627736E-02   0.980842E-01   0.392830E+00  -0.145384E+02   0.138769E+01   0.413678E+01   0.350366E+00   0.356428E-01      0.178395E+04     0.000000E+00    0.961000E+03
  44  quad   0.191250E+02   0.447008E+01   0.168202E-02   0.142296E+01   0.510936E+00   0.297439E+01   0.106909E+01   0.102800E+03   0.179605E+03   0.576902E-03      0.429431E+00        0.461671E+00        0.490097E+00        0.470372E+00        0.602790E+00        0.672007E+00        0.269733E+02        0.352334E+02        0.387181E+02     0.161013E-01   0.104331E-01   0.184985E-03   0.657709E-02   0.980842E-01   0.201840E+00  -0.967282E+00   0.184990E+01   0.997634E+00   0.217747E+00   0.373359E-01      0.178317E+04     0.300000E+01    0.958000E+03
  45  drift  0.229763E+02   0.447006E+01   0.135481E-02   0.159041E+01   0.982051E+00   0.297733E+01   0.190529E+01   0.102492E+03   0.179536E+03   0.576879E-03      0.402303E+00        0.444877E+00        0.475296E+00        0.473746E+00        0.600209E+00        0.674392E+00        0.268912E+02        0.354823E+02        0.382765E+02     0.107976E-01   0.732592E-03   0.142145E-01   0.434157E-01   0.980842E-01   0.276442E+00  -0.122249E+01   0.246675E+01  -0.251505E+01   0.798697E+00   0.374950E-01      0.177791E+04     0.570000E+02    0.901000E+03
  46  quad   0.232763E+02   0.447006E+01   0.135481E-02   0.134071E+01   0.125918E+01   0.251388E+01   0.248549E+01   0.102497E+03   0.179517E+03   0.576879E-03      0.402291E+00        0.443891E+00        0.480402E+00        0.473971E+00        0.602206E+00        0.675119E+00        0.268913E+02        0.354526E+02        0.382858E+02     0.896637E-02  -0.119299E+00   0.181738E-01   0.228268E+00   0.980842E-01   0.313337E+00   0.221572E+02   0.175302E+01  -0.165943E+02   0.131245E+01   0.386287E-01      0.177807E+04     0.000000E+00    0.901000E+03
  47  drift  0.233600E+02   0.447006E+01   0.135481E-02   0.119880E+01   0.139254E+01   0.225179E+01   0.275721E+01   0.102498E+03   0.179479E+03   0.576879E-03      0.402291E+00        0.443891E+00        0.480402E+00        0.473971E+00        0.602206E+00        0.675119E+00        0.268914E+02        0.354597E+02        0.382934E+02     0.796725E-02  -0.119299E+00   0.200855E-01   0.228268E+00   0.980842E-01   0.343068E+00   0.198070E+02   0.140157E+01  -0.183579E+02   0.160518E+01   0.389489E-01      0.177812E+04     0.000000E+00    0.901000E+03
