 Nseed      iq         dt[nsec]         dW[MeV/u]           x[cm]           x'[mrad]            y[cm]           y'[mrad]  
      0      1      -0.43525E-12       0.00000E+00       0.50026E-05       0.78434E-04       0.00000E+00       0.00000E+00
      0      1      -0.94827E+00       0.33988E-02       0.94158E-01      -0.36915E+00       0.34297E+00      -0.13487E+00
      0      1       0.11277E+02       0.29062E-02       0.41385E+00      -0.16121E+01       0.54683E+00       0.17807E+01
      0      1      -0.11196E+02      -0.41391E-02      -0.21106E+00      -0.17099E+01      -0.16999E+00      -0.33247E+01
      0      1       0.10385E+02       0.26433E-02      -0.25140E-01       0.26561E+01       0.78429E-01      -0.42983E+01
      0      1       0.24361E+02       0.44686E-02      -0.48138E+00      -0.20657E+01      -0.12574E+00       0.47702E+01
      0      1       0.80431E+00      -0.39698E-02      -0.68093E+00      -0.62115E+01      -0.28768E+00      -0.49763E+01
      0      1      -0.33674E+02      -0.22147E-02      -0.15971E+00      -0.27003E+01       0.61949E+00       0.66030E+01
      0      1       0.76078E+01      -0.34584E-02       0.44121E+00       0.10757E+01       0.57388E+00       0.44311E+01
      0      1       0.39312E+02       0.45447E-03      -0.45557E+00      -0.24320E+01       0.66273E+00       0.47864E+01
      0      1       0.35108E+02       0.14783E-02       0.24215E+00       0.45639E+00       0.36833E-01      -0.36832E+01
      0      1       0.44469E+01       0.55004E-03      -0.60276E+00      -0.10148E+01       0.49627E+00       0.60304E+01
      0      1       0.37326E+02      -0.44100E-03       0.15234E-01       0.25336E+01       0.25713E+00      -0.77469E+00
      0      1      -0.28468E+02      -0.79939E-03      -0.22309E+00      -0.54640E+01       0.30123E+00       0.65579E+01
      0      1       0.58100E+00       0.30723E-02       0.73759E+00       0.40888E+01       0.61938E+00       0.61604E+01
      0      1       0.20539E+02       0.12746E-02       0.33214E+00       0.81124E+00       0.14763E+00       0.63231E+01
      0      1       0.33200E+02       0.43844E-02       0.48951E+00       0.10666E+01       0.12529E-01       0.28933E+01
      0      1       0.10675E+02      -0.33477E-03       0.11192E+00       0.39063E+00       0.36027E+00       0.58304E+01
      0      1      -0.22033E+02      -0.24051E-02       0.38478E+00       0.54890E+01       0.53978E-01      -0.47507E+01
      0      1      -0.40588E+02      -0.40823E-02      -0.16774E+00       0.27408E+01      -0.15538E+00       0.22092E+01
      0      1      -0.10180E+02       0.60081E-03      -0.97863E-01       0.18952E+01       0.12876E-01      -0.13345E+01
      0      1       0.96805E+01      -0.13467E-02       0.83691E-01       0.20483E+01       0.16108E+00       0.34954E+01
      0      1      -0.14243E+02       0.44976E-02      -0.71601E+00      -0.64099E+01       0.81631E+00       0.67483E+01
      0      1      -0.43330E+00       0.40897E-02       0.55152E+00       0.68409E+01       0.35527E+00       0.54338E+01
      0      1       0.69132E+01      -0.99064E-03      -0.58010E+00      -0.22660E+01      -0.40326E+00      -0.34531E+00
      0      1       0.19482E+02      -0.18786E-02      -0.64047E+00      -0.40156E+01       0.56172E-01      -0.53589E+01
      0      1       0.21288E+02      -0.25913E-02       0.25226E+00      -0.10984E+01      -0.55555E+00      -0.62426E+01
      0      1      -0.59507E+01       0.47936E-03       0.48646E+00      -0.62313E+00      -0.18337E+00      -0.67394E+01
      0      1       0.91331E+01       0.35903E-02      -0.82649E+00      -0.61007E+01       0.25536E+00      -0.60136E+00
      0      1      -0.39519E+02       0.23414E-02      -0.23742E+00      -0.91794E+00      -0.59181E+00      -0.24138E+01
      0      1      -0.19642E+02       0.35723E-02       0.20103E+00      -0.31214E+00      -0.22112E+00      -0.51382E+01
      0      1       0.69987E+01       0.16116E-02      -0.16586E+00      -0.59634E+01       0.20887E+00       0.18330E+01
      0      1      -0.71273E+01       0.43084E-02       0.58006E-02       0.52819E+01       0.59369E+00       0.60134E+01
      0      1       0.34105E+02       0.32466E-02      -0.36409E+00      -0.20601E+01      -0.37348E+00       0.60117E+00
      0      1       0.36278E+02      -0.29492E-03       0.82566E+00       0.48961E+01       0.11257E+00       0.19343E+01
      0      1       0.30980E+02       0.33551E-02      -0.54394E+00      -0.55351E+01      -0.38160E+00      -0.64209E+00
      0      1      -0.15014E+02      -0.14414E-02      -0.30575E+00      -0.10219E+01       0.81823E-03       0.59407E+01
      0      1      -0.25956E+01      -0.20793E-02       0.43478E-01      -0.32333E+01      -0.57845E+00      -0.62306E+01
      0      1       0.77894E+01       0.27623E-02       0.47456E+00       0.20560E+01      -0.66586E-02       0.52198E+01
      0      1       0.27104E+02       0.37197E-02      -0.17012E+00       0.18193E+01       0.47846E+00       0.74744E+01
      0      1       0.28933E+02      -0.40527E-02      -0.83097E-01       0.34660E+01      -0.96189E+00      -0.67130E+01
      0      1      -0.38031E+02       0.24619E-02       0.46505E+00       0.55228E+00       0.26984E+00       0.27395E+01
      0      1       0.93560E+01      -0.37469E-03       0.34291E+00       0.40246E+01       0.16342E+00      -0.26761E+01
      0      1      -0.39878E+02      -0.11240E-02       0.15368E+00      -0.31426E+01      -0.30097E+00      -0.41569E+01
      0      1       0.33125E+02       0.24507E-02      -0.50774E+00      -0.53951E+01      -0.10131E+00       0.31049E+01
      0      1       0.33657E+02       0.38960E-02      -0.28873E+00      -0.47174E+00      -0.21161E+00      -0.50062E+01
      0      1      -0.36777E+02      -0.13054E-02       0.45074E+00       0.35170E+00       0.58794E-01      -0.57912E+00
      0      1      -0.32245E+02      -0.19952E-02       0.27222E+00       0.32235E+01      -0.18244E+00       0.35580E+01
      0      1       0.15288E+02       0.16339E-02       0.60363E+00       0.12242E+01      -0.67637E+00      -0.65691E+01
      0      1       0.33464E+02       0.33352E-02       0.11701E+00      -0.43298E+01      -0.87260E-02       0.38985E+01
      0      1      -0.28100E+02       0.93193E-03      -0.16306E+00      -0.14782E+01      -0.40633E+00       0.28192E+00
      0      1      -0.31247E+02       0.19227E-02      -0.65104E+00      -0.36697E+01       0.24758E+00       0.30947E+01
      0      1      -0.96615E+01      -0.21677E-02      -0.56271E+00      -0.19728E+01      -0.44591E+00      -0.10548E+01
      0      1      -0.40721E+02      -0.19970E-02       0.32029E+00       0.44473E+01       0.37762E+00       0.64828E+01
      0      1       0.27661E+02      -0.34109E-02      -0.31779E+00      -0.63119E+01       0.62775E+00       0.69044E+01
      0      1      -0.43927E+01      -0.37613E-02       0.75910E+00       0.39361E+01      -0.34348E+00       0.67087E+00
      0      1       0.92994E+00      -0.22642E-02       0.35721E+00       0.25943E+01      -0.75671E+00      -0.69391E+01
      0      1      -0.59507E+01       0.17027E-02      -0.55879E+00      -0.58425E+01      -0.39747E-01      -0.50559E+01
      0      1       0.90114E+01       0.22263E-02      -0.19171E+00       0.25411E+01       0.21556E-01      -0.14834E+01
      0      1       0.36968E+02       0.45014E-02       0.64049E+00       0.51827E+01      -0.59077E+00      -0.12890E+01
      0      1       0.27613E+02      -0.13718E-02      -0.17708E+00      -0.34874E+01      -0.70530E+00      -0.58813E+01
      0      1      -0.26690E+02       0.43252E-02      -0.71094E+00      -0.57572E+01      -0.22814E+00       0.18035E+01
      0      1      -0.14834E+02      -0.22018E-02       0.88494E-01      -0.11448E+01       0.54524E+00       0.70919E+01
      0      1      -0.31426E+01       0.12781E-02       0.11461E+00      -0.37558E+01      -0.53788E+00      -0.27975E+01
      0      1       0.21155E+02      -0.18353E-03       0.22151E-01       0.34532E+01       0.34223E+00       0.46646E+01
      0      1       0.37760E+02       0.19793E-02       0.15877E+00       0.15606E+00       0.18483E+00       0.16281E+00
      0      1      -0.93858E+01       0.40507E-02      -0.12815E+00      -0.39126E+01       0.15045E+00       0.48334E+00
      0      1       0.34085E+02      -0.54031E-03      -0.37432E-01      -0.45087E+01       0.49805E+00       0.60042E+01
      0      1      -0.95224E+01      -0.13955E-02       0.37743E+00       0.40581E+01       0.88566E+00       0.70340E+01
      0      1      -0.34652E+02       0.31808E-02      -0.77345E+00      -0.41125E+01       0.28291E+00       0.56132E+01
      0      1       0.25787E+02      -0.49765E-03      -0.46874E-01       0.47039E+01       0.34347E+00       0.73836E+01
      0      1       0.67468E+01      -0.35431E-02      -0.10226E+00      -0.23854E+00       0.13038E+00       0.35675E+00
      0      1      -0.21075E+02       0.11326E-02      -0.53913E-01       0.19133E+01      -0.27374E+00       0.12231E+01
      0      1       0.30120E+02       0.17833E-02      -0.40520E+00       0.10550E+00      -0.39093E+00      -0.11300E+01
