n_el  name      Q     A   Loss   Xfirst,cm   Yfirst,cm   Zfirst,cm    VXfirst     VYfirst     VZfirst     Xdev,cm     Ydev,cm     Zdev,cm     VXdev       VYdev       VZdev       Xc ,cm       Yc ,cm     Zc ,cm       O(11)       O(12)       O(13)       O(21)       O(22)       O(23)       O(31)       O(32)       O(33)   
   4  quad   16.0  38.0    -1      -2.967       0.226      72.200  -0.0143933  -0.0001584   0.1425832      -2.967       0.226      12.000  -0.0143933  -0.0001584   0.1425832       0.000       0.000      60.200   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
   4  quad   16.0  38.0    -1       2.974       0.213      72.200   0.0144581  -0.0001659   0.1425596       2.974       0.213      12.000   0.0144581  -0.0001659   0.1425596       0.000       0.000      60.200   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
   4  quad   16.0  38.0    -1      -2.979       0.103      72.450  -0.0145104  -0.0001417   0.1426141      -2.979       0.103      12.250  -0.0145104  -0.0001417   0.1426141       0.000       0.000      60.200   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
   4  quad   16.0  38.0    -1      -2.955      -0.385      72.450  -0.0144255   0.0003368   0.1426733      -2.955      -0.385      12.250  -0.0144255   0.0003368   0.1426733       0.000       0.000      60.200   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
   4  quad   16.0  38.0    -1      -2.977      -0.274      72.700  -0.0146942   0.0003294   0.1425308      -2.977      -0.274      12.500  -0.0146942   0.0003294   0.1425308       0.000       0.000      60.200   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
   4  quad   16.0  38.0    -1       2.965       0.126      72.700   0.0145837  -0.0001698   0.1426442       2.965       0.126      12.500   0.0145837  -0.0001698   0.1426442       0.000       0.000      60.200   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
   4  quad   16.0  38.0    -1      -2.961      -0.278      73.200  -0.0147305   0.0004185   0.1426519      -2.961      -0.278      13.000  -0.0147305   0.0004185   0.1426519       0.000       0.000      60.200   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
   4  quad   16.0  38.0    -1       2.958      -0.086      73.200   0.0146464   0.0000655   0.1426288       2.958      -0.086      13.000   0.0146464   0.0000655   0.1426288       0.000       0.000      60.200   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
   4  quad   16.0  38.0    -1      -2.967      -0.184      73.200  -0.0148216   0.0003009   0.1425647      -2.967      -0.184      13.000  -0.0148216   0.0003009   0.1425647       0.000       0.000      60.200   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
   4  quad   16.0  38.0    -1      -2.965       0.610      73.200  -0.0147563  -0.0006913   0.1426497      -2.965       0.610      13.000  -0.0147563  -0.0006913   0.1426497       0.000       0.000      60.200   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
   4  quad   16.0  38.0    -1       2.973      -0.534      73.200   0.0148315   0.0005979   0.1426321       2.973      -0.534      13.000   0.0148315   0.0005979   0.1426321       0.000       0.000      60.200   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
   4  quad   16.0  38.0    -1       2.970       0.278      73.450   0.0148184  -0.0003330   0.1426177       2.970       0.278      13.250   0.0148184  -0.0003330   0.1426177       0.000       0.000      60.200   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
   4  quad   16.0  38.0    -1       2.979       0.347      73.450   0.0149028  -0.0003412   0.1425820       2.979       0.347      13.250   0.0149028  -0.0003412   0.1425820       0.000       0.000      60.200   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
   4  quad   16.0  38.0    -1       2.963      -0.634      73.450   0.0147973   0.0007019   0.1425640       2.963      -0.634      13.250   0.0147973   0.0007019   0.1425640       0.000       0.000      60.200   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
   4  quad   16.0  38.0    -1      -2.963      -0.171      73.450  -0.0147759   0.0001004   0.1426439      -2.963      -0.171      13.250  -0.0147759   0.0001004   0.1426439       0.000       0.000      60.200   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
   4  quad   16.0  38.0    -1      -2.963      -0.246      73.450  -0.0147619   0.0002243   0.1425405      -2.963      -0.246      13.250  -0.0147619   0.0002243   0.1425405       0.000       0.000      60.200   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
   4  quad   16.0  38.0    -1      -2.978       0.155      73.700  -0.0149816  -0.0002561   0.1426310      -2.978       0.155      13.500  -0.0149816  -0.0002561   0.1426310       0.000       0.000      60.200   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
   4  quad   16.0  38.0    -1       2.971      -0.550      73.700   0.0149334   0.0006134   0.1426023       2.971      -0.550      13.500   0.0149334   0.0006134   0.1426023       0.000       0.000      60.200   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
