       z[cm]          X-avg[cm]        X'-avg[mrad]       Y-avg[cm]        Y'-avg[mrad]      Phi-avg[deg]      W-avg[MeV/u]       X-rms[cm]        X'-rms[mrad]       Y-rms[cm]        Y'-rms[mrad]      Phi-rms[deg]      dW/W-rms[%]        X-max[cm]        X'-max[mrad]       Y-max[cm]        Y'-max[mrad]      Phi-max[deg]      dW/W-max[%]      X-emi[cm*mrad]    Y-emi[cm*mrad]    Z-emi[keV/u*ns] 
  0.000000000E+00   0.115818555E-02  -0.307659088E-01  -0.350280023E-03   0.127760499E+00   0.170729574E-01   0.971987083E+01   0.152423140E+00   0.170261132E+02   0.155518351E+00   0.173121304E+02   0.102771810E+03   0.586520472E-01   0.368031102E+00   0.409265112E+02   0.372768683E+00   0.422122692E+02   0.179996619E+03   0.101589703E+00   0.167307382E+00   0.174995398E+00   0.134212087E+03
  0.000000000E+00   0.115818555E-02  -0.307659088E-01  -0.350280023E-03   0.127760499E+00   0.170729574E-01   0.971987083E+01   0.152423140E+00   0.170261132E+02   0.155518351E+00   0.173121304E+02   0.102771810E+03   0.586520472E-01   0.368031102E+00   0.409265112E+02   0.372768683E+00   0.422122692E+02   0.179996619E+03   0.101589703E+00   0.167307382E+00   0.174995398E+00   0.134212087E+03
  0.000000000E+00   0.115806974E-06  -0.307628325E-05  -0.350244998E-07   0.127747724E-04   0.119385655E-01   0.971999999E+01   0.152423140E+00   0.170261132E+02   0.155518351E+00   0.173121304E+02   0.102765878E+03   0.586520457E-01   0.367812026E+00   0.409572771E+02   0.372418403E+00   0.420845087E+02   0.179989624E+03   0.102918634E+00   0.167307380E+00   0.174995397E+00   0.134208314E+03
  0.000000000E+00   0.115806974E-06  -0.307628325E-05  -0.350244998E-07   0.127747724E-04   0.252838695E-02   0.971999999E+01   0.152423140E+00   0.170261132E+02   0.155518351E+00   0.173121304E+02   0.104272135E+03   0.586520457E-01   0.367812026E+00   0.409572771E+02   0.372418403E+00   0.420845087E+02   0.179979542E+03   0.102918634E+00   0.167307380E+00   0.174995397E+00   0.151313320E+02
  0.000000000E+00   0.115806974E-06  -0.307628325E-05  -0.350244998E-07   0.127747724E-04   0.252838695E-02   0.971999999E+01   0.152423140E+00   0.170261132E+02   0.155518351E+00   0.173121304E+02   0.104272135E+03   0.586520457E-01   0.367812026E+00   0.409572771E+02   0.372418403E+00   0.420845087E+02   0.179979542E+03   0.102918634E+00   0.167307380E+00   0.174995397E+00   0.151313320E+02
  0.920000000E+01   0.875051681E-07  -0.307628325E-05   0.825034067E-07   0.127747724E-04   0.233295498E-02   0.971999999E+01   0.707726636E-01   0.170261132E+02   0.726792847E-01   0.173121304E+02   0.104271934E+03   0.586520457E-01   0.170722445E+00   0.409572771E+02   0.177419298E+00   0.420845087E+02   0.179956989E+03   0.102918634E+00   0.167307380E+00   0.174995397E+00   0.151312599E+02
  0.184000000E+02   0.592033622E-07  -0.307628325E-05   0.200031313E-06   0.127747724E-04   0.276577872E-02   0.971999999E+01   0.189359597E+00   0.170261132E+02   0.192648603E+00   0.173121304E+02   0.104271691E+03   0.586520457E-01   0.454218357E+00   0.409572771E+02   0.468544305E+00   0.420845087E+02   0.179978695E+03   0.102918634E+00   0.167307380E+00   0.174995397E+00   0.151312534E+02
  0.276000000E+02   0.309015564E-07  -0.307628325E-05   0.317559220E-06   0.127747724E-04   0.257034676E-02   0.971999999E+01   0.340261186E+00   0.170261132E+02   0.345947358E+00   0.173121304E+02   0.104271509E+03   0.586520457E-01   0.823115620E+00   0.409572771E+02   0.835383236E+00   0.420845087E+02   0.179985267E+03   0.102918634E+00   0.167307380E+00   0.174995397E+00   0.151312100E+02
  0.368000000E+02   0.259975046E-08  -0.307628325E-05   0.435087126E-06   0.127747724E-04   0.300317050E-02   0.971999999E+01   0.494742986E+00   0.170261132E+02   0.502971719E+00   0.173121304E+02   0.104271279E+03   0.586520457E-01   0.119252393E+01   0.409572771E+02   0.121481716E+01   0.420845087E+02   0.179967987E+03   0.102918634E+00   0.167307380E+00   0.174995397E+00   0.151312052E+02
  0.460000000E+02  -0.257020554E-07  -0.307628325E-05   0.552615033E-06   0.127747724E-04   0.217948284E-02   0.971999999E+01   0.650258334E+00   0.170261132E+02   0.661072167E+00   0.173121304E+02   0.104271156E+03   0.586520457E-01   0.156242849E+01   0.409572771E+02   0.160199464E+01   0.420845087E+02   0.179984926E+03   0.102918634E+00   0.167307380E+00   0.174995397E+00   0.151311528E+02
