n_el  name       dist[m]     Energy[MeV/u] (W-Wtmp)/Wtmp,%   x_rms[cm]      y_rms[cm]      Xmax[cm]       Ymax[cm]     phi_rms[deg]   phi_max[deg]   DW/W[rel.u.]   4*exn_rms[cm*mrad]   exn99.0[cm*mrad]    exn_max[cm*mrad]   4*eyn_rms[cm*mrad]   eyn99.0[cm*mrad]    eyn_max[cm*mrad]   4*ezn_rms[keV/u*ns]  ezn99.0[keV/u*ns]    ezn_max[keV/u*ns]     Xc[cm]       X'c[mrad]        Yc[cm]       Y'c[mrad]        btgm          Zc[deg]          a_x        b_x[cm/mrad]       a_y        b_y[cm/mrad]       a_z        b_z[deg/(%ofD_W/W)]  #of_part_lost  #of_part_left 
  40  drift  0.181050E+02   0.971957E+01  -0.444396E-02   0.114146E+01   0.366235E+00   0.205942E+01   0.881442E+00   0.102819E+03   0.179946E+03   0.592188E-03      0.203351E+00        0.274727E+00        0.304576E+00        0.257080E+00        0.343073E+00        0.410375E+00        0.601627E+02        0.788101E+02        0.959928E+02     0.162502E-02  -0.305650E-02  -0.210841E-01   0.402857E-01   0.144840E+00  -0.273675E+01  -0.127962E+02   0.371216E+01   0.724267E+00   0.302273E+00  -0.570572E-01      0.173908E+04     0.000000E+00    0.955000E+03
  41  drift  0.184190E+02   0.971957E+01  -0.444396E-02   0.126505E+01   0.340811E+00   0.228683E+01   0.836062E+00   0.102814E+03   0.179955E+03   0.592188E-03      0.203351E+00        0.274727E+00        0.304576E+00        0.257080E+00        0.343073E+00        0.410375E+00        0.601626E+02        0.788094E+02        0.959919E+02     0.152904E-02  -0.305650E-02  -0.198192E-01   0.402857E-01   0.144840E+00  -0.272787E+01  -0.141898E+02   0.455952E+01   0.565896E+00   0.261762E+00  -0.562420E-01      0.173892E+04     0.000000E+00    0.955000E+03
  42  quad   0.186990E+02   0.971957E+01  -0.444396E-02   0.145091E+01   0.303271E+00   0.262642E+01   0.748714E+00   0.102810E+03   0.179954E+03   0.592188E-03      0.203356E+00        0.273223E+00        0.301904E+00        0.257089E+00        0.343072E+00        0.410373E+00        0.601625E+02        0.788070E+02        0.959890E+02     0.153165E-02   0.323781E-02  -0.175838E-01   0.117729E+00   0.144840E+00  -0.271578E+01  -0.390880E+02   0.599755E+01   0.130349E+01   0.207266E+00  -0.555148E-01      0.173877E+04     0.000000E+00    0.955000E+03
  43  drift  0.188450E+02   0.971957E+01  -0.444396E-02   0.158898E+01   0.276253E+00   0.287797E+01   0.679671E+00   0.102808E+03   0.179946E+03   0.592188E-03      0.203356E+00        0.273223E+00        0.301904E+00        0.257089E+00        0.343072E+00        0.410373E+00        0.601624E+02        0.788045E+02        0.959859E+02     0.157892E-02   0.323781E-02  -0.158650E-01   0.117729E+00   0.144840E+00  -0.270649E+01  -0.428098E+02   0.719326E+01   0.111336E+01   0.171980E+00  -0.551354E-01      0.173870E+04     0.000000E+00    0.955000E+03
  44  quad   0.191250E+02   0.971960E+01  -0.411943E-02   0.168458E+01   0.252858E+00   0.297548E+01   0.601676E+00   0.102885E+03   0.179950E+03   0.593071E-03      0.201167E+00        0.273775E+00        0.303184E+00        0.257571E+00        0.345000E+00        0.408768E+00        0.602858E+02        0.786873E+02        0.960773E+02     0.113343E-01  -0.102637E-01  -0.124068E-01   0.354983E-01   0.144840E+00  -0.269323E+01   0.296145E+01   0.817282E+01  -0.509603E-01   0.143815E+00  -0.585621E-01      0.173776E+04     0.150000E+02    0.940000E+03
  45  drift  0.229763E+02   0.971960E+01  -0.411943E-02   0.145166E+01   0.735591E+00   0.261918E+01   0.180204E+01   0.102848E+03   0.179867E+03   0.593071E-03      0.201167E+00        0.273775E+00        0.303184E+00        0.257571E+00        0.345000E+00        0.408768E+00        0.602559E+02        0.788125E+02        0.902778E+02     0.738141E-02  -0.102637E-01   0.126458E-02   0.354983E-01   0.144840E+00  -0.146624E+01   0.250105E+01   0.606907E+01  -0.273585E+01   0.121709E+01  -0.607990E-01      0.173735E+04     0.000000E+00    0.940000E+03
  46  quad   0.232763E+02   0.971960E+01  -0.411943E-02   0.126531E+01   0.876550E+00   0.228919E+01   0.214093E+01   0.102842E+03   0.179872E+03   0.593071E-03      0.201266E+00        0.273768E+00        0.308645E+00        0.257583E+00        0.345221E+00        0.408546E+00        0.602557E+02        0.788166E+02        0.902824E+02     0.622312E-02  -0.654351E-01   0.252661E-02   0.502987E-01   0.144840E+00  -0.145044E+01   0.421728E+02   0.460866E+01  -0.156315E+02   0.172816E+01  -0.600197E-01      0.173719E+04     0.000000E+00    0.940000E+03
  47  drift  0.233600E+02   0.971960E+01  -0.411943E-02   0.116835E+01   0.942962E+00   0.211583E+01   0.230157E+01   0.102841E+03   0.179883E+03   0.593071E-03      0.201266E+00        0.273768E+00        0.308645E+00        0.257583E+00        0.345221E+00        0.408546E+00        0.602556E+02        0.788196E+02        0.902859E+02     0.567510E-02  -0.654351E-01   0.294786E-02   0.502987E-01   0.144840E+00  -0.144133E+01   0.389390E+02   0.392934E+01  -0.168205E+02   0.199995E+01  -0.598024E-01      0.173714E+04     0.000000E+00    0.940000E+03
  48  quad   0.236600E+02   0.971960E+01  -0.411943E-02   0.101556E+01   0.100309E+01   0.184752E+01   0.244303E+01   0.102836E+03   0.179884E+03   0.593071E-03      0.201174E+00        0.273489E+00        0.303877E+00        0.257598E+00        0.344417E+00        0.409046E+00        0.602555E+02        0.788226E+02        0.902894E+02     0.464360E-02  -0.540053E-02   0.385391E-02   0.829048E-02   0.144840E+00  -0.142811E+01  -0.318550E+01   0.297020E+01   0.911958E+01   0.226299E+01  -0.590229E-01      0.173697E+04     0.000000E+00    0.940000E+03
  49  drift  0.237935E+02   0.971960E+01  -0.411943E-02   0.103010E+01   0.949160E+00   0.187792E+01   0.230915E+01   0.102834E+03   0.179878E+03   0.593071E-03      0.201174E+00        0.273489E+00        0.303877E+00        0.257598E+00        0.344417E+00        0.409046E+00        0.602555E+02        0.788231E+02        0.902899E+02     0.457153E-02  -0.540053E-02   0.396455E-02   0.829048E-02   0.144840E+00  -0.142453E+01  -0.323559E+01   0.305589E+01   0.862324E+01   0.202621E+01  -0.586760E-01      0.173690E+04     0.000000E+00    0.940000E+03
  50  quad   0.240435E+02   0.971960E+01  -0.411943E-02   0.101687E+01   0.884437E+00   0.186090E+01   0.214634E+01   0.102830E+03   0.179868E+03   0.593071E-03      0.201190E+00        0.273234E+00        0.304949E+00        0.257587E+00        0.344752E+00        0.408958E+00        0.602554E+02        0.788235E+02        0.902904E+02     0.425941E-02  -0.194048E-01   0.433161E-02   0.212661E-01   0.144840E+00  -0.141885E+01   0.627354E+01   0.297764E+01   0.233148E+01   0.175937E+01  -0.580260E-01      0.173677E+04     0.000000E+00    0.940000E+03
  51  drift  0.274224E+02   0.971960E+01  -0.411943E-02   0.314860E+00   0.517105E+00   0.700228E+00   0.110615E+01   0.102781E+03   0.179730E+03   0.593071E-03      0.201190E+00        0.273234E+00        0.304949E+00        0.257587E+00        0.344752E+00        0.408958E+00        0.602553E+02        0.788265E+02        0.902938E+02    -0.229738E-02  -0.194048E-01   0.115173E-01   0.212661E-01   0.144840E+00  -0.134602E+01   0.169389E+01   0.285481E+00   0.109545E+01   0.601427E+00  -0.492409E-01      0.173514E+04     0.000000E+00    0.940000E+03
  52  slit   0.274224E+02   0.971962E+01  -0.392383E-02   0.314175E+00   0.503698E+00   0.700228E+00   0.999617E+00   0.102782E+03   0.179730E+03   0.593088E-03      0.201658E+00        0.274601E+00        0.303092E+00        0.251230E+00        0.303917E+00        0.393675E+00        0.602692E+02        0.790075E+02        0.897812E+02    -0.350500E-02  -0.154795E-01   0.128173E-01   0.187346E-01   0.144840E+00  -0.126693E+01   0.168133E+01   0.283580E+00   0.103713E+01   0.585083E+00  -0.450501E-01      0.173475E+04     0.150000E+02    0.925000E+03
