n_el  name       dist[m]     Energy[MeV/u] (W-Wtmp)/Wtmp,%   x_rms[cm]      y_rms[cm]      Xmax[cm]       Ymax[cm]     phi_rms[deg]   phi_max[deg]   DW/W[rel.u.]   4*exn_rms[cm*mrad]   exn99.0[cm*mrad]    exn_max[cm*mrad]   4*eyn_rms[cm*mrad]   eyn99.0[cm*mrad]    eyn_max[cm*mrad]   4*ezn_rms[keV/u*ns]  ezn99.0[keV/u*ns]    ezn_max[keV/u*ns]     Xc[cm]       X'c[mrad]        Yc[cm]       Y'c[mrad]        btgm          Zc[deg]          a_x        b_x[cm/mrad]       a_y        b_y[cm/mrad]       a_z        b_z[deg/(%ofD_W/W)]  #of_part_lost  #of_part_left 
  22  drift  0.769850E+01   0.459002E+01   0.519989E-03   0.115731E+01   0.170646E+01   0.219780E+01   0.320967E+01   0.104269E+03   0.179984E+03   0.583151E-03      0.533963E+00        0.662708E+00        0.794614E+00        0.603422E+00        0.746449E+00        0.896098E+00        0.284164E+02        0.367619E+02        0.417749E+02    -0.469656E-02   0.339171E-01  -0.167614E-01  -0.166910E+00   0.993953E-01   0.139754E+01   0.874138E+01   0.997270E+00  -0.181205E+02   0.191866E+01  -0.741869E-02      0.178807E+04     0.000000E+00    0.634300E+04
  23  quad   0.799850E+01   0.459003E+01   0.710502E-03   0.102211E+01   0.165189E+01   0.198717E+01   0.297402E+01   0.104069E+03   0.179997E+03   0.581399E-03      0.545650E+00        0.667443E+00        0.790809E+00        0.532861E+00        0.688023E+00        0.772192E+00        0.282767E+02        0.367023E+02        0.415655E+02    -0.820579E-03  -0.279431E-02   0.199143E-03  -0.993897E-02   0.993953E-01   0.185017E+01  -0.506412E+00   0.761208E+00   0.292938E+01   0.203598E+01  -0.722672E-02      0.179002E+04     0.738000E+03    0.560500E+04
  24  drift  0.803500E+01   0.459003E+01   0.710502E-03   0.102460E+01   0.164322E+01   0.199895E+01   0.296278E+01   0.104067E+03   0.179986E+03   0.581399E-03      0.545650E+00        0.667443E+00        0.790809E+00        0.532861E+00        0.688023E+00        0.772192E+00        0.282762E+02        0.367628E+02        0.415399E+02    -0.830778E-03  -0.279431E-02   0.162866E-03  -0.993897E-02   0.993953E-01   0.191445E+01  -0.512436E+00   0.764927E+00   0.291221E+01   0.201466E+01  -0.807209E-02      0.179001E+04     0.000000E+00    0.560500E+04
  25  drift  0.123250E+02   0.459005E+01   0.119268E-02   0.129219E+01   0.645490E+00   0.249550E+01   0.155884E+01   0.104338E+03   0.179973E+03   0.576615E-03      0.509191E+00        0.585145E+00        0.667974E+00        0.474837E+00        0.623860E+00        0.728808E+00        0.281173E+02        0.365576E+02        0.416374E+02     0.878520E-02   0.434168E-02  -0.889075E-02   0.276502E-02   0.993953E-01   0.246561E+01  -0.102328E+01   0.130377E+01   0.674669E+00   0.348867E+00   0.199668E-02      0.180950E+04     0.103400E+04    0.457100E+04
  26  drift  0.124150E+02   0.459005E+01   0.119268E-02   0.130135E+01   0.634474E+00   0.252059E+01   0.153962E+01   0.104336E+03   0.179985E+03   0.576615E-03      0.509191E+00        0.585145E+00        0.667974E+00        0.474837E+00        0.623860E+00        0.728808E+00        0.281168E+02        0.365372E+02        0.416142E+02     0.882428E-02   0.434168E-02  -0.886587E-02   0.276502E-02   0.993953E-01   0.254409E+01  -0.103741E+01   0.132231E+01   0.637129E+00   0.337061E+00   0.132745E-02      0.180946E+04     0.000000E+00    0.457100E+04
  27  quad   0.127150E+02   0.459005E+01   0.119268E-02   0.112565E+01   0.704560E+00   0.220246E+01   0.172803E+01   0.104336E+03   0.179978E+03   0.576615E-03      0.509220E+00        0.585135E+00        0.664926E+00        0.474890E+00        0.623748E+00        0.728677E+00        0.281168E+02        0.365394E+02        0.416166E+02     0.755717E-02  -0.865322E-01  -0.102534E-01  -0.977572E-01   0.993953E-01   0.255444E+01   0.109121E+02   0.989293E+00  -0.353302E+01   0.415593E+00   0.241602E-02      0.180947E+04     0.000000E+00    0.457100E+04
  28  drift  0.128950E+02   0.459005E+01   0.119268E-02   0.902390E+00   0.812945E+00   0.178402E+01   0.199867E+01   0.104334E+03   0.179965E+03   0.576615E-03      0.509220E+00        0.585135E+00        0.664926E+00        0.474890E+00        0.623748E+00        0.728677E+00        0.281162E+02        0.365585E+02        0.415910E+02     0.599959E-02  -0.865322E-01  -0.120131E-01  -0.977572E-01   0.993953E-01   0.265497E+01   0.872736E+01   0.635784E+00  -0.411695E+01   0.553293E+00   0.190342E-02      0.180942E+04     0.000000E+00    0.457100E+04
  29  quad   0.131950E+02   0.459005E+01   0.119268E-02   0.673185E+00   0.846523E+00   0.136996E+01   0.208338E+01   0.104329E+03   0.179933E+03   0.576615E-03      0.509171E+00        0.584907E+00        0.666181E+00        0.474848E+00        0.623806E+00        0.728746E+00        0.281150E+02        0.364980E+02        0.416168E+02     0.433295E-02  -0.278141E-01  -0.127300E-01   0.513657E-01   0.993953E-01   0.282599E+01   0.174626E+01   0.353859E+00   0.274819E+01   0.599995E+00   0.100979E-02      0.180935E+04     0.000000E+00    0.457100E+04
  30  drift  0.132850E+02   0.459005E+01   0.119268E-02   0.643513E+00   0.811725E+00   0.132275E+01   0.199740E+01   0.104329E+03   0.179971E+03   0.576615E-03      0.509171E+00        0.584907E+00        0.666181E+00        0.474848E+00        0.623806E+00        0.728746E+00        0.281150E+02        0.364978E+02        0.416167E+02     0.408262E-02  -0.278141E-01  -0.122677E-01   0.513657E-01   0.993953E-01   0.282719E+01   0.164327E+01   0.323353E+00   0.261990E+01   0.551683E+00   0.133685E-02      0.180935E+04     0.000000E+00    0.457100E+04
  31  drift  0.136350E+02   0.459005E+01   0.119268E-02   0.533618E+00   0.678763E+00   0.114893E+01   0.166305E+01   0.104330E+03   0.179947E+03   0.576615E-03      0.509171E+00        0.584907E+00        0.666181E+00        0.474848E+00        0.623806E+00        0.728746E+00        0.281151E+02        0.365677E+02        0.416963E+02     0.310913E-02  -0.278141E-01  -0.104699E-01   0.513657E-01   0.993953E-01   0.283185E+01   0.124274E+01   0.222343E+00   0.212100E+01   0.385751E+00   0.684397E-03      0.180935E+04     0.000000E+00    0.457100E+04
  32  drift  0.149050E+02   0.459005E+01   0.119268E-02   0.341870E+00   0.303110E+00   0.745036E+00   0.617951E+00   0.104330E+03   0.179944E+03   0.576615E-03      0.509171E+00        0.584907E+00        0.666181E+00        0.474848E+00        0.623806E+00        0.728746E+00        0.281150E+02        0.367164E+02        0.428429E+02    -0.423262E-03  -0.278141E-01  -0.394645E-02   0.513657E-01   0.993953E-01   0.284875E+01  -0.210598E+00   0.912606E-01   0.310693E+00   0.769258E-01   0.126947E-02      0.180935E+04     0.000000E+00    0.457100E+04
  33  drift  0.159050E+02   0.459005E+01   0.119268E-02   0.563358E+00   0.433483E+00   0.117914E+01   0.936524E+00   0.104320E+03   0.179977E+03   0.576615E-03      0.509171E+00        0.584907E+00        0.666181E+00        0.474848E+00        0.623806E+00        0.728746E+00        0.281126E+02        0.366319E+02        0.427443E+02    -0.320467E-02  -0.278141E-01   0.119012E-02   0.513657E-01   0.993953E-01   0.317709E+01  -0.135496E+01   0.247816E+00  -0.111475E+01   0.157331E+00   0.849816E-03      0.180919E+04     0.000000E+00    0.457100E+04
  34  slit   0.159050E+02   0.459005E+01   0.119268E-02   0.563358E+00   0.433483E+00   0.117914E+01   0.936524E+00   0.104320E+03   0.179977E+03   0.576615E-03      0.509171E+00        0.584907E+00        0.666181E+00        0.474848E+00        0.623806E+00        0.728746E+00        0.281126E+02        0.366319E+02        0.427443E+02    -0.320467E-02  -0.278141E-01   0.119012E-02   0.513657E-01   0.993953E-01   0.317709E+01  -0.135496E+01   0.247816E+00  -0.111475E+01   0.157331E+00   0.849816E-03      0.180919E+04     0.000000E+00    0.457100E+04
  35  drift  0.162550E+02   0.459005E+01   0.119268E-02   0.675865E+00   0.549508E+00   0.134003E+01   0.106143E+01   0.104315E+03   0.179991E+03   0.576615E-03      0.509171E+00        0.584907E+00        0.666181E+00        0.474848E+00        0.623806E+00        0.728746E+00        0.281112E+02        0.365428E+02        0.426403E+02    -0.417816E-02  -0.278141E-01   0.298792E-02   0.513657E-01   0.993953E-01   0.333926E+01  -0.175549E+01   0.356682E+00  -0.161365E+01   0.252825E+00  -0.118706E-02      0.180910E+04     0.000000E+00    0.457100E+04
  36  drift  0.166050E+02   0.459005E+01   0.119268E-02   0.795060E+00   0.676552E+00   0.155106E+01   0.118945E+01   0.104315E+03   0.179994E+03   0.576615E-03      0.509171E+00        0.584907E+00        0.666181E+00        0.474848E+00        0.623806E+00        0.728746E+00        0.281111E+02        0.366336E+02        0.425478E+02    -0.515166E-02  -0.278141E-01   0.478572E-02   0.513657E-01   0.993953E-01   0.334392E+01  -0.215601E+01   0.493585E+00  -0.211255E+01   0.383242E+00  -0.209354E-02      0.180910E+04     0.000000E+00    0.457100E+04
  37  slit   0.166050E+02   0.459003E+01   0.544740E-03   0.656200E+00   0.677576E+00   0.119964E+01   0.118945E+01   0.104478E+03   0.179994E+03   0.579393E-03      0.440260E+00        0.513833E+00        0.625862E+00        0.476998E+00        0.625348E+00        0.728844E+00        0.282906E+02        0.366009E+02        0.428081E+02    -0.512594E-02  -0.336170E-01   0.671063E-02   0.618062E-01   0.993953E-01   0.427461E+01  -0.172299E+01   0.388856E+00  -0.209966E+01   0.382671E+00  -0.785897E-03      0.180322E+04     0.653000E+03    0.391800E+04
  38  drift  0.171050E+02   0.459003E+01   0.544740E-03   0.806006E+00   0.867991E+00   0.155074E+01   0.165175E+01   0.104485E+03   0.179987E+03   0.579393E-03      0.440260E+00        0.513833E+00        0.625862E+00        0.476998E+00        0.625348E+00        0.728844E+00        0.282925E+02        0.366936E+02        0.429165E+02    -0.680679E-02  -0.336170E-01   0.980094E-02   0.618062E-01   0.993953E-01   0.409850E+01  -0.223329E+01   0.586669E+00  -0.280635E+01   0.627972E+00  -0.252228E-02      0.180335E+04     0.000000E+00    0.391800E+04
  39  slit   0.171050E+02   0.459003E+01   0.544740E-03   0.806006E+00   0.867991E+00   0.155074E+01   0.165175E+01   0.104485E+03   0.179987E+03   0.579393E-03      0.440260E+00        0.513833E+00        0.625862E+00        0.476998E+00        0.625348E+00        0.728844E+00        0.282925E+02        0.366936E+02        0.429165E+02    -0.680679E-02  -0.336170E-01   0.980094E-02   0.618062E-01   0.993953E-01   0.409850E+01  -0.223329E+01   0.586669E+00  -0.280635E+01   0.627972E+00  -0.252228E-02      0.180335E+04     0.000000E+00    0.391800E+04
  40  drift  0.181050E+02   0.459003E+01   0.600411E-03   0.112157E+01   0.125853E+01   0.226564E+01   0.248623E+01   0.104444E+03   0.179822E+03   0.579254E-03      0.440572E+00        0.514461E+00        0.625105E+00        0.474809E+00        0.618617E+00        0.717654E+00        0.282746E+02        0.366917E+02        0.429143E+02    -0.105084E-01  -0.332326E-01   0.172931E-01   0.666049E-01   0.993953E-01   0.398774E+01  -0.325319E+01   0.113516E+01  -0.419976E+01   0.132628E+01  -0.114798E-03      0.180307E+04     0.100000E+02    0.390800E+04
  41  drift  0.184190E+02   0.459003E+01   0.600411E-03   0.122289E+01   0.138399E+01   0.249081E+01   0.277335E+01   0.104444E+03   0.179902E+03   0.579254E-03      0.440572E+00        0.514461E+00        0.625105E+00        0.474809E+00        0.618617E+00        0.717654E+00        0.282746E+02        0.366912E+02        0.429137E+02    -0.115519E-01  -0.332326E-01   0.193845E-01   0.666049E-01   0.993953E-01   0.399240E+01  -0.357360E+01   0.134952E+01  -0.464102E+01   0.160388E+01   0.103056E-02      0.180307E+04     0.000000E+00    0.390800E+04
  42  quad   0.186990E+02   0.459003E+01   0.594668E-03   0.149431E+01   0.129566E+01   0.295527E+01   0.262638E+01   0.104421E+03   0.179872E+03   0.579398E-03      0.439725E+00        0.512214E+00        0.622374E+00        0.474914E+00        0.616706E+00        0.717935E+00        0.282756E+02        0.366462E+02        0.429616E+02    -0.204841E-01  -0.234249E+00   0.187218E-01  -0.135168E+00   0.993953E-01   0.389749E+01  -0.228148E+02   0.201896E+01   0.109785E+02   0.140537E+01   0.132638E-03      0.180224E+04     0.800000E+01    0.390000E+04
  43  drift  0.188450E+02   0.459003E+01   0.594668E-03   0.174088E+01   0.114796E+01   0.345059E+01   0.234391E+01   0.104421E+03   0.179885E+03   0.579398E-03      0.439725E+00        0.512214E+00        0.622374E+00        0.474914E+00        0.616706E+00        0.717935E+00        0.282756E+02        0.366804E+02        0.429513E+02    -0.239042E-01  -0.234249E+00   0.167483E-01  -0.135168E+00   0.993953E-01   0.393456E+01  -0.265861E+02   0.274021E+01   0.971600E+01   0.110323E+01   0.659829E-03      0.180224E+04     0.000000E+00    0.390000E+04
  44  quad   0.191250E+02   0.459001E+01   0.250900E-03   0.168438E+01   0.965273E+00   0.297985E+01   0.201122E+01   0.104453E+03   0.179998E+03   0.581229E-03      0.382627E+00        0.473082E+00        0.549456E+00        0.470065E+00        0.615679E+00        0.726893E+00        0.283735E+02        0.367124E+02        0.420532E+02    -0.244242E-01  -0.480010E-01   0.179050E-01  -0.452571E-01   0.993953E-01   0.391351E+01  -0.558210E+01   0.294800E+01   0.245164E+01   0.788075E+00   0.216660E-02      0.179711E+04     0.576000E+03    0.332400E+04
  45  drift  0.229763E+02   0.459000E+01  -0.463518E-05   0.173205E+01   0.500600E+00   0.299849E+01   0.126199E+01   0.104445E+03   0.179879E+03   0.578996E-03      0.233011E+00        0.313136E+00        0.362846E+00        0.467873E+00        0.626629E+00        0.745987E+00        0.282591E+02        0.357860E+02        0.412281E+02    -0.693815E-03   0.846163E-02   0.279016E-02  -0.682993E-01   0.993953E-01   0.495433E+01  -0.560993E+01   0.511880E+01  -0.944639E+00   0.212951E+00   0.155237E-01      0.180412E+04     0.132700E+04    0.199700E+04
  46  quad   0.232763E+02   0.459000E+01  -0.463518E-05   0.146137E+01   0.675685E+00   0.254583E+01   0.170717E+01   0.104447E+03   0.179865E+03   0.578996E-03      0.233016E+00        0.311639E+00        0.361530E+00        0.467991E+00        0.626806E+00        0.746198E+00        0.282592E+02        0.357901E+02        0.412328E+02    -0.326656E-03   0.152349E-01   0.116294E-02  -0.436776E-01   0.993953E-01   0.498675E+01   0.482789E+02   0.364384E+01  -0.562118E+01   0.387862E+00   0.166146E-01      0.180419E+04     0.000000E+00    0.199700E+04
  47  drift  0.233600E+02   0.459000E+01  -0.463518E-05   0.129921E+01   0.757838E+00   0.226898E+01   0.191307E+01   0.104448E+03   0.179933E+03   0.578996E-03      0.233016E+00        0.311639E+00        0.361530E+00        0.467991E+00        0.626806E+00        0.746198E+00        0.282592E+02        0.357940E+02        0.412373E+02    -0.199063E-03   0.152349E-01   0.797136E-03  -0.436776E-01   0.993953E-01   0.501306E+01   0.429194E+02   0.288005E+01  -0.632506E+01   0.487911E+00   0.169175E-01      0.180421E+04     0.000000E+00    0.199700E+04
