n_el  name      Q     A   Loss   Xfirst,cm   Yfirst,cm   Zfirst,cm    VXfirst     VYfirst     VZfirst     Xdev,cm     Ydev,cm     Zdev,cm     VXdev       VYdev       VZdev       Xc ,cm       Yc ,cm     Zc ,cm       O(11)       O(12)       O(13)       O(21)       O(22)       O(23)       O(31)       O(32)       O(33)   
   2  drift  17.0  39.0    -1       2.091       0.352      46.000   0.0071526   0.0013632   0.1427328       2.091       0.352      46.000   0.0071526   0.0013632   0.1427328       0.000       0.000       0.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
   2  drift  17.0  39.0    -1       2.049      -0.289      46.000   0.0070507  -0.0011114   0.1427983       2.049      -0.289      46.000   0.0070507  -0.0011114   0.1427983       0.000       0.000       0.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
   2  drift  17.0  39.0    -1       2.106       0.362      46.000   0.0072853   0.0013566   0.1428171       2.106       0.362      46.000   0.0072853   0.0013566   0.1428171       0.000       0.000       0.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
   2  drift  17.0  39.0    -2      -0.100      -2.174      46.000  -0.0004398  -0.0074827   0.1428455      -0.100      -2.174      46.000  -0.0004398  -0.0074827   0.1428455       0.000       0.000       0.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
   2  drift  17.0  39.0    -1      -2.033       0.123      46.000  -0.0072537   0.0005270   0.1427594      -2.033       0.123      46.000  -0.0072537   0.0005270   0.1427594       0.000       0.000       0.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
   2  drift  17.0  39.0    -2      -0.253       2.059      46.000  -0.0007128   0.0072563   0.1428267      -0.253       2.059      46.000  -0.0007128   0.0072563   0.1428267       0.000       0.000       0.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
   2  drift  17.0  39.0    -1      -2.118       0.086      46.000  -0.0073195   0.0004212   0.1428160      -2.118       0.086      46.000  -0.0073195   0.0004212   0.1428160       0.000       0.000       0.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
   2  drift  17.0  39.0    -2       0.282       2.088      46.000   0.0010962   0.0071741   0.1427720       0.282       2.088      46.000   0.0010962   0.0071741   0.1427720       0.000       0.000       0.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
   2  drift  17.0  39.0    -1       2.057       0.281      46.000   0.0070359   0.0012034   0.1427580       2.057       0.281      46.000   0.0070359   0.0012034   0.1427580       0.000       0.000       0.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
   2  drift  17.0  39.0    -2      -0.033       2.128      46.000  -0.0001681   0.0074353   0.1427774      -0.033       2.128      46.000  -0.0001681   0.0074353   0.1427774       0.000       0.000       0.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
   2  drift  17.0  39.0    -2       0.257      -2.060      46.000   0.0010309  -0.0071463   0.1428214       0.257      -2.060      46.000   0.0010309  -0.0071463   0.1428214       0.000       0.000       0.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
   2  drift  17.0  39.0    -2       0.346       2.059      46.000   0.0014134   0.0069707   0.1427994       0.346       2.059      46.000   0.0014134   0.0069707   0.1427994       0.000       0.000       0.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
   2  drift  17.0  39.0    -2       0.188       2.095      46.000   0.0004247   0.0071609   0.1427392       0.188       2.095      46.000   0.0004247   0.0071609   0.1427392       0.000       0.000       0.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
   2  drift  17.0  39.0    -2      -0.149       2.067      46.000  -0.0004472   0.0068917   0.1427589      -0.149       2.067      46.000  -0.0004472   0.0068917   0.1427589       0.000       0.000       0.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
   2  drift  17.0  39.0    -1       2.069      -0.039      46.000   0.0070400   0.0001014   0.1428209       2.069      -0.039      46.000   0.0070400   0.0001014   0.1428209       0.000       0.000       0.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
   2  drift  17.0  39.0    -2       0.159      -2.043      46.000   0.0006868  -0.0071159   0.1428418       0.159      -2.043      46.000   0.0006868  -0.0071159   0.1428418       0.000       0.000       0.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
   2  drift  17.0  39.0    -1      -2.144      -0.182      46.000  -0.0073218  -0.0005643   0.1427897      -2.144      -0.182      46.000  -0.0073218  -0.0005643   0.1427897       0.000       0.000       0.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
   2  drift  17.0  39.0    -2       0.097       2.061      46.000   0.0002372   0.0071759   0.1427863       0.097       2.061      46.000   0.0002372   0.0071759   0.1427863       0.000       0.000       0.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
   2  drift  17.0  39.0    -1      -2.072      -0.267      46.000  -0.0071034  -0.0008038   0.1427783      -2.072      -0.267      46.000  -0.0071034  -0.0008038   0.1427783       0.000       0.000       0.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
   2  drift  17.0  39.0    -2      -0.372      -2.098      46.000  -0.0013533  -0.0069804   0.1428410      -0.372      -2.098      46.000  -0.0013533  -0.0069804   0.1428410       0.000       0.000       0.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
   2  drift  17.0  39.0    -1      -2.089      -0.308      46.000  -0.0072537  -0.0009382   0.1428601      -2.089      -0.308      46.000  -0.0072537  -0.0009382   0.1428601       0.000       0.000       0.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
   2  drift  17.0  39.0    -2       0.013       2.057      46.000   0.0001896   0.0069933   0.1428112       0.013       2.057      46.000   0.0001896   0.0069933   0.1428112       0.000       0.000       0.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
   2  drift  17.0  39.0    -1       2.089      -0.199      46.000   0.0070611  -0.0005829   0.1427593       2.089      -0.199      46.000   0.0070611  -0.0005829   0.1427593       0.000       0.000       0.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
   2  drift  17.0  39.0    -1       2.099      -0.010      46.000   0.0073245  -0.0001135   0.1428275       2.099      -0.010      46.000   0.0073245  -0.0001135   0.1428275       0.000       0.000       0.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
   2  drift  17.0  39.0    -1       2.093      -0.082      46.000   0.0071617  -0.0004825   0.1427303       2.093      -0.082      46.000   0.0071617  -0.0004825   0.1427303       0.000       0.000       0.000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
