n_el  name       dist[m]     Energy[MeV/u] (W-Wtmp)/Wtmp,%   x_rms[cm]      y_rms[cm]      Xmax[cm]       Ymax[cm]     phi_rms[deg]   phi_max[deg]   DW/W[rel.u.]   4*exn_rms[cm*mrad]   exn99.0[cm*mrad]    exn_max[cm*mrad]   4*eyn_rms[cm*mrad]   eyn99.0[cm*mrad]    eyn_max[cm*mrad]   4*ezn_rms[keV/u*ns]  ezn99.0[keV/u*ns]    ezn_max[keV/u*ns]     Xc[cm]       X'c[mrad]        Yc[cm]       Y'c[mrad]        btgm          Zc[deg]          a_x        b_x[cm/mrad]       a_y        b_y[cm/mrad]       a_z        b_z[deg/(%ofD_W/W)]  #of_part_lost  #of_part_left 
  10  drift  0.196900E+01   0.966997E+01  -0.321034E-03   0.791985E+00   0.129567E+01   0.150175E+01   0.249971E+01   0.103678E+03   0.179975E+03   0.586251E-03      0.542764E+00        0.773301E+00        0.957056E+00        0.144211E+01        0.178800E+01        0.208149E+01        0.598442E+02        0.773673E+02        0.896493E+02     0.113333E-01  -0.547629E-02   0.268589E-01   0.401407E-01   0.144465E+00  -0.795836E+00   0.706171E+00   0.667799E+00  -0.101057E+01   0.672692E+00  -0.619477E-02      0.176853E+04     0.351000E+03    0.382600E+04
  11  slit   0.196900E+01   0.967000E+01   0.160359E-04   0.698606E+00   0.683406E+00   0.119943E+01   0.119938E+01   0.104010E+03   0.179975E+03   0.586201E-03      0.516129E+00        0.724970E+00        0.862034E+00        0.805039E+00        0.107222E+01        0.123956E+01        0.600310E+02        0.768097E+02        0.873830E+02     0.865276E-02   0.945789E-02   0.731323E-02  -0.170804E-01   0.144465E+00  -0.126243E+01   0.618617E+00   0.546422E+00  -0.508019E+00   0.335246E+00   0.505762E-02      0.177433E+04     0.194000E+04    0.188600E+04
  12  drift  0.231900E+01   0.967000E+01   0.160359E-04   0.672414E+00   0.723181E+00   0.121650E+01   0.138812E+01   0.104005E+03   0.179976E+03   0.586201E-03      0.516129E+00        0.724970E+00        0.862034E+00        0.805039E+00        0.107222E+01        0.123956E+01        0.600288E+02        0.769619E+02        0.871595E+02     0.898379E-02   0.945789E-02   0.671542E-02  -0.170804E-01   0.144465E+00  -0.164297E+01   0.530052E+00   0.506218E+00  -0.639364E+00   0.375404E+00   0.120539E-02      0.177422E+04     0.000000E+00    0.188600E+04
  13  drift  0.266900E+01   0.967000E+01   0.160359E-04   0.649438E+00   0.769250E+00   0.124599E+01   0.157716E+01   0.104012E+03   0.179978E+03   0.586201E-03      0.516129E+00        0.724970E+00        0.862034E+00        0.805039E+00        0.107222E+01        0.123956E+01        0.600324E+02        0.766970E+02        0.880563E+02     0.931481E-02   0.945789E-02   0.611760E-02  -0.170804E-01   0.144465E+00  -0.106912E+01   0.441486E+00   0.472215E+00  -0.770709E+00   0.424757E+00  -0.469844E-02      0.177436E+04     0.000000E+00    0.188600E+04
  14  slit   0.266900E+01   0.966993E+01  -0.763407E-03   0.640135E+00   0.688548E+00   0.119555E+01   0.119869E+01   0.103442E+03   0.179978E+03   0.586047E-03      0.511446E+00        0.708989E+00        0.839040E+00        0.727557E+00        0.956512E+00        0.122473E+01        0.596863E+02        0.767229E+02        0.891090E+02     0.167602E-01   0.166121E-01   0.766989E-02  -0.170170E-01   0.144465E+00  -0.228721E+01   0.451579E+00   0.462983E+00  -0.564679E+00   0.376551E+00  -0.746728E-02      0.176512E+04     0.178000E+03    0.170800E+04
  15  drift  0.298900E+01   0.966993E+01  -0.763407E-03   0.621731E+00   0.723958E+00   0.122286E+01   0.136848E+01   0.103441E+03   0.179937E+03   0.586047E-03      0.511446E+00        0.708989E+00        0.839040E+00        0.727557E+00        0.956512E+00        0.122473E+01        0.596863E+02        0.767228E+02        0.891090E+02     0.172918E-01   0.166121E-01   0.712535E-02  -0.170170E-01   0.144465E+00  -0.228509E+01   0.368367E+00   0.436745E+00  -0.676759E+00   0.416277E+00  -0.664902E-02      0.176510E+04     0.000000E+00    0.170800E+04
  16  slit   0.298900E+01   0.966993E+01  -0.763407E-03   0.621731E+00   0.723958E+00   0.122286E+01   0.136848E+01   0.103441E+03   0.179937E+03   0.586047E-03      0.511446E+00        0.708989E+00        0.839040E+00        0.727557E+00        0.956512E+00        0.122473E+01        0.596863E+02        0.767228E+02        0.891090E+02     0.172918E-01   0.166121E-01   0.712535E-02  -0.170170E-01   0.144465E+00  -0.228509E+01   0.368367E+00   0.436745E+00  -0.676759E+00   0.416277E+00  -0.664902E-02      0.176510E+04     0.000000E+00    0.170800E+04
  17  drift  0.328900E+01   0.966993E+01  -0.763407E-03   0.607503E+00   0.761058E+00   0.125558E+01   0.152766E+01   0.103440E+03   0.179898E+03   0.586047E-03      0.511446E+00        0.708989E+00        0.839040E+00        0.727557E+00        0.956512E+00        0.122473E+01        0.596863E+02        0.767228E+02        0.891090E+02     0.177901E-01   0.166121E-01   0.661484E-02  -0.170170E-01   0.144465E+00  -0.228310E+01   0.290356E+00   0.416983E+00  -0.781833E+00   0.460035E+00  -0.588190E-02      0.176509E+04     0.000000E+00    0.170800E+04
  18  drift  0.478900E+01   0.966985E+01  -0.155421E-02   0.589021E+00   0.806641E+00   0.141919E+01   0.149941E+01   0.103405E+03   0.179920E+03   0.584017E-03      0.520248E+00        0.712310E+00        0.835065E+00        0.613973E+00        0.724608E+00        0.874075E+00        0.594586E+02        0.774217E+02        0.909773E+02     0.173938E-01   0.134080E-01  -0.152149E-01  -0.617703E-01   0.144465E+00  -0.285256E+01  -0.114097E+00   0.385366E+00  -0.896013E+00   0.612398E+00   0.781533E-02      0.177064E+04     0.223000E+03    0.148500E+04
  19  drift  0.728900E+01   0.966985E+01  -0.155421E-02   0.739068E+00   0.114985E+01   0.172635E+01   0.248719E+01   0.103419E+03   0.179816E+03   0.584017E-03      0.520248E+00        0.712310E+00        0.835065E+00        0.613973E+00        0.724608E+00        0.874075E+00        0.594650E+02        0.778342E+02        0.910342E+02     0.207458E-01   0.134080E-01  -0.306575E-01  -0.617703E-01   0.144465E+00  -0.258601E+01  -0.771275E+00   0.606709E+00  -0.163199E+01   0.124440E+01   0.101609E-01      0.177091E+04     0.000000E+00    0.148500E+04
  20  drift  0.732550E+01   0.966985E+01  -0.155421E-02   0.742510E+00   0.115536E+01   0.173144E+01   0.250209E+01   0.103419E+03   0.179800E+03   0.584017E-03      0.520248E+00        0.712310E+00        0.835065E+00        0.613973E+00        0.724608E+00        0.874075E+00        0.594650E+02        0.778343E+02        0.910342E+02     0.207947E-01   0.134080E-01  -0.308829E-01  -0.617703E-01   0.144465E+00  -0.258566E+01  -0.780870E+00   0.612375E+00  -0.164273E+01   0.125635E+01   0.102539E-01      0.177091E+04     0.000000E+00    0.148500E+04
  21  quad   0.762550E+01   0.966985E+01  -0.155421E-02   0.696639E+00   0.132201E+01   0.159893E+01   0.288751E+01   0.103420E+03   0.179826E+03   0.584017E-03      0.520262E+00        0.712597E+00        0.834423E+00        0.614141E+00        0.724845E+00        0.877536E+00        0.594651E+02        0.778352E+02        0.910353E+02     0.191045E-01  -0.124180E+00  -0.359934E-01  -0.284688E+00   0.144465E+00  -0.257759E+01   0.305719E+01   0.539033E+00  -0.121727E+02   0.164446E+01   0.110206E-01      0.177094E+04     0.000000E+00    0.148500E+04
  22  drift  0.769850E+01   0.966985E+01  -0.155421E-02   0.667862E+00   0.139346E+01   0.152535E+01   0.304847E+01   0.103420E+03   0.179864E+03   0.584017E-03      0.520262E+00        0.712597E+00        0.834423E+00        0.614141E+00        0.724845E+00        0.877536E+00        0.594651E+02        0.778355E+02        0.910357E+02     0.181979E-01  -0.124180E+00  -0.380717E-01  -0.284688E+00   0.144465E+00  -0.257326E+01   0.291707E+01   0.495421E+00  -0.128349E+02   0.182701E+01   0.112078E-01      0.177095E+04     0.000000E+00    0.148500E+04
  23  quad   0.799850E+01   0.966986E+01  -0.142649E-02   0.627271E+00   0.146427E+01   0.139056E+01   0.296624E+01   0.103371E+03   0.179983E+03   0.585301E-03      0.522089E+00        0.714155E+00        0.825613E+00        0.596054E+00        0.691733E+00        0.776355E+00        0.595678E+02        0.773962E+02        0.909474E+02     0.192636E-01   0.150186E-01  -0.556948E-01   0.414514E-01   0.144465E+00  -0.284531E+01  -0.735055E+00   0.435500E+00   0.224678E+01   0.207864E+01   0.105888E-01      0.176621E+04     0.320000E+02    0.145300E+04
  24  drift  0.803500E+01   0.966986E+01  -0.142649E-02   0.631157E+00   0.145850E+01   0.139392E+01   0.295659E+01   0.103371E+03   0.179996E+03   0.585301E-03      0.522089E+00        0.714155E+00        0.825613E+00        0.596054E+00        0.691733E+00        0.776355E+00        0.595678E+02        0.773962E+02        0.909474E+02     0.193184E-01   0.150186E-01  -0.555435E-01   0.414514E-01   0.144465E+00  -0.284497E+01  -0.747964E+00   0.440913E+00   0.223616E+01   0.206228E+01   0.106821E-01      0.176622E+04     0.000000E+00    0.145300E+04
  25  drift  0.123250E+02   0.966996E+01  -0.411751E-03   0.121594E+01   0.759463E+00   0.249294E+01   0.172542E+01   0.103115E+03   0.179833E+03   0.585633E-03      0.508351E+00        0.660169E+00        0.760563E+00        0.554863E+00        0.639783E+00        0.755351E+00        0.594528E+02        0.764272E+02        0.892841E+02     0.502181E-01   0.522780E-01  -0.504182E-01   0.661950E-01   0.144465E+00  -0.292779E+01  -0.216046E+01   0.168068E+01   0.826623E+00   0.600689E+00   0.122980E-01      0.176087E+04     0.119000E+03    0.133400E+04
  26  drift  0.124150E+02   0.966996E+01  -0.411751E-03   0.123003E+01   0.750143E+00   0.252705E+01   0.171144E+01   0.103115E+03   0.179844E+03   0.585633E-03      0.508351E+00        0.660169E+00        0.760563E+00        0.554863E+00        0.639783E+00        0.755351E+00        0.594528E+02        0.764273E+02        0.892842E+02     0.506887E-01   0.522780E-01  -0.498224E-01   0.661950E-01   0.144465E+00  -0.292738E+01  -0.219081E+01   0.171984E+01   0.801402E+00   0.586036E+00   0.125287E-01      0.176088E+04     0.000000E+00    0.133400E+04
  27  quad   0.127150E+02   0.966996E+01  -0.411751E-03   0.111247E+01   0.822719E+00   0.230138E+01   0.189949E+01   0.103116E+03   0.179873E+03   0.585633E-03      0.508201E+00        0.662507E+00        0.755425E+00        0.554900E+00        0.639491E+00        0.755899E+00        0.594528E+02        0.763388E+02        0.892851E+02     0.454843E-01  -0.391405E+00  -0.546375E-01  -0.394420E+00   0.144465E+00  -0.292167E+01   0.116709E+02   0.140723E+01  -0.511511E+01   0.704873E+00   0.132968E-01      0.176092E+04     0.000000E+00    0.133400E+04
  28  drift  0.128950E+02   0.966996E+01  -0.411751E-03   0.946503E+00   0.930421E+00   0.196845E+01   0.215819E+01   0.103116E+03   0.179876E+03   0.585633E-03      0.508201E+00        0.662507E+00        0.755425E+00        0.554900E+00        0.639491E+00        0.755899E+00        0.594528E+02        0.763407E+02        0.892874E+02     0.384390E-01  -0.391405E+00  -0.617371E-01  -0.394420E+00   0.144465E+00  -0.291116E+01   0.991584E+01   0.101866E+01  -0.580879E+01   0.901503E+00   0.137572E-01      0.176094E+04     0.000000E+00    0.133400E+04
  29  quad   0.131950E+02   0.966996E+01  -0.411751E-03   0.767572E+00   0.100250E+01   0.162014E+01   0.233780E+01   0.103118E+03   0.179976E+03   0.585633E-03      0.508248E+00        0.661222E+00        0.757413E+00        0.554869E+00        0.639890E+00        0.755478E+00        0.594527E+02        0.763413E+02        0.892881E+02     0.306137E-01  -0.139933E+00  -0.663937E-01   0.897408E-01   0.144465E+00  -0.290353E+01   0.255872E+01   0.669862E+00   0.133659E+01   0.104665E+01   0.145246E-01      0.176097E+04     0.000000E+00    0.133400E+04
  30  drift  0.132850E+02   0.966996E+01  -0.411751E-03   0.741256E+00   0.991015E+00   0.157375E+01   0.231421E+01   0.103125E+03   0.179987E+03   0.585633E-03      0.508248E+00        0.661222E+00        0.757413E+00        0.554869E+00        0.639890E+00        0.755478E+00        0.594600E+02        0.759121E+02        0.887860E+02     0.293543E-01  -0.139933E+00  -0.655860E-01   0.897408E-01   0.144465E+00  -0.263297E+01   0.245732E+01   0.624717E+00   0.131263E+01   0.102280E+01   0.106614E-01      0.176102E+04     0.000000E+00    0.133400E+04
  31  drift  0.136350E+02   0.966996E+01  -0.411751E-03   0.640553E+00   0.947109E+00   0.139333E+01   0.222249E+01   0.103126E+03   0.179950E+03   0.585633E-03      0.508248E+00        0.661222E+00        0.757413E+00        0.554869E+00        0.639890E+00        0.755478E+00        0.594599E+02        0.759118E+02        0.887857E+02     0.244567E-01  -0.139933E+00  -0.624451E-01   0.897408E-01   0.144465E+00  -0.263028E+01   0.206299E+01   0.466506E+00   0.121945E+01   0.934182E+00   0.115573E-01      0.176105E+04     0.000000E+00    0.133400E+04
  32  drift  0.149050E+02   0.966996E+01  -0.411751E-03   0.330546E+00   0.800519E+00   0.764630E+00   0.188967E+01   0.103136E+03   0.179937E+03   0.585633E-03      0.508248E+00        0.661222E+00        0.757413E+00        0.554869E+00        0.639890E+00        0.755478E+00        0.594676E+02        0.762717E+02        0.880736E+02     0.668526E-02  -0.139933E+00  -0.510480E-01   0.897408E-01   0.144465E+00  -0.235063E+01   0.632135E+00   0.124225E+00   0.881338E+00   0.667383E+00   0.831395E-02      0.176117E+04     0.000000E+00    0.133400E+04
  33  drift  0.159050E+02   0.966996E+01  -0.411751E-03   0.311700E+00   0.705081E+00   0.697799E+00   0.162761E+01   0.103139E+03   0.179986E+03   0.585633E-03      0.508248E+00        0.661222E+00        0.757413E+00        0.554869E+00        0.639890E+00        0.755478E+00        0.594676E+02        0.762708E+02        0.880725E+02    -0.730800E-02  -0.139933E+00  -0.420739E-01   0.897408E-01   0.144465E+00  -0.234293E+01  -0.494525E+00   0.110464E+00   0.615110E+00   0.517738E+00   0.108734E-01      0.176125E+04     0.000000E+00    0.133400E+04
  34  slit   0.159050E+02   0.967000E+01  -0.362412E-04   0.314185E+00   0.622855E+00   0.697799E+00   0.119917E+01   0.103150E+03   0.179986E+03   0.589086E-03      0.524280E+00        0.669407E+00        0.753836E+00        0.503341E+00        0.584323E+00        0.642820E+00        0.598238E+02        0.761288E+02        0.878071E+02    -0.605312E-02  -0.126664E+00  -0.459346E-01   0.910551E-01   0.144465E+00  -0.213038E+01  -0.497761E+00   0.108800E+00   0.511799E+00   0.445384E+00   0.126327E-01      0.175116E+04     0.100000E+03    0.123400E+04
  35  drift  0.162550E+02   0.967000E+01  -0.362412E-04   0.378247E+00   0.599805E+00   0.900661E+00   0.119566E+01   0.103157E+03   0.179923E+03   0.589086E-03      0.524280E+00        0.669407E+00        0.753836E+00        0.503341E+00        0.584323E+00        0.642820E+00        0.598290E+02        0.763120E+02        0.874135E+02    -0.104864E-01  -0.126664E+00  -0.427477E-01   0.910551E-01   0.144465E+00  -0.183647E+01  -0.899156E+00   0.157692E+00   0.412631E+00   0.413029E+00   0.107309E-01      0.175123E+04     0.000000E+00    0.123400E+04
  36  drift  0.166050E+02   0.967000E+01  -0.362412E-04   0.461435E+00   0.581059E+00   0.110352E+01   0.120034E+01   0.103158E+03   0.179831E+03   0.589086E-03      0.524280E+00        0.669407E+00        0.753836E+00        0.503341E+00        0.584323E+00        0.642820E+00        0.598289E+02        0.763117E+02        0.874131E+02    -0.149196E-01  -0.126664E+00  -0.395608E-01   0.910551E-01   0.144465E+00  -0.183431E+01  -0.130055E+01   0.234682E+00   0.313463E+00   0.387615E+00   0.116318E-01      0.175127E+04     0.000000E+00    0.123400E+04
  37  slit   0.166050E+02   0.966999E+01  -0.893452E-04   0.461567E+00   0.580353E+00   0.110352E+01   0.119962E+01   0.103200E+03   0.179831E+03   0.589030E-03      0.524379E+00        0.669352E+00        0.753774E+00        0.502800E+00        0.583957E+00        0.641712E+00        0.598474E+02        0.763462E+02        0.874526E+02    -0.151219E-01  -0.126007E+00  -0.386194E-01   0.912733E-01   0.144465E+00  -0.183037E+01  -0.130154E+01   0.234773E+00   0.314346E+00   0.387090E+00   0.115953E-01      0.175214E+04     0.100000E+01    0.123300E+04
  38  drift  0.171050E+02   0.966999E+01  -0.893452E-04   0.597650E+00   0.561812E+00   0.139971E+01   0.121783E+01   0.103201E+03   0.179979E+03   0.589030E-03      0.524379E+00        0.669352E+00        0.753774E+00        0.502800E+00        0.583957E+00        0.641712E+00        0.598474E+02        0.763456E+02        0.874521E+02    -0.214223E-01  -0.126007E+00  -0.340557E-01   0.912733E-01   0.144465E+00  -0.182716E+01  -0.187529E+01   0.393614E+00   0.172413E+00   0.362752E+00   0.128817E-01      0.175220E+04     0.000000E+00    0.123300E+04
  39  slit   0.171050E+02   0.966999E+01  -0.893452E-04   0.597650E+00   0.561812E+00   0.139971E+01   0.121783E+01   0.103201E+03   0.179979E+03   0.589030E-03      0.524379E+00        0.669352E+00        0.753774E+00        0.502800E+00        0.583957E+00        0.641712E+00        0.598474E+02        0.763456E+02        0.874521E+02    -0.214223E-01  -0.126007E+00  -0.340557E-01   0.912733E-01   0.144465E+00  -0.182716E+01  -0.187529E+01   0.393614E+00   0.172413E+00   0.362752E+00   0.128817E-01      0.175220E+04     0.000000E+00    0.123300E+04
  40  drift  0.181050E+02   0.966999E+01  -0.893452E-04   0.895356E+00   0.557072E+00   0.201722E+01   0.127263E+01   0.103197E+03   0.179880E+03   0.589030E-03      0.524379E+00        0.669352E+00        0.753774E+00        0.502800E+00        0.583957E+00        0.641712E+00        0.598493E+02        0.771240E+02        0.866562E+02    -0.340230E-01  -0.126007E+00  -0.249284E-01   0.912733E-01   0.144465E+00  -0.211269E+01  -0.302279E+01   0.883422E+00  -0.111452E+00   0.356656E+00   0.463587E-02      0.175200E+04     0.000000E+00    0.123300E+04
  41  drift  0.184190E+02   0.966999E+01  -0.893452E-04   0.992064E+00   0.564672E+00   0.221112E+01   0.129351E+01   0.103197E+03   0.179790E+03   0.589030E-03      0.524379E+00        0.669352E+00        0.753774E+00        0.502800E+00        0.583957E+00        0.641712E+00        0.598493E+02        0.771237E+02        0.866559E+02    -0.379796E-01  -0.126007E+00  -0.220624E-01   0.912733E-01   0.144465E+00  -0.211067E+01  -0.338310E+01   0.108457E+01  -0.200586E+00   0.366454E+00   0.544369E-02      0.175201E+04     0.000000E+00    0.123300E+04
  42  quad   0.186990E+02   0.966999E+01  -0.893452E-04   0.114057E+01   0.541429E+00   0.252076E+01   0.123532E+01   0.103198E+03   0.179711E+03   0.589030E-03      0.524399E+00        0.667940E+00        0.754735E+00        0.502819E+00        0.583772E+00        0.641507E+00        0.598492E+02        0.771227E+02        0.866547E+02    -0.438693E-01  -0.298555E+00  -0.182538E-01   0.177927E+00   0.144465E+00  -0.210614E+01  -0.956350E+01   0.143352E+01   0.121107E+01   0.336894E+00   0.616215E-02      0.175203E+04     0.000000E+00    0.123300E+04
  43  drift  0.188450E+02   0.966999E+01  -0.893452E-04   0.125172E+01   0.513549E+00   0.275648E+01   0.116566E+01   0.103198E+03   0.179670E+03   0.589030E-03      0.524399E+00        0.667940E+00        0.754735E+00        0.502819E+00        0.583772E+00        0.641507E+00        0.598492E+02        0.771215E+02        0.866533E+02    -0.482282E-01  -0.298555E+00  -0.156561E-01   0.177927E+00   0.144465E+00  -0.210171E+01  -0.105052E+02   0.172653E+01   0.110417E+01   0.303092E+00   0.653538E-02      0.175203E+04     0.000000E+00    0.123300E+04
  44  quad   0.191250E+02   0.966999E+01  -0.893452E-04   0.135094E+01   0.507601E+00   0.295770E+01   0.113165E+01   0.103198E+03   0.179590E+03   0.589030E-03      0.524347E+00        0.667867E+00        0.752102E+00        0.502798E+00        0.583912E+00        0.641661E+00        0.598491E+02        0.771209E+02        0.866527E+02    -0.521835E-01   0.196111E-01  -0.119174E-01   0.931385E-01   0.144465E+00  -0.209865E+01   0.921457E+00   0.201128E+01  -0.837442E+00   0.296124E+00   0.725493E-02      0.175205E+04     0.000000E+00    0.123300E+04
  45  drift  0.229763E+02   0.966999E+01  -0.893452E-04   0.114225E+01   0.124915E+01   0.224659E+01   0.240602E+01   0.103222E+03   0.179798E+03   0.589030E-03      0.524347E+00        0.667867E+00        0.752102E+00        0.502798E+00        0.583912E+00        0.641661E+00        0.598622E+02        0.773343E+02        0.854523E+02    -0.446307E-01   0.196111E-01   0.239528E-01   0.931385E-01   0.144465E+00  -0.121042E+01   0.567388E+00   0.143789E+01  -0.305010E+01   0.179332E+01   0.829828E-02      0.175246E+04     0.000000E+00    0.123300E+04
  46  quad   0.232763E+02   0.966999E+01  -0.893452E-04   0.991524E+00   0.147298E+01   0.193267E+01   0.284922E+01   0.103222E+03   0.179704E+03   0.589030E-03      0.524374E+00        0.669572E+00        0.748962E+00        0.502895E+00        0.583578E+00        0.642000E+00        0.598620E+02        0.773291E+02        0.854465E+02    -0.386729E-01   0.369419E+00   0.298834E-01   0.310357E+00   0.144465E+00  -0.119668E+01   0.102595E+02   0.108340E+01  -0.221778E+02   0.249309E+01   0.906771E-02      0.175248E+04     0.000000E+00    0.123300E+04
  47  drift  0.233600E+02   0.967000E+01  -0.319438E-04   0.912400E+00   0.157921E+01   0.177334E+01   0.299711E+01   0.103287E+03   0.179678E+03   0.588946E-03      0.524125E+00        0.670338E+00        0.749818E+00        0.502081E+00        0.582640E+00        0.640968E+00        0.598915E+02        0.774105E+02        0.853478E+02    -0.346870E-01   0.360627E+00   0.325226E-01   0.310719E+00   0.144465E+00  -0.113888E+01   0.943039E+01   0.917820E+00  -0.237647E+02   0.287032E+01   0.903174E-02      0.175384E+04     0.200000E+01    0.123100E+04
