 Nseed      iq         dt[nsec]         dW[MeV/u]           x[cm]           x'[mrad]            y[cm]           y'[mrad]  
      0      1       0.32125E-12       0.00000E+00      -0.29674E-05       0.45345E-04       0.00000E+00       0.00000E+00
      0      1      -0.15883E+02      -0.59628E-02       0.51979E+00       0.33900E+01      -0.76889E+00       0.17338E+01
      0      1      -0.53325E+01       0.83220E-02      -0.90340E-01      -0.81326E+00       0.72742E+00      -0.52870E+01
      0      1      -0.99086E+01      -0.17499E-02      -0.32020E+00       0.68780E+00      -0.46948E+00      -0.45723E+00
      0      1       0.16688E+02      -0.18298E-02      -0.61553E+00       0.37497E+00       0.42590E+00      -0.25540E+00
      0      1       0.24716E+02       0.59086E-02       0.64388E+00       0.20573E+01       0.77171E+00      -0.12022E+01
      0      1      -0.11337E+02      -0.90289E-02      -0.87919E-01      -0.10625E+01       0.36237E+00      -0.23500E+01
      0      1      -0.32449E+02      -0.10609E-02       0.91416E-01      -0.23089E+01       0.56481E+00      -0.10879E+01
      0      1       0.26721E+02      -0.81291E-02      -0.20671E-01      -0.31527E+01       0.10075E+00       0.18291E+01
      0      1      -0.28307E+02       0.15201E-02       0.60391E-01       0.23442E+01       0.51504E+00      -0.53872E+01
      0      1       0.13012E+02       0.76799E-02      -0.82933E-01      -0.81501E+00       0.63576E+00      -0.17276E+01
      0      1      -0.34064E+02       0.16957E-02      -0.37634E-01      -0.25708E+01       0.31379E+00       0.14155E+01
      0      1       0.18073E+02       0.65544E-02       0.56713E+00      -0.11633E+01      -0.82208E+00       0.25278E+01
      0      1       0.65339E+00      -0.86596E-02      -0.20098E+00      -0.36002E+01       0.39269E+00      -0.27510E+01
      0      1      -0.33761E+02      -0.48311E-02       0.95659E-01      -0.11395E+01       0.58076E+00      -0.19895E+01
      0      1       0.91379E+01      -0.60596E-03       0.82804E+00       0.63925E+00       0.93455E+00      -0.31472E+01
      0      1       0.16680E+02       0.64627E-02      -0.42208E+00      -0.23276E+01       0.28440E+00       0.72288E+00
      0      1      -0.28020E+02       0.63510E-03      -0.79555E+00      -0.25088E+00       0.30339E+00      -0.38241E+01
      0      1      -0.10135E+02       0.21141E-03      -0.30022E+00       0.21654E+01       0.74153E+00      -0.23869E+01
      0      1      -0.30486E+02       0.60190E-02      -0.55442E+00       0.19120E+01      -0.38838E+00       0.33780E+01
      0      1      -0.34360E+02       0.32613E-02      -0.40947E+00      -0.23927E+01      -0.35451E+00       0.33369E+01
      0      1       0.14582E+02      -0.47935E-02      -0.35140E+00      -0.75214E+00       0.14723E+00      -0.31627E+01
      0      1       0.65292E+00       0.67019E-02       0.51773E+00       0.33153E+01       0.76217E+00      -0.29540E+01
