n_el  name       dist[m]     Energy[MeV/u] (W-Wtmp)/Wtmp,%   x_rms[cm]      y_rms[cm]      Xmax[cm]       Ymax[cm]     phi_rms[deg]   phi_max[deg]   DW/W[rel.u.]   4*exn_rms[cm*mrad]   exn99.0[cm*mrad]    exn_max[cm*mrad]   4*eyn_rms[cm*mrad]   eyn99.0[cm*mrad]    eyn_max[cm*mrad]   4*ezn_rms[keV/u*ns]  ezn99.0[keV/u*ns]    ezn_max[keV/u*ns]     Xc[cm]       X'c[mrad]        Yc[cm]       Y'c[mrad]        btgm          Zc[deg]          a_x        b_x[cm/mrad]       a_y        b_y[cm/mrad]       a_z        b_z[deg/(%ofD_W/W)]  #of_part_lost  #of_part_left 
  27  quad   0.127150E+02   0.586000E+01  -0.604745E-04   0.120303E+01   0.691683E+00   0.229030E+01   0.171898E+01   0.104323E+03   0.179947E+03   0.585088E-03      0.574739E+00        0.669659E+00        0.755823E+00        0.425892E+00        0.554561E+00        0.692335E+00        0.363983E+02        0.471243E+02        0.557025E+02    -0.106014E-01   0.129186E+00   0.963222E-02   0.187771E+00   0.112346E+00   0.138098E+01   0.137683E+02   0.113162E+01  -0.850375E+01   0.504812E+00  -0.340105E-01      0.178406E+04     0.000000E+00    0.472000E+04
  28  drift  0.128950E+02   0.586000E+01  -0.604745E-04   0.939760E+00   0.901750E+00   0.180501E+01   0.222725E+01   0.104323E+03   0.179934E+03   0.585088E-03      0.574739E+00        0.669659E+00        0.755823E+00        0.425892E+00        0.554561E+00        0.692335E+00        0.363975E+02        0.471993E+02        0.557253E+02    -0.827606E-02   0.129186E+00   0.130121E-01   0.187771E+00   0.112346E+00   0.134209E+01   0.107371E+02   0.690524E+00  -0.111179E+02   0.858002E+00  -0.346330E-01      0.178410E+04     0.000000E+00    0.472000E+04
  29  quad   0.131950E+02   0.586000E+01  -0.604745E-04   0.686612E+00   0.103390E+01   0.135327E+01   0.253540E+01   0.104320E+03   0.179997E+03   0.585088E-03      0.574555E+00        0.668087E+00        0.753198E+00        0.425872E+00        0.555218E+00        0.690569E+00        0.363977E+02        0.471898E+02        0.557141E+02    -0.601693E-02   0.269814E-01   0.154467E-01  -0.315153E-01   0.112346E+00   0.136413E+01   0.154188E+01   0.368728E+00   0.349588E+01   0.112795E+01  -0.336552E-01      0.178399E+04     0.000000E+00    0.472000E+04
  30  drift  0.132850E+02   0.586000E+01  -0.604745E-04   0.660984E+00   0.100509E+01   0.131559E+01   0.245932E+01   0.104319E+03   0.179988E+03   0.585088E-03      0.574555E+00        0.668087E+00        0.753198E+00        0.425872E+00        0.555218E+00        0.690569E+00        0.363958E+02        0.471498E+02        0.557985E+02    -0.577410E-02   0.269814E-01   0.151630E-01  -0.315153E-01   0.112346E+00   0.136538E+01   0.145945E+01   0.341716E+00   0.339039E+01   0.106598E+01  -0.348846E-01      0.178404E+04     0.000000E+00    0.472000E+04
  31  drift  0.136350E+02   0.586000E+01  -0.604745E-04   0.566240E+00   0.893816E+00   0.116904E+01   0.216346E+01   0.104316E+03   0.179968E+03   0.585088E-03      0.574555E+00        0.668087E+00        0.753198E+00        0.425872E+00        0.555218E+00        0.690569E+00        0.363949E+02        0.471755E+02        0.558289E+02    -0.482975E-02   0.269814E-01   0.140600E-01  -0.315153E-01   0.112346E+00   0.129398E+01   0.113886E+01   0.250776E+00   0.298014E+01   0.843009E+00  -0.347369E-01      0.178398E+04     0.000000E+00    0.472000E+04
  32  drift  0.149050E+02   0.586000E+01  -0.604745E-04   0.373722E+00   0.510603E+00   0.854093E+00   0.108988E+01   0.104301E+03   0.179997E+03   0.585088E-03      0.574555E+00        0.668087E+00        0.753198E+00        0.425872E+00        0.555218E+00        0.690569E+00        0.363938E+02        0.472284E+02        0.558917E+02    -0.140311E-02   0.269814E-01   0.100575E-01  -0.315153E-01   0.112346E+00   0.138789E+01  -0.244083E-01   0.109240E+00   0.149152E+01   0.275108E+00  -0.313922E-01      0.178353E+04     0.000000E+00    0.472000E+04
  33  drift  0.159050E+02   0.586000E+01  -0.604745E-04   0.512854E+00   0.298493E+00   0.113737E+01   0.686312E+00   0.104288E+03   0.179954E+03   0.585088E-03      0.574555E+00        0.668087E+00        0.753198E+00        0.425872E+00        0.555218E+00        0.690569E+00        0.363875E+02        0.473245E+02        0.562049E+02     0.129502E-02   0.269814E-01   0.690602E-02  -0.315153E-01   0.112346E+00   0.155433E+01  -0.940369E+00   0.205718E+00   0.319386E+00   0.940168E-01  -0.329531E-01      0.178341E+04     0.000000E+00    0.472000E+04
  34  slit   0.159050E+02   0.586000E+01  -0.604745E-04   0.512854E+00   0.298493E+00   0.113737E+01   0.686312E+00   0.104288E+03   0.179954E+03   0.585088E-03      0.574555E+00        0.668087E+00        0.753198E+00        0.425872E+00        0.555218E+00        0.690569E+00        0.363875E+02        0.473245E+02        0.562049E+02     0.129502E-02   0.269814E-01   0.690602E-02  -0.315153E-01   0.112346E+00   0.155433E+01  -0.940369E+00   0.205718E+00   0.319386E+00   0.940168E-01  -0.329531E-01      0.178341E+04     0.000000E+00    0.472000E+04
  35  drift  0.162550E+02   0.586000E+01  -0.604745E-04   0.601271E+00   0.285514E+00   0.129731E+01   0.681635E+00   0.104285E+03   0.179855E+03   0.585088E-03      0.574555E+00        0.668087E+00        0.753198E+00        0.425872E+00        0.555218E+00        0.690569E+00        0.363876E+02        0.473232E+02        0.562033E+02     0.223937E-02   0.269814E-01   0.580298E-02  -0.315153E-01   0.112346E+00   0.155919E+01  -0.126096E+01   0.282764E+00  -0.908625E-01   0.860185E-01  -0.318106E-01      0.178328E+04     0.000000E+00    0.472000E+04
  36  drift  0.166050E+02   0.586000E+01  -0.604745E-04   0.699089E+00   0.318046E+00   0.146444E+01   0.676958E+00   0.104281E+03   0.179819E+03   0.585088E-03      0.574555E+00        0.668087E+00        0.753198E+00        0.425872E+00        0.555218E+00        0.690569E+00        0.363876E+02        0.473219E+02        0.562018E+02     0.318372E-02   0.269814E-01   0.469995E-02  -0.315153E-01   0.112346E+00   0.156406E+01  -0.158154E+01   0.382252E+00  -0.501111E+00   0.106738E+00  -0.306681E-01      0.178315E+04     0.000000E+00    0.472000E+04
  37  slit   0.166050E+02   0.586000E+01  -0.210016E-04   0.620294E+00   0.323519E+00   0.119963E+01   0.676958E+00   0.104480E+03   0.179819E+03   0.583599E-03      0.523154E+00        0.617446E+00        0.712163E+00        0.435789E+00        0.555792E+00        0.688713E+00        0.363666E+02        0.473077E+02        0.559192E+02     0.345224E-02   0.304419E-01   0.560220E-02  -0.332910E-01   0.112346E+00   0.109855E+01  -0.135265E+01   0.330508E+00  -0.520352E+00   0.107929E+00  -0.285584E-01      0.179101E+04     0.368000E+03    0.435200E+04
  38  drift  0.171050E+02   0.586000E+01  -0.210016E-04   0.753096E+00   0.428568E+00   0.154063E+01   0.898530E+00   0.104476E+03   0.179856E+03   0.583599E-03      0.523154E+00        0.617446E+00        0.712163E+00        0.435789E+00        0.555792E+00        0.688713E+00        0.363667E+02        0.473057E+02        0.559169E+02     0.497434E-02   0.304419E-01   0.393766E-02  -0.332910E-01   0.112346E+00   0.110496E+01  -0.178073E+01   0.487177E+00  -0.110905E+01   0.189400E+00  -0.269335E-01      0.179085E+04     0.000000E+00    0.435200E+04
  39  slit   0.171050E+02   0.586000E+01  -0.210016E-04   0.753096E+00   0.428568E+00   0.154063E+01   0.898530E+00   0.104476E+03   0.179856E+03   0.583599E-03      0.523154E+00        0.617446E+00        0.712163E+00        0.435789E+00        0.555792E+00        0.688713E+00        0.363667E+02        0.473057E+02        0.559169E+02     0.497434E-02   0.304419E-01   0.393766E-02  -0.332910E-01   0.112346E+00   0.110496E+01  -0.178073E+01   0.487177E+00  -0.110905E+01   0.189400E+00  -0.269335E-01      0.179085E+04     0.000000E+00    0.435200E+04
  40  drift  0.181050E+02   0.586000E+01  -0.210016E-04   0.103992E+01   0.716206E+00   0.224563E+01   0.168096E+01   0.104467E+03   0.179986E+03   0.583599E-03      0.523154E+00        0.617446E+00        0.712163E+00        0.435789E+00        0.555792E+00        0.688713E+00        0.363649E+02        0.472838E+02        0.560234E+02     0.801852E-02   0.304419E-01   0.608559E-03  -0.332910E-01   0.112346E+00   0.111778E+01  -0.263688E+01   0.928938E+00  -0.228646E+01   0.528951E+00  -0.256701E-01      0.179064E+04     0.000000E+00    0.435200E+04
  41  drift  0.184190E+02   0.586000E+01  -0.210016E-04   0.113316E+01   0.814528E+00   0.246700E+01   0.194573E+01   0.104465E+03   0.179999E+03   0.583599E-03      0.523154E+00        0.617446E+00        0.712163E+00        0.435789E+00        0.555792E+00        0.688713E+00        0.363630E+02        0.471466E+02        0.561269E+02     0.897440E-02   0.304419E-01  -0.436778E-03  -0.332910E-01   0.112346E+00   0.103908E+01  -0.290571E+01   0.110298E+01  -0.265616E+01   0.684149E+00  -0.269764E-01      0.179067E+04     0.000000E+00    0.435200E+04
  42  quad   0.186990E+02   0.586000E+01  -0.128878E-04   0.136220E+01   0.801924E+00   0.296554E+01   0.193780E+01   0.104471E+03   0.179984E+03   0.583641E-03      0.523095E+00        0.617905E+00        0.711872E+00        0.435781E+00        0.555969E+00        0.690645E+00        0.363675E+02        0.471262E+02        0.562365E+02     0.103057E-01   0.109237E+00  -0.152422E-02  -0.246730E-01   0.112346E+00   0.122875E+01  -0.160614E+02   0.159410E+01   0.333031E+01   0.663153E+00  -0.271138E-01      0.179064E+04     0.100000E+01    0.435100E+04
  43  drift  0.188450E+02   0.586000E+01  -0.128878E-04   0.156263E+01   0.743337E+00   0.340765E+01   0.180701E+01   0.104470E+03   0.179977E+03   0.583641E-03      0.523095E+00        0.617905E+00        0.711872E+00        0.435781E+00        0.555969E+00        0.690645E+00        0.363675E+02        0.471275E+02        0.562381E+02     0.119005E-01   0.109237E+00  -0.188444E-02  -0.246730E-01   0.112346E+00   0.124650E+01  -0.184333E+02   0.209772E+01   0.306412E+01   0.569794E+00  -0.266389E-01      0.179060E+04     0.000000E+00    0.435100E+04
  44  quad   0.191250E+02   0.585999E+01  -0.176847E-03   0.157857E+01   0.701048E+00   0.297936E+01   0.171646E+01   0.104156E+03   0.179954E+03   0.583266E-03      0.476495E+00        0.552853E+00        0.637662E+00        0.438484E+00        0.558474E+00        0.691180E+00        0.362373E+02        0.469960E+02        0.560811E+02     0.232817E-01   0.376485E-01  -0.718771E-02  -0.336455E-01   0.112346E+00   0.752472E+00  -0.338767E+01   0.235009E+01  -0.511098E+00   0.503683E+00  -0.240996E-01      0.178625E+04     0.381000E+03    0.397000E+04
  45  drift  0.229763E+02   0.586002E+01   0.338658E-03   0.169953E+01   0.111679E+01   0.299968E+01   0.270981E+01   0.103576E+03   0.179971E+03   0.583235E-03      0.349753E+00        0.461398E+00        0.549938E+00        0.438367E+00        0.564593E+00        0.685185E+00        0.360428E+02        0.469839E+02        0.530292E+02     0.519673E-02   0.105410E-01  -0.281646E-01  -0.560672E-01   0.112346E+00   0.188268E+01  -0.351603E+01   0.371118E+01  -0.147472E+01   0.127855E+01  -0.860603E-02      0.177595E+04     0.112600E+04    0.284400E+04
  46  quad   0.232763E+02   0.586002E+01   0.313489E-03   0.145501E+01   0.135480E+01   0.258072E+01   0.314440E+01   0.103638E+03   0.179904E+03   0.583294E-03      0.350305E+00        0.462447E+00        0.555158E+00        0.436747E+00        0.559249E+00        0.642815E+00        0.360681E+02        0.469745E+02        0.530785E+02     0.321304E-02  -0.322877E-01  -0.339811E-01  -0.404401E+00   0.112346E+00   0.192248E+01   0.325750E+02   0.271581E+01  -0.214153E+02   0.188859E+01  -0.818445E-02      0.177683E+04     0.500000E+01    0.283900E+04
  47  drift  0.233600E+02   0.586002E+01   0.401217E-03   0.131075E+01   0.142827E+01   0.232596E+01   0.299971E+01   0.103576E+03   0.179908E+03   0.584340E-03      0.352361E+00        0.461997E+00        0.554618E+00        0.423464E+00        0.527188E+00        0.599759E+00        0.361102E+02        0.473725E+02        0.531082E+02     0.642019E-02  -0.798744E-01  -0.337174E-01  -0.366966E+00   0.112346E+00   0.161465E+01   0.292167E+02   0.219114E+01  -0.224446E+02   0.216482E+01  -0.110543E-01      0.177264E+04     0.580000E+02    0.278100E+04
