n_el  name       dist[m]     Energy[MeV/u] (W-Wtmp)/Wtmp,%   x_rms[cm]      y_rms[cm]      Xmax[cm]       Ymax[cm]     phi_rms[deg]   phi_max[deg]   DW/W[rel.u.]   4*exn_rms[cm*mrad]   exn99.0[cm*mrad]    exn_max[cm*mrad]   4*eyn_rms[cm*mrad]   eyn99.0[cm*mrad]    eyn_max[cm*mrad]   4*ezn_rms[keV/u*ns]  ezn99.0[keV/u*ns]    ezn_max[keV/u*ns]     Xc[cm]       X'c[mrad]        Yc[cm]       Y'c[mrad]        btgm          Zc[deg]          a_x        b_x[cm/mrad]       a_y        b_y[cm/mrad]       a_z        b_z[deg/(%ofD_W/W)]  #of_part_lost  #of_part_left 
  24  drift  0.803500E+01   0.944004E+01   0.419205E-03   0.117591E+01   0.147845E+01   0.220708E+01   0.297275E+01   0.104151E+03   0.179867E+03   0.584449E-03      0.314645E+00        0.407959E+00        0.532584E+00        0.563212E+00        0.665433E+00        0.769286E+00        0.585080E+02        0.753257E+02        0.850177E+02     0.102085E-02   0.386519E-03  -0.233630E-01   0.958143E-02   0.142728E+00  -0.123162E+01  -0.321930E+01   0.250898E+01   0.874225E+00   0.221571E+01   0.261130E-02      0.178205E+04     0.000000E+00    0.336900E+04
  25  drift  0.123250E+02   0.944004E+01   0.435257E-03   0.143523E+01   0.112611E+01   0.249996E+01   0.242546E+01   0.103981E+03   0.180000E+03   0.589373E-03      0.256991E+00        0.342504E+00        0.403420E+00        0.523630E+00        0.600765E+00        0.734432E+00        0.588966E+02        0.749885E+02        0.821341E+02    -0.174643E-01  -0.179642E-01   0.114354E-02   0.104326E-01   0.142728E+00  -0.479437E+00  -0.371913E+01   0.457609E+01   0.435309E+00   0.138264E+01  -0.164729E-01      0.176450E+04     0.846000E+03    0.252300E+04
  26  drift  0.124150E+02   0.944004E+01   0.435257E-03   0.144573E+01   0.112295E+01   0.252037E+01   0.242570E+01   0.103981E+03   0.179995E+03   0.589373E-03      0.256991E+00        0.342504E+00        0.403420E+00        0.523630E+00        0.600765E+00        0.734432E+00        0.588966E+02        0.749884E+02        0.821341E+02    -0.176260E-01  -0.179642E-01   0.123744E-02   0.104326E-01   0.142728E+00  -0.479511E+00  -0.374830E+01   0.464330E+01   0.427567E+00   0.137488E+01  -0.162399E-01      0.176449E+04     0.000000E+00    0.252300E+04
  27  quad   0.127150E+02   0.944004E+01   0.435257E-03   0.132988E+01   0.123277E+01   0.232838E+01   0.268673E+01   0.103979E+03   0.179992E+03   0.589373E-03      0.256974E+00        0.338003E+00        0.403344E+00        0.523723E+00        0.601208E+00        0.736774E+00        0.588967E+02        0.749883E+02        0.821340E+02    -0.163211E-01   0.103433E+00   0.169305E-02   0.204708E-01   0.142728E+00  -0.474117E+00   0.258661E+02   0.392923E+01  -0.104803E+02   0.165666E+01  -0.154635E-01      0.176445E+04     0.000000E+00    0.252300E+04
  28  drift  0.128950E+02   0.944004E+01   0.435257E-03   0.117232E+01   0.137322E+01   0.206119E+01   0.300500E+01   0.103978E+03   0.179995E+03   0.589373E-03      0.256974E+00        0.338003E+00        0.403344E+00        0.523723E+00        0.601208E+00        0.736774E+00        0.588966E+02        0.750672E+02        0.822204E+02    -0.144593E-01   0.103433E+00   0.206153E-02   0.204708E-01   0.142728E+00  -0.605611E+00   0.227966E+02   0.305330E+01  -0.116846E+02   0.205563E+01  -0.147584E-01      0.176440E+04     0.000000E+00    0.252300E+04
  29  quad   0.131950E+02   0.944004E+01   0.391002E-03   0.103665E+01   0.143400E+01   0.184036E+01   0.295417E+01   0.103944E+03   0.179997E+03   0.589799E-03      0.257575E+00        0.340984E+00        0.403531E+00        0.520357E+00        0.594612E+00        0.669608E+00        0.589183E+02        0.750368E+02        0.820972E+02    -0.123784E-01   0.604466E-03   0.604409E-02  -0.389255E-02   0.142728E+00  -0.565544E+00   0.114910E+01   0.238194E+01   0.487587E+01   0.225613E+01  -0.162305E-01      0.176259E+04     0.110000E+02    0.251200E+04
  30  drift  0.132850E+02   0.944004E+01   0.391002E-03   0.103216E+01   0.140612E+01   0.183841E+01   0.289984E+01   0.103943E+03   0.179999E+03   0.589799E-03      0.257575E+00        0.340984E+00        0.403531E+00        0.520357E+00        0.594612E+00        0.669608E+00        0.589166E+02        0.750806E+02        0.822350E+02    -0.123730E-01   0.604466E-03   0.600906E-02  -0.389255E-02   0.142728E+00  -0.565258E+00   0.114033E+01   0.236134E+01   0.477704E+01   0.216925E+01  -0.176747E-01      0.176263E+04     0.000000E+00    0.251200E+04
  31  drift  0.136350E+02   0.944002E+01   0.231978E-03   0.101780E+01   0.120242E+01   0.183080E+01   0.231040E+01   0.104156E+03   0.179982E+03   0.590315E-03      0.260521E+00        0.341775E+00        0.402562E+00        0.491096E+00        0.563403E+00        0.677982E+00        0.590909E+02        0.753962E+02        0.825807E+02    -0.844817E-02  -0.114802E-02   0.123671E-01  -0.211573E-01   0.142728E+00  -0.148437E+01   0.109999E+01   0.227014E+01   0.402960E+01   0.168080E+01  -0.155787E-01      0.176463E+04     0.129000E+03    0.238300E+04
  32  drift  0.149050E+02   0.944002E+01   0.231978E-03   0.956864E+00   0.841236E+00   0.181318E+01   0.172017E+01   0.104151E+03   0.179984E+03   0.590315E-03      0.260521E+00        0.341775E+00        0.402562E+00        0.491096E+00        0.563403E+00        0.677982E+00        0.590887E+02        0.755295E+02        0.823658E+02    -0.859397E-02  -0.114802E-02   0.968010E-02  -0.211573E-01   0.142728E+00  -0.148011E+01   0.976359E+00   0.200644E+01   0.272713E+01   0.822692E+00  -0.149078E-01      0.176453E+04     0.000000E+00    0.238300E+04
  33  drift  0.159050E+02   0.944002E+01   0.231978E-03   0.911550E+00   0.571596E+00   0.180221E+01   0.126994E+01   0.104147E+03   0.179872E+03   0.590315E-03      0.260521E+00        0.341775E+00        0.402562E+00        0.491096E+00        0.563403E+00        0.677982E+00        0.590851E+02        0.748638E+02        0.823584E+02    -0.870877E-02  -0.114802E-02   0.756437E-02  -0.211573E-01   0.142728E+00  -0.147675E+01   0.879009E+00   0.182090E+01   0.170157E+01   0.379822E+00  -0.161093E-01      0.176449E+04     0.000000E+00    0.238300E+04
  34  slit   0.159050E+02   0.944000E+01   0.221357E-04   0.692275E+00   0.569995E+00   0.119959E+01   0.118588E+01   0.103419E+03   0.179764E+03   0.585339E-03      0.203669E+00        0.276627E+00        0.323162E+00        0.490722E+00        0.557159E+00        0.639677E+00        0.581686E+02        0.747102E+02        0.831962E+02     0.189224E-01  -0.543905E-02   0.181456E-02   0.811176E-02   0.142728E+00  -0.147080E+01   0.780998E+00   0.134339E+01   0.170406E+01   0.377986E+00  -0.240538E-01      0.176734E+04     0.548000E+03    0.183500E+04
  35  drift  0.162550E+02   0.944000E+01   0.221357E-04   0.678429E+00   0.482949E+00   0.120389E+01   0.104748E+01   0.103417E+03   0.179767E+03   0.585339E-03      0.203669E+00        0.276627E+00        0.323162E+00        0.490722E+00        0.557159E+00        0.639677E+00        0.581687E+02        0.747102E+02        0.831962E+02     0.187321E-01  -0.543905E-02   0.209847E-02   0.811176E-02   0.142728E+00  -0.146928E+01   0.739053E+00   0.129019E+01   0.134258E+01   0.271354E+00  -0.231485E-01      0.176727E+04     0.000000E+00    0.183500E+04
  36  drift  0.166050E+02   0.944000E+01   0.221357E-04   0.665082E+00   0.404146E+00   0.121264E+01   0.909094E+00   0.103415E+03   0.179870E+03   0.585339E-03      0.203669E+00        0.276627E+00        0.323162E+00        0.490722E+00        0.557159E+00        0.639677E+00        0.581687E+02        0.747102E+02        0.831962E+02     0.185417E-01  -0.543905E-02   0.238238E-02   0.811176E-02   0.142728E+00  -0.146776E+01   0.697108E+00   0.123992E+01   0.981106E+00   0.190025E+00  -0.222431E-01      0.176720E+04     0.000000E+00    0.183500E+04
  37  slit   0.166050E+02   0.944001E+01   0.844297E-04   0.664281E+00   0.404191E+00   0.119398E+01   0.909094E+00   0.103427E+03   0.179870E+03   0.585317E-03      0.203249E+00        0.275618E+00        0.323495E+00        0.490975E+00        0.556663E+00        0.639843E+00        0.581740E+02        0.747937E+02        0.831041E+02     0.172430E-01  -0.564315E-02   0.241802E-02   0.847986E-02   0.142728E+00  -0.139896E+01   0.699996E+00   0.123949E+01   0.980405E+00   0.189969E+00  -0.213735E-01      0.176742E+04     0.200000E+01    0.183300E+04
  38  drift  0.171050E+02   0.944001E+01   0.844297E-04   0.646079E+00   0.318203E+00   0.120300E+01   0.713924E+00   0.103426E+03   0.179984E+03   0.585317E-03      0.203249E+00        0.275618E+00        0.323495E+00        0.490975E+00        0.556663E+00        0.639843E+00        0.581729E+02        0.747013E+02        0.833719E+02     0.169608E-01  -0.564315E-02   0.284202E-02   0.847986E-02   0.142728E+00  -0.120054E+01   0.639891E+00   0.117250E+01   0.464218E+00   0.117738E+00  -0.221620E-01      0.176745E+04     0.000000E+00    0.183300E+04
  39  slit   0.171050E+02   0.944001E+01   0.844297E-04   0.646079E+00   0.318203E+00   0.120300E+01   0.713924E+00   0.103426E+03   0.179984E+03   0.585317E-03      0.203249E+00        0.275618E+00        0.323495E+00        0.490975E+00        0.556663E+00        0.639843E+00        0.581729E+02        0.747013E+02        0.833719E+02     0.169608E-01  -0.564315E-02   0.284202E-02   0.847986E-02   0.142728E+00  -0.120054E+01   0.639891E+00   0.117250E+01   0.464218E+00   0.117738E+00  -0.221620E-01      0.176745E+04     0.000000E+00    0.183300E+04
  40  drift  0.181050E+02   0.944001E+01   0.844297E-04   0.613300E+00   0.331951E+00   0.122124E+01   0.659208E+00   0.103415E+03   0.179845E+03   0.585317E-03      0.203249E+00        0.275618E+00        0.323495E+00        0.490975E+00        0.556663E+00        0.639843E+00        0.581625E+02        0.749416E+02        0.836402E+02     0.163965E-01  -0.564315E-02   0.369000E-02   0.847986E-02   0.142728E+00  -0.158929E+01   0.519681E+00   0.105654E+01  -0.568156E+00   0.128132E+00  -0.250622E-01      0.176737E+04     0.000000E+00    0.183300E+04
  41  drift  0.184190E+02   0.944001E+01   0.844297E-04   0.604103E+00   0.386820E+00   0.122842E+01   0.781648E+00   0.103413E+03   0.179730E+03   0.585317E-03      0.203249E+00        0.275618E+00        0.323495E+00        0.490975E+00        0.556663E+00        0.639843E+00        0.581625E+02        0.749416E+02        0.836402E+02     0.162193E-01  -0.564315E-02   0.395627E-02   0.847986E-02   0.142728E+00  -0.158802E+01   0.481935E+00   0.102509E+01  -0.892321E+00   0.173991E+00  -0.242500E-01      0.176730E+04     0.000000E+00    0.183300E+04
  42  quad   0.186990E+02   0.944001E+01   0.844297E-04   0.653795E+00   0.409321E+00   0.135235E+01   0.839545E+00   0.103411E+03   0.179628E+03   0.585317E-03      0.203256E+00        0.275489E+00        0.324105E+00        0.490976E+00        0.557324E+00        0.639867E+00        0.581625E+02        0.749410E+02        0.836395E+02     0.176047E-01   0.105953E+00   0.382034E-02  -0.179947E-01   0.142728E+00  -0.158672E+01  -0.712711E+01   0.120063E+01   0.193408E+00   0.194821E+00  -0.235256E-01      0.176724E+04     0.000000E+00    0.183300E+04
  43  drift  0.188450E+02   0.944001E+01   0.844297E-04   0.710502E+00   0.404552E+00   0.148005E+01   0.831430E+00   0.103410E+03   0.179574E+03   0.585317E-03      0.203256E+00        0.275489E+00        0.324105E+00        0.490976E+00        0.557324E+00        0.639867E+00        0.581625E+02        0.749402E+02        0.836387E+02     0.191517E-01   0.105953E+00   0.355762E-02  -0.179947E-01   0.142728E+00  -0.158540E+01  -0.775696E+01   0.141794E+01   0.115664E+00   0.190308E+00  -0.231477E-01      0.176721E+04     0.000000E+00    0.183300E+04
  44  quad   0.191250E+02   0.944001E+01   0.844297E-04   0.773734E+00   0.427148E+00   0.162929E+01   0.878975E+00   0.103408E+03   0.179574E+03   0.585317E-03      0.203249E+00        0.275639E+00        0.323520E+00        0.490975E+00        0.557335E+00        0.639879E+00        0.581625E+02        0.749395E+02        0.836378E+02     0.208852E-01   0.167471E-01   0.326565E-02  -0.309824E-02   0.142728E+00  -0.158397E+01  -0.127870E+01   0.168160E+01  -0.926460E+00   0.212161E+00  -0.224232E-01      0.176715E+04     0.000000E+00    0.183300E+04
  45  drift  0.229763E+02   0.944001E+01   0.844297E-04   0.101590E+01   0.138326E+01   0.232867E+01   0.269385E+01   0.103391E+03   0.179947E+03   0.585317E-03      0.203249E+00        0.275639E+00        0.323520E+00        0.490975E+00        0.557335E+00        0.639879E+00        0.581564E+02        0.752153E+02        0.843221E+02     0.273350E-01   0.167471E-01   0.207243E-02  -0.309824E-02   0.142728E+00  -0.137415E+01  -0.188219E+01   0.289894E+01  -0.429981E+01   0.222494E+01  -0.195252E-01      0.176675E+04     0.000000E+00    0.183300E+04
  46  quad   0.232763E+02   0.944001E+01   0.876605E-04   0.909825E+00   0.164339E+01   0.209402E+01   0.316204E+01   0.103372E+03   0.179936E+03   0.585475E-03      0.203290E+00        0.275913E+00        0.321952E+00        0.490908E+00        0.557916E+00        0.642021E+00        0.581601E+02        0.754929E+02        0.843496E+02     0.239640E-01  -0.200795E+00   0.500749E-03  -0.114117E-02   0.142728E+00  -0.162525E+01   0.193761E+02   0.232471E+01  -0.288694E+02   0.314088E+01  -0.206810E-01      0.176599E+04     0.100000E+01    0.183200E+04
  47  drift  0.233600E+02   0.944002E+01   0.205229E-03   0.849030E+00   0.162494E+01   0.195056E+01   0.299591E+01   0.103274E+03   0.179887E+03   0.583012E-03      0.204044E+00        0.278276E+00        0.319491E+00        0.461281E+00        0.548423E+00        0.652884E+00        0.578504E+02        0.740639E+02        0.854255E+02     0.239487E-01  -0.213221E+00   0.287292E-02   0.191623E-01   0.142728E+00  -0.446441E+00   0.180557E+02   0.201693E+01  -0.278737E+02   0.326797E+01  -0.276654E-01      0.177206E+04     0.123000E+03    0.170900E+04
