 Nseed      iq         dt[nsec]         dW[MeV/u]           x[cm]           x'[mrad]            y[cm]           y'[mrad]  
      0      1       0.41452E-13       0.00000E+00       0.26067E-05      -0.62727E-05       0.00000E+00       0.00000E+00
      0      1      -0.13836E+02       0.20870E-02       0.75559E-01      -0.43443E+00      -0.49849E+00      -0.73513E+00
      0      1      -0.19984E+02       0.29337E-03       0.80008E-01      -0.54760E+00      -0.27307E-01       0.13935E+01
      0      1      -0.53486E+01       0.81211E-02      -0.15280E+00       0.17614E+00       0.33132E+00       0.50154E+00
      0      1      -0.86923E+00       0.72351E-02       0.17043E+00      -0.58172E+00      -0.85963E+00       0.28053E+01
      0      1      -0.15688E+02      -0.89387E-03       0.98930E+00      -0.10681E+01      -0.87537E+00       0.12589E+01
      0      1      -0.11338E+02      -0.88110E-02      -0.17013E+00       0.10022E+00       0.21471E-01       0.40637E+00
      0      1      -0.28321E+02       0.14834E-02       0.25721E+00       0.25850E+00       0.94277E+00      -0.38618E+00
      0      1       0.13007E+02       0.74945E-02      -0.14601E+00       0.15295E+00      -0.99106E+00       0.17823E+01
      0      1       0.29471E+02      -0.76280E-02       0.23950E+00      -0.50220E+00       0.13705E+00       0.12600E+01
      0      1       0.64397E+00      -0.84505E-02      -0.48993E+00      -0.36126E-01       0.10783E+00       0.35278E+00
      0      1      -0.33761E+02      -0.47145E-02      -0.12031E-01      -0.59148E+00      -0.73749E+00       0.14649E+01
      0      1       0.74612E+01      -0.73619E-02       0.56542E+00      -0.13388E+01      -0.89912E+00       0.22751E+01
      0      1       0.35118E+02       0.31468E-02       0.32205E+00      -0.82160E+00      -0.52777E+00       0.22274E+01
      0      1      -0.32733E+02      -0.44593E-02       0.36727E+00      -0.11771E+01      -0.85722E+00      -0.14157E+00
      0      1       0.37283E+02      -0.93878E-03      -0.18745E+00       0.11278E+01      -0.73202E+00       0.24786E+01
      0      1      -0.28532E+02      -0.17017E-02       0.12524E+00      -0.16321E+01       0.33370E-01      -0.10500E+01
      0      1      -0.34375E+02       0.31826E-02      -0.57879E+00       0.10152E+01      -0.48645E+00       0.94210E-01
      0      1       0.14578E+02      -0.46778E-02      -0.38125E+00       0.11351E+01       0.97712E+00      -0.85866E+00
      0      1      -0.35395E+02       0.57888E-02      -0.42880E-01       0.36410E+00       0.31434E+00       0.70943E+00
      0      1       0.23438E+02      -0.39858E-02      -0.46403E+00       0.29503E-01       0.29035E+00      -0.21900E+01
      0      1       0.62950E+00       0.65401E-02       0.75935E+00      -0.12085E+01      -0.81305E+00       0.17500E+01
      0      1      -0.22504E+02       0.67211E-02      -0.11282E+00       0.15620E+01      -0.39712E+00      -0.37208E+00
      0      1       0.20524E+02       0.27132E-02       0.42683E+00      -0.10228E+01       0.39581E+00      -0.21561E+01
      0      1       0.33301E+02       0.93332E-02       0.64101E+00      -0.15911E+01       0.30323E+00      -0.13936E+01
      0      1       0.10650E+02      -0.71266E-03       0.13342E+00      -0.30515E+00      -0.20524E+00      -0.17474E+00
      0      1      -0.84968E+01       0.62380E-03      -0.33778E+00       0.93760E+00       0.84323E+00      -0.57408E+00
      0      1      -0.10173E+02       0.12789E-02      -0.30183E+00       0.13293E+01      -0.18338E+00       0.79487E+00
      0      1      -0.76166E+01      -0.90835E-02      -0.63294E+00       0.44191E+00      -0.89547E+00       0.68072E+00
      0      1      -0.34443E+02       0.30375E-02      -0.84915E+00       0.16083E+01       0.57490E+00       0.46855E-01
      0      1       0.96279E+01      -0.28669E-02      -0.45816E-01       0.61105E+00       0.12146E-01      -0.54703E+00
      0      1       0.18195E+02       0.96769E-02      -0.23163E+00      -0.11553E+01      -0.67715E+00       0.12020E+01
      0      1      -0.32785E+00       0.87059E-02       0.25087E+00       0.82759E+00      -0.25215E+00       0.27813E-01
      0      1      -0.31233E+02       0.41805E-02       0.14822E-01       0.67281E+00      -0.90814E+00       0.14502E+01
      0      1      -0.14315E+02      -0.48099E-02       0.95590E+00      -0.14376E+01      -0.74127E+00       0.21365E+00
      0      1       0.21177E+02      -0.55161E-02       0.46542E+00      -0.15958E+01       0.62506E+00      -0.11451E+01
