n_el  name      Q     A   Loss   Xfirst,cm   Yfirst,cm   Zfirst,cm    VXfirst     VYfirst     VZfirst     Xdev,cm     Ydev,cm     Zdev,cm     VXdev       VYdev       VZdev       Xc ,cm       Yc ,cm     Zc ,cm       O(11)       O(12)       O(13)       O(21)       O(22)       O(23)       O(31)       O(32)       O(33)   
  11  slit   18.0  40.0    -1      -1.410      -0.981     160.200  -0.0010761   0.0000368   0.1413529      -1.410      -0.981       0.000  -0.0010761   0.0000368   0.1413529       0.000       0.000     160.200   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  11  slit   18.0  40.0    -2      -0.218      -1.496     160.200  -0.0003267  -0.0002260   0.1413379      -0.218      -1.496       0.000  -0.0003267  -0.0002260   0.1413379       0.000       0.000     160.200   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  11  slit   18.0  40.0    -2       1.012      -1.297     160.200   0.0007944  -0.0002325   0.1413067       1.012      -1.297       0.000   0.0007944  -0.0002325   0.1413067       0.000       0.000     160.200   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  11  slit   18.0  40.0    -2      -0.551      -1.250     160.200  -0.0004007  -0.0004098   0.1413148      -0.551      -1.250       0.000  -0.0004007  -0.0004098   0.1413148       0.000       0.000     160.200   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  11  slit   18.0  40.0    -1       1.232       0.458     160.200   0.0007661  -0.0001739   0.1412273       1.232       0.458       0.000   0.0007661  -0.0001739   0.1412273       0.000       0.000     160.200   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  11  slit   18.0  40.0    -1       1.416      -0.925     160.200   0.0010606  -0.0002335   0.1412318       1.416      -0.925       0.000   0.0010606  -0.0002335   0.1412318       0.000       0.000     160.200   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  11  slit   18.0  40.0    -1       1.818      -0.323     160.200   0.0013982  -0.0000239   0.1413016       1.818      -0.323       0.000   0.0013982  -0.0000239   0.1413016       0.000       0.000     160.200   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  11  slit   18.0  40.0    -1      -1.523       0.263     160.200  -0.0008775   0.0000984   0.1413200      -1.523       0.263       0.000  -0.0008775   0.0000984   0.1413200       0.000       0.000     160.200   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  11  slit   18.0  40.0    -1       1.311      -0.519     160.200   0.0008195  -0.0000374   0.1413389       1.311      -0.519       0.000   0.0008195  -0.0000374   0.1413389       0.000       0.000     160.200   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  11  slit   18.0  40.0    -1       1.517       0.219     160.200   0.0013784  -0.0000297   0.1413051       1.517       0.219       0.000   0.0013784  -0.0000297   0.1413051       0.000       0.000     160.200   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  11  slit   18.0  40.0    -2      -0.402      -1.436     160.200  -0.0000827  -0.0004204   0.1412727      -0.402      -1.436       0.000  -0.0000827  -0.0004204   0.1412727       0.000       0.000     160.200   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  11  slit   18.0  40.0    -2       0.007      -1.388     160.200  -0.0001464  -0.0001176   0.1413658       0.007      -1.388       0.000  -0.0001464  -0.0001176   0.1413658       0.000       0.000     160.200   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  11  slit   18.0  40.0    -1      -1.261       0.561     160.200  -0.0007384   0.0000450   0.1413602      -1.261       0.561       0.000  -0.0007384   0.0000450   0.1413602       0.000       0.000     160.200   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  11  slit   18.0  40.0    -2      -0.031      -1.239     160.200   0.0001894   0.0000768   0.1413412      -0.031      -1.239       0.000   0.0001894   0.0000768   0.1413412       0.000       0.000     160.200   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  11  slit   18.0  40.0    -1       1.598       0.873     160.200   0.0013583   0.0002773   0.1413422       1.598       0.873       0.000   0.0013583   0.0002773   0.1413422       0.000       0.000     160.200   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  11  slit   18.0  40.0    -2      -0.570       1.318     160.200  -0.0006707   0.0001593   0.1413056      -0.570       1.318       0.000  -0.0006707   0.0001593   0.1413056       0.000       0.000     160.200   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  11  slit   18.0  40.0    -1      -1.586      -0.198     160.200  -0.0012117  -0.0003681   0.1412799      -1.586      -0.198       0.000  -0.0012117  -0.0003681   0.1412799       0.000       0.000     160.200   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  11  slit   18.0  40.0    -1       1.290      -0.005     160.200   0.0007499   0.0001210   0.1413649       1.290      -0.005       0.000   0.0007499   0.0001210   0.1413649       0.000       0.000     160.200   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  11  slit   18.0  40.0    -2      -0.404       1.582     160.200  -0.0003799   0.0002522   0.1413557      -0.404       1.582       0.000  -0.0003799   0.0002522   0.1413557       0.000       0.000     160.200   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
  11  slit   18.0  40.0    -2      -0.861       1.391     160.200  -0.0006229   0.0004604   0.1412945      -0.861       1.391       0.000  -0.0006229   0.0004604   0.1412945       0.000       0.000     160.200   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   1.0000000
