n_el  name       dist[m]     Energy[MeV/u] (W-Wtmp)/Wtmp,%   x_rms[cm]      y_rms[cm]      Xmax[cm]       Ymax[cm]     phi_rms[deg]   phi_max[deg]   DW/W[rel.u.]   4*exn_rms[cm*mrad]   exn99.0[cm*mrad]    exn_max[cm*mrad]   4*eyn_rms[cm*mrad]   eyn99.0[cm*mrad]    eyn_max[cm*mrad]   4*ezn_rms[keV/u*ns]  ezn99.0[keV/u*ns]    ezn_max[keV/u*ns]     Xc[cm]       X'c[mrad]        Yc[cm]       Y'c[mrad]        btgm          Zc[deg]          a_x        b_x[cm/mrad]       a_y        b_y[cm/mrad]       a_z        b_z[deg/(%ofD_W/W)]  #of_part_lost  #of_part_left 
  12  drift  0.231900E+01   0.711003E+01   0.358280E-03   0.700871E+00   0.598252E+00   0.143691E+01   0.128009E+01   0.104347E+03   0.179974E+03   0.583631E-03      0.626831E+00        0.826458E+00        0.102032E+01        0.675683E+00        0.881831E+00        0.105482E+01        0.440821E+02        0.569921E+02        0.668138E+02    -0.201639E-03  -0.706191E-02  -0.525831E-02  -0.252778E-03   0.123790E+00   0.172859E+00  -0.141761E+01   0.388037E+00   0.131874E-01   0.262284E+00  -0.164580E-01      0.178814E+04     0.000000E+00    0.879400E+04
  13  drift  0.266900E+01   0.711003E+01   0.358280E-03   0.793012E+00   0.602511E+00   0.169035E+01   0.137790E+01   0.104345E+03   0.179983E+03   0.583631E-03      0.626831E+00        0.826458E+00        0.102032E+01        0.675683E+00        0.881831E+00        0.105482E+01        0.440813E+02        0.569791E+02        0.668768E+02    -0.448806E-03  -0.706191E-02  -0.526716E-02  -0.252778E-03   0.123790E+00   0.134112E+00  -0.168907E+01   0.496771E+00  -0.120279E+00   0.266032E+00  -0.165845E-01      0.178811E+04     0.000000E+00    0.879400E+04
  14  slit   0.266900E+01   0.711002E+01   0.307297E-03   0.657000E+00   0.594158E+00   0.119973E+01   0.119777E+01   0.104093E+03   0.179983E+03   0.585569E-03      0.537828E+00        0.722935E+00        0.913950E+00        0.687018E+00        0.856043E+00        0.103637E+01        0.441201E+02        0.572229E+02        0.667711E+02     0.754696E-02   0.157839E-01   0.509336E-03  -0.141187E-02   0.123790E+00  -0.418787E+00  -0.132013E+01   0.397406E+00  -0.105972E+00   0.254438E+00  -0.176697E-01      0.177792E+04     0.134500E+04    0.744900E+04
  15  drift  0.298900E+01   0.711002E+01   0.307297E-03   0.728762E+00   0.606696E+00   0.141313E+01   0.129958E+01   0.104091E+03   0.179986E+03   0.585569E-03      0.537828E+00        0.722935E+00        0.913950E+00        0.687018E+00        0.856043E+00        0.103637E+01        0.441195E+02        0.572280E+02        0.667771E+02     0.805204E-02   0.157839E-01   0.464156E-03  -0.141187E-02   0.123790E+00  -0.513698E+00  -0.154098E+01   0.488962E+00  -0.233152E+00   0.265290E+00  -0.173357E-01      0.177787E+04     0.000000E+00    0.744900E+04
  16  slit   0.298900E+01   0.711002E+01   0.307297E-03   0.728762E+00   0.606696E+00   0.141313E+01   0.129958E+01   0.104091E+03   0.179986E+03   0.585569E-03      0.537828E+00        0.722935E+00        0.913950E+00        0.687018E+00        0.856043E+00        0.103637E+01        0.441195E+02        0.572280E+02        0.667771E+02     0.805204E-02   0.157839E-01   0.464156E-03  -0.141187E-02   0.123790E+00  -0.513698E+00  -0.154098E+01   0.488962E+00  -0.233152E+00   0.265290E+00  -0.173357E-01      0.177787E+04     0.000000E+00    0.744900E+04
  17  drift  0.328900E+01   0.711002E+01   0.307297E-03   0.798916E+00   0.626460E+00   0.161414E+01   0.140774E+01   0.104089E+03   0.179965E+03   0.585569E-03      0.537828E+00        0.722935E+00        0.913950E+00        0.687018E+00        0.856043E+00        0.103637E+01        0.441188E+02        0.571847E+02        0.668045E+02     0.852556E-02   0.157839E-01   0.421800E-03  -0.141187E-02   0.123790E+00  -0.560391E+00  -0.174803E+01   0.587632E+00  -0.352383E+00   0.282856E+00  -0.171162E-01      0.177784E+04     0.000000E+00    0.744900E+04
  18  drift  0.478900E+01   0.711003E+01   0.381435E-03   0.855342E+00   0.753181E+00   0.149984E+01   0.149986E+01   0.104119E+03   0.179966E+03   0.584783E-03      0.418217E+00        0.574758E+00        0.700071E+00        0.661689E+00        0.772254E+00        0.917166E+00        0.440767E+02        0.562662E+02        0.664299E+02     0.171029E-02  -0.660020E-02   0.368219E-02   0.119354E-01   0.123790E+00  -0.830300E+00  -0.180717E+01   0.866212E+00  -0.854059E+00   0.424514E+00  -0.924684E-02      0.178055E+04     0.207500E+04    0.537400E+04
  19  drift  0.728900E+01   0.711002E+01   0.225520E-03   0.130612E+01   0.120606E+01   0.249898E+01   0.249776E+01   0.104132E+03   0.179993E+03   0.585205E-03      0.412490E+00        0.550536E+00        0.683047E+00        0.659843E+00        0.763858E+00        0.909355E+00        0.441138E+02        0.566564E+02        0.661874E+02     0.133154E-02  -0.421634E-02   0.872531E-02   0.155118E-01   0.123790E+00  -0.802006E+00  -0.297532E+01   0.204787E+01  -0.184582E+01   0.109155E+01  -0.995501E-02      0.177950E+04     0.800000E+02    0.529400E+04
  20  drift  0.732550E+01   0.711002E+01   0.225520E-03   0.131305E+01   0.121351E+01   0.251566E+01   0.251349E+01   0.104132E+03   0.179982E+03   0.585205E-03      0.412490E+00        0.550536E+00        0.683047E+00        0.659843E+00        0.763858E+00        0.909355E+00        0.441138E+02        0.566564E+02        0.661873E+02     0.131615E-02  -0.421634E-02   0.878193E-02   0.155118E-01   0.123790E+00  -0.801862E+00  -0.299288E+01   0.206965E+01  -0.186056E+01   0.110508E+01  -0.984684E-02      0.177950E+04     0.000000E+00    0.529400E+04
  21  quad   0.762550E+01   0.711002E+01   0.225520E-03   0.121458E+01   0.142514E+01   0.235582E+01   0.296229E+01   0.104131E+03   0.179969E+03   0.585205E-03      0.412546E+00        0.547725E+00        0.679560E+00        0.660009E+00        0.764147E+00        0.908617E+00        0.441132E+02        0.566966E+02        0.661571E+02     0.104027E-02  -0.138059E-01   0.103317E-01   0.898502E-01   0.123790E+00  -0.857444E+00   0.121475E+02   0.177064E+01  -0.131977E+02   0.152375E+01  -0.979442E-02      0.177947E+04     0.000000E+00    0.529400E+04
  22  drift  0.769850E+01   0.711002E+01   0.225520E-03   0.115377E+01   0.151527E+01   0.224563E+01   0.315579E+01   0.104130E+03   0.179970E+03   0.585205E-03      0.412546E+00        0.547725E+00        0.679560E+00        0.660009E+00        0.764147E+00        0.908617E+00        0.441131E+02        0.566970E+02        0.661575E+02     0.939491E-03  -0.138059E-01   0.109876E-01   0.898502E-01   0.123790E+00  -0.848834E+00   0.115350E+02   0.159775E+01  -0.140370E+02   0.172256E+01  -0.957793E-02      0.177946E+04     0.000000E+00    0.529400E+04
  23  quad   0.799850E+01   0.711002E+01   0.332102E-03   0.104449E+01   0.155319E+01   0.206458E+01   0.297414E+01   0.104249E+03   0.179972E+03   0.585766E-03      0.419554E+00        0.549393E+00        0.675760E+00        0.621398E+00        0.742558E+00        0.879808E+00        0.442050E+02        0.565749E+02        0.658614E+02     0.360834E-02  -0.114391E-02   0.296461E-01  -0.242147E-01   0.123790E+00  -0.693721E+00  -0.975861E+00   0.128755E+01   0.168727E+01   0.192233E+01  -0.113321E-01      0.177982E+04     0.280000E+03    0.501400E+04
  24  drift  0.803500E+01   0.711002E+01   0.332102E-03   0.104738E+01   0.154822E+01   0.207469E+01   0.296870E+01   0.104249E+03   0.179974E+03   0.585766E-03      0.419554E+00        0.549393E+00        0.675760E+00        0.621398E+00        0.742558E+00        0.879808E+00        0.442050E+02        0.565750E+02        0.658615E+02     0.360417E-02  -0.114391E-02   0.295577E-01  -0.242147E-01   0.123790E+00  -0.693706E+00  -0.981396E+00   0.129470E+01   0.167997E+01   0.191004E+01  -0.112240E-01      0.177981E+04     0.000000E+00    0.501400E+04
  25  drift  0.123250E+02   0.711006E+01   0.893932E-03   0.129338E+01   0.927562E+00   0.249914E+01   0.208471E+01   0.104130E+03   0.179987E+03   0.585600E-03      0.393594E+00        0.480852E+00        0.580739E+00        0.568904E+00        0.720494E+00        0.854679E+00        0.441399E+02        0.567289E+02        0.655068E+02     0.285418E-01   0.172509E-01   0.173480E-01  -0.304939E-01   0.123790E+00  -0.407201E+00  -0.135989E+01   0.210450E+01   0.646165E+00   0.748847E+00  -0.146253E-01      0.177836E+04     0.772000E+03    0.424200E+04
  26  drift  0.124150E+02   0.711006E+01   0.893932E-03   0.130091E+01   0.920426E+00   0.251926E+01   0.207908E+01   0.104129E+03   0.179992E+03   0.585600E-03      0.393594E+00        0.480852E+00        0.580739E+00        0.568904E+00        0.720494E+00        0.854679E+00        0.441399E+02        0.567290E+02        0.655069E+02     0.286970E-01   0.172509E-01   0.170735E-01  -0.304939E-01   0.123790E+00  -0.407457E+00  -0.137208E+01   0.212909E+01   0.629128E+00   0.737370E+00  -0.143585E-01      0.177835E+04     0.000000E+00    0.424200E+04
  27  quad   0.127150E+02   0.711006E+01   0.893932E-03   0.115339E+01   0.102361E+01   0.225102E+01   0.234655E+01   0.104128E+03   0.179989E+03   0.585600E-03      0.393655E+00        0.480355E+00        0.578741E+00        0.569003E+00        0.721667E+00        0.856069E+00        0.441395E+02        0.567450E+02        0.655254E+02     0.254038E-01  -0.231856E+00   0.184728E-01   0.125874E+00   0.123790E+00  -0.315208E+00   0.151623E+02   0.167334E+01  -0.696235E+01   0.911796E+00  -0.142659E-01      0.177832E+04     0.000000E+00    0.424200E+04
  28  drift  0.128950E+02   0.711006E+01   0.893932E-03   0.965352E+00   0.116447E+01   0.189594E+01   0.268601E+01   0.104127E+03   0.179978E+03   0.585600E-03      0.393655E+00        0.480355E+00        0.578741E+00        0.569003E+00        0.721667E+00        0.856069E+00        0.441388E+02        0.568060E+02        0.655958E+02     0.212304E-01  -0.231856E+00   0.207385E-01   0.125874E+00   0.123790E+00  -0.384376E+00   0.126786E+02   0.117220E+01  -0.793904E+01   0.118002E+01  -0.144142E-01      0.177831E+04     0.000000E+00    0.424200E+04
  29  quad   0.131950E+02   0.711006E+01   0.893932E-03   0.781736E+00   0.122232E+01   0.155917E+01   0.284106E+01   0.104125E+03   0.179957E+03   0.585600E-03      0.393610E+00        0.480004E+00        0.579715E+00        0.568899E+00        0.719941E+00        0.854022E+00        0.441378E+02        0.568321E+02        0.657018E+02     0.171130E-01  -0.493098E-01   0.213747E-01  -0.844853E-01   0.123790E+00  -0.460911E+00   0.205946E+01   0.768780E+00   0.433230E+01   0.130042E+01  -0.147075E-01      0.177828E+04     0.000000E+00    0.424200E+04
  30  drift  0.132850E+02   0.711006E+01   0.893932E-03   0.762944E+00   0.118570E+01   0.152973E+01   0.276210E+01   0.104124E+03   0.179983E+03   0.585600E-03      0.393610E+00        0.480004E+00        0.579715E+00        0.568899E+00        0.719941E+00        0.854022E+00        0.441378E+02        0.568319E+02        0.657017E+02     0.166692E-01  -0.493098E-01   0.206144E-01  -0.844853E-01   0.123790E+00  -0.460224E+00   0.199810E+01   0.732262E+00   0.419548E+01   0.122367E+01  -0.144406E-01      0.177827E+04     0.000000E+00    0.424200E+04
  31  drift  0.136350E+02   0.711006E+01   0.820647E-03   0.692124E+00   0.102753E+01   0.142446E+01   0.222982E+01   0.104068E+03   0.179972E+03   0.586567E-03      0.395247E+00        0.479567E+00        0.579187E+00        0.561658E+00        0.687397E+00        0.825206E+00        0.441851E+02        0.569698E+02        0.658610E+02     0.142180E-01  -0.470881E-01   0.134284E-01  -0.693337E-01   0.123790E+00  -0.451398E+00   0.175658E+01   0.600130E+00   0.360277E+01   0.930825E+00  -0.166038E-01      0.177442E+04     0.340000E+02    0.420800E+04
  32  drift  0.149050E+02   0.711006E+01   0.820647E-03   0.458846E+00   0.540928E+00   0.106339E+01   0.128197E+01   0.104062E+03   0.179983E+03   0.586567E-03      0.395247E+00        0.479567E+00        0.579187E+00        0.561658E+00        0.687397E+00        0.825206E+00        0.441835E+02        0.568159E+02        0.659883E+02     0.823778E-02  -0.470881E-01   0.462301E-02  -0.693337E-01   0.123790E+00  -0.355945E+00   0.891988E+00   0.263762E+00   0.169537E+01   0.257961E+00  -0.152746E-01      0.177428E+04     0.000000E+00    0.420800E+04
  33  drift  0.159050E+02   0.711006E+01   0.820647E-03   0.349972E+00   0.279914E+00   0.802272E+00   0.566188E+00   0.104056E+03   0.179928E+03   0.586567E-03      0.395247E+00        0.479567E+00        0.579187E+00        0.561658E+00        0.687397E+00        0.825206E+00        0.441796E+02        0.565335E+02        0.663539E+02     0.352897E-02  -0.470881E-01  -0.231037E-02  -0.693337E-01   0.123790E+00  -0.433699E+00   0.211206E+00   0.153442E+00   0.193485E+00   0.690755E-01  -0.173752E-01      0.177425E+04     0.000000E+00    0.420800E+04
  34  slit   0.159050E+02   0.711006E+01   0.820647E-03   0.349972E+00   0.279914E+00   0.802272E+00   0.566188E+00   0.104056E+03   0.179928E+03   0.586567E-03      0.395247E+00        0.479567E+00        0.579187E+00        0.561658E+00        0.687397E+00        0.825206E+00        0.441796E+02        0.565335E+02        0.663539E+02     0.352897E-02  -0.470881E-01  -0.231037E-02  -0.693337E-01   0.123790E+00  -0.433699E+00   0.211206E+00   0.153442E+00   0.193485E+00   0.690755E-01  -0.173752E-01      0.177425E+04     0.000000E+00    0.420800E+04
  35  drift  0.162550E+02   0.711006E+01   0.820647E-03   0.342544E+00   0.289582E+00   0.736704E+00   0.640473E+00   0.104054E+03   0.179889E+03   0.586567E-03      0.395247E+00        0.479567E+00        0.579187E+00        0.561658E+00        0.687397E+00        0.825206E+00        0.441796E+02        0.565330E+02        0.663533E+02     0.188088E-02  -0.470881E-01  -0.473705E-02  -0.693337E-01   0.123790E+00  -0.430970E+00  -0.270678E-01   0.146998E+00  -0.332176E+00   0.739297E-01  -0.163346E-01      0.177419E+04     0.000000E+00    0.420800E+04
  36  drift  0.166050E+02   0.711006E+01   0.820647E-03   0.354267E+00   0.362080E+00   0.797465E+00   0.830740E+00   0.104052E+03   0.179969E+03   0.586567E-03      0.395247E+00        0.479567E+00        0.579187E+00        0.561658E+00        0.687397E+00        0.825206E+00        0.441795E+02        0.565325E+02        0.663526E+02     0.232797E-03  -0.470881E-01  -0.716373E-02  -0.693337E-01   0.123790E+00  -0.428241E+00  -0.265341E+00   0.157232E+00  -0.857837E+00   0.115580E+00  -0.152941E-01      0.177413E+04     0.000000E+00    0.420800E+04
  37  slit   0.166050E+02   0.711006E+01   0.820647E-03   0.354267E+00   0.362080E+00   0.797465E+00   0.830740E+00   0.104052E+03   0.179969E+03   0.586567E-03      0.395247E+00        0.479567E+00        0.579187E+00        0.561658E+00        0.687397E+00        0.825206E+00        0.441795E+02        0.565325E+02        0.663526E+02     0.232797E-03  -0.470881E-01  -0.716373E-02  -0.693337E-01   0.123790E+00  -0.428241E+00  -0.265341E+00   0.157232E+00  -0.857837E+00   0.115580E+00  -0.152941E-01      0.177413E+04     0.000000E+00    0.420800E+04
  38  drift  0.171050E+02   0.711006E+01   0.820647E-03   0.400338E+00   0.520572E+00   0.962978E+00   0.111878E+01   0.104050E+03   0.179939E+03   0.586567E-03      0.395247E+00        0.479567E+00        0.579187E+00        0.561658E+00        0.687397E+00        0.825206E+00        0.441777E+02        0.566547E+02        0.664962E+02    -0.212161E-02  -0.470881E-01  -0.106304E-01  -0.693337E-01   0.123790E+00  -0.338791E+00  -0.605732E+00   0.200786E+00  -0.160878E+01   0.238911E+00  -0.164623E-01      0.177412E+04     0.000000E+00    0.420800E+04
  39  slit   0.171050E+02   0.711006E+01   0.820647E-03   0.400338E+00   0.520572E+00   0.962978E+00   0.111878E+01   0.104050E+03   0.179939E+03   0.586567E-03      0.395247E+00        0.479567E+00        0.579187E+00        0.561658E+00        0.687397E+00        0.825206E+00        0.441777E+02        0.566547E+02        0.664962E+02    -0.212161E-02  -0.470881E-01  -0.106304E-01  -0.693337E-01   0.123790E+00  -0.338791E+00  -0.605732E+00   0.200786E+00  -0.160878E+01   0.238911E+00  -0.164623E-01      0.177412E+04     0.000000E+00    0.420800E+04
  40  drift  0.181050E+02   0.711006E+01   0.820647E-03   0.557955E+00   0.897952E+00   0.129610E+01   0.169946E+01   0.104045E+03   0.179965E+03   0.586567E-03      0.395247E+00        0.479567E+00        0.579187E+00        0.561658E+00        0.687397E+00        0.825206E+00        0.441753E+02        0.567233E+02        0.653494E+02    -0.683042E-02  -0.470881E-01  -0.175638E-01  -0.693337E-01   0.123790E+00  -0.416546E+00  -0.128651E+01   0.390010E+00  -0.311067E+01   0.710856E+00  -0.166886E-01      0.177404E+04     0.000000E+00    0.420800E+04
  41  drift  0.184190E+02   0.711006E+01   0.820647E-03   0.617383E+00   0.102211E+01   0.140475E+01   0.188180E+01   0.104043E+03   0.179949E+03   0.586567E-03      0.395247E+00        0.479567E+00        0.579187E+00        0.561658E+00        0.687397E+00        0.825206E+00        0.441739E+02        0.567000E+02        0.655491E+02    -0.830899E-02  -0.470881E-01  -0.197409E-01  -0.693337E-01   0.123790E+00  -0.242995E+00  -0.150028E+01   0.477516E+00  -0.358226E+01   0.921014E+00  -0.178707E-01      0.177405E+04     0.000000E+00    0.420800E+04
  42  quad   0.186990E+02   0.711006E+01   0.820647E-03   0.750693E+00   0.100882E+01   0.167816E+01   0.185487E+01   0.104042E+03   0.179996E+03   0.586567E-03      0.395255E+00        0.480576E+00        0.579705E+00        0.561662E+00        0.685805E+00        0.825277E+00        0.441739E+02        0.566983E+02        0.655472E+02    -0.107025E-01  -0.127146E+00  -0.192764E-01   0.101566E+00   0.123790E+00  -0.238947E+00  -0.729450E+01   0.705983E+00   0.434947E+01   0.897227E+00  -0.170380E-01      0.177400E+04     0.000000E+00    0.420800E+04
  43  drift  0.188450E+02   0.711006E+01   0.820647E-03   0.864077E+00   0.937567E+00   0.191814E+01   0.173370E+01   0.104041E+03   0.179933E+03   0.586567E-03      0.395255E+00        0.480576E+00        0.579705E+00        0.561662E+00        0.685805E+00        0.825277E+00        0.441729E+02        0.566668E+02        0.655866E+02    -0.125588E-01  -0.127146E+00  -0.177935E-01   0.101566E+00   0.123790E+00  -0.318375E+00  -0.841558E+01   0.935351E+00   0.402536E+01   0.774955E+00  -0.177318E-01      0.177400E+04     0.000000E+00    0.420800E+04
  44  quad   0.191250E+02   0.711006E+01   0.820647E-03   0.100879E+01   0.873546E+00   0.221844E+01   0.164490E+01   0.104039E+03   0.179984E+03   0.586567E-03      0.395252E+00        0.479952E+00        0.578952E+00        0.561638E+00        0.686540E+00        0.825168E+00        0.441729E+02        0.566646E+02        0.655841E+02    -0.150428E-01  -0.480773E-01  -0.163021E-01   0.652519E-02   0.123790E+00  -0.313748E+00  -0.307587E+01   0.127491E+01  -0.177343E+00   0.672762E+00  -0.168991E-01      0.177395E+04     0.000000E+00    0.420800E+04
  45  drift  0.229763E+02   0.711006E+01   0.871019E-03   0.164055E+01   0.108452E+01   0.299782E+01   0.237990E+01   0.103995E+03   0.179987E+03   0.585211E-03      0.341399E+00        0.409630E+00        0.513965E+00        0.565320E+00        0.691587E+00        0.821362E+00        0.440571E+02        0.567164E+02        0.659493E+02    -0.168761E-01  -0.296015E-01  -0.212364E-01  -0.161537E-02   0.123790E+00   0.466135E+00  -0.508262E+01   0.390357E+01  -0.765716E+00   0.103021E+01  -0.718004E-02      0.177709E+04     0.571000E+03    0.363700E+04
  46  quad   0.232763E+02   0.711006E+01   0.871019E-03   0.144399E+01   0.128994E+01   0.264432E+01   0.286283E+01   0.103995E+03   0.179961E+03   0.585211E-03      0.341673E+00        0.409276E+00        0.508418E+00        0.565596E+00        0.693141E+00        0.823208E+00        0.440572E+02        0.567731E+02        0.659385E+02    -0.150690E-01   0.146854E+00  -0.248009E-01  -0.242423E+00   0.123790E+00   0.386327E+00   0.311561E+02   0.302180E+01  -0.149679E+02   0.145672E+01  -0.675357E-02      0.177709E+04     0.000000E+00    0.363700E+04
  47  drift  0.233600E+02   0.711006E+01   0.898707E-03   0.131984E+01   0.139100E+01   0.241865E+01   0.299834E+01   0.104084E+03   0.179947E+03   0.585592E-03      0.342348E+00        0.409403E+00        0.508575E+00        0.562070E+00        0.679646E+00        0.765367E+00        0.441240E+02        0.567306E+02        0.658892E+02    -0.124509E-01   0.131114E+00  -0.218638E-01  -0.194346E+00   0.123790E+00   0.497552E+00   0.284300E+02   0.251954E+01  -0.161264E+02   0.170456E+01  -0.558579E-02      0.177744E+04     0.140000E+02    0.362300E+04
