 Nseed      iq         dt[nsec]         dW[MeV/u]           x[cm]           x'[mrad]            y[cm]           y'[mrad]  
      0      1       0.84977E-12       0.00000E+00      -0.29743E-05       0.73676E-05       0.00000E+00       0.00000E+00
      0      1      -0.13831E+02       0.15660E-02      -0.96053E-01       0.57708E+00       0.76125E+00       0.90112E+01
      0      1      -0.15864E+02      -0.43663E-02      -0.56675E+00       0.46248E+00      -0.79990E+00      -0.61022E+01
      0      1      -0.71975E+01      -0.14082E-02       0.84339E+00      -0.33369E+01      -0.59113E+00      -0.47562E+01
      0      1      -0.32808E+02       0.37897E-02       0.54901E+00      -0.19637E+01       0.42149E+00       0.65558E+01
      0      1      -0.19979E+02       0.22014E-03      -0.11274E+00       0.75558E+00      -0.38712E+00      -0.56620E+01
      0      1       0.19601E+02      -0.36132E-02      -0.61639E+00       0.13205E+00      -0.44567E+00      -0.34311E+00
      0      1      -0.53826E+01       0.60939E-02       0.10645E+00      -0.28314E-02      -0.50646E+00      -0.60400E+01
      0      1      -0.98881E+01      -0.12813E-02       0.29384E+00      -0.17757E+01      -0.99830E+00      -0.85007E+01
      0      1       0.16696E+02      -0.13399E-02       0.58306E+00      -0.28907E+01       0.67723E+00       0.55797E+01
      0      1       0.14255E+02      -0.27128E-02       0.29574E-01       0.19939E+01       0.65690E+00       0.35530E+01
      0      1       0.11511E+02       0.16356E-02       0.91024E+00      -0.16641E+01      -0.10874E+00      -0.24926E+01
      0      1      -0.90776E+00       0.54290E-02      -0.16698E+00       0.64162E+00       0.92888E-01      -0.19892E+01
      0      1       0.24678E+02       0.43267E-02      -0.66424E+00       0.17549E+01       0.96722E+00       0.77176E+01
      0      1       0.30018E+02       0.11923E-02       0.54157E+00      -0.92792E+00       0.76165E+00       0.38825E+01
      0      1       0.11257E+02       0.46423E-02      -0.71693E+00       0.25592E+01       0.24246E+00      -0.11285E+01
      0      1      -0.15677E+02      -0.67073E-03      -0.68374E+00      -0.86200E-01       0.57590E+00       0.48852E+01
      0      1      -0.11196E+02       0.49465E-02       0.93429E+00      -0.33883E+01       0.57808E+00       0.25406E+01
      0      1      -0.11292E+02      -0.66116E-02       0.10757E+00       0.15067E+00      -0.14568E+00      -0.19926E+01
      0      1       0.10386E+02       0.42222E-02       0.31118E+00      -0.17450E+01      -0.89300E-01      -0.40565E+01
      0      1      -0.32442E+02      -0.77681E-03      -0.36500E-01       0.15611E+01       0.64071E+00       0.50000E+01
      0      1       0.26770E+02      -0.59526E-02       0.88554E-01       0.15072E+01       0.80501E+00       0.73169E+01
      0      1      -0.28312E+02       0.11131E-02      -0.11072E+00      -0.91052E+00      -0.90897E+00      -0.94132E+01
      0      1       0.28923E+02       0.59452E-02      -0.98744E+00       0.36980E+01       0.38035E+00       0.85295E+00
      0      1       0.12970E+02       0.56237E-02       0.99836E-01       0.22811E-01       0.53869E+00       0.39483E+01
      0      1      -0.29279E+02      -0.50327E-04       0.10622E+00      -0.17429E+01       0.81833E+00       0.52708E+01
      0      1       0.22403E+02      -0.39687E-02      -0.74422E+00       0.33370E+01      -0.53377E-02       0.22589E+01
      0      1      -0.11615E+02      -0.56396E-02      -0.91207E+00       0.24420E+01       0.37867E+00       0.29234E+01
      0      1       0.18032E+02       0.47995E-02      -0.52266E+00       0.31104E+01      -0.60194E+00      -0.42081E+01
      0      1       0.29519E+02      -0.57239E-02      -0.19631E+00       0.38345E+00      -0.52920E+00      -0.70111E+01
      0      1      -0.12787E+02      -0.67402E-02       0.99310E+00      -0.16209E+01       0.38321E+00       0.45539E+01
      0      1      -0.36584E+02       0.18043E-02       0.90360E+00      -0.29321E+01      -0.67124E+00      -0.52242E+01
      0      1      -0.13282E+02       0.46351E-02      -0.57434E+00       0.82596E+00       0.57259E+00       0.80562E+01
      0      1       0.68977E+00      -0.63411E-02       0.26938E+00       0.96909E+00      -0.22423E+00      -0.27805E+01
      0      1      -0.33738E+02      -0.35376E-02      -0.67108E-01       0.99898E+00       0.36609E+00       0.23976E+01
      0      1      -0.14416E+02      -0.48827E-02      -0.74759E+00       0.19154E+01      -0.76114E+00      -0.39969E+01
      0      1      -0.30510E+02      -0.56595E-02      -0.82545E+00       0.86744E+00      -0.39190E+00      -0.44691E+01
      0      1       0.37543E+02       0.26947E-02       0.90739E+00      -0.21711E+01       0.91140E+00       0.48376E+01
      0      1       0.25897E+02       0.12709E-02       0.84623E+00      -0.16656E+01       0.69648E+00       0.58875E+01
      0      1       0.91217E+01      -0.44371E-03      -0.80187E+00       0.31801E+01       0.61506E+00       0.40989E+01
      0      1       0.84316E+01       0.13699E-02      -0.80617E+00       0.10704E+01      -0.37705E+00      -0.27696E+01
      0      1       0.85247E+01      -0.23545E-02       0.37122E+00       0.28563E+00      -0.64924E+00      -0.15323E+01
      0      1      -0.23284E+02      -0.67316E-02       0.82240E-01      -0.16790E+01       0.63038E+00       0.15572E+01
      0      1       0.16644E+02       0.47324E-02       0.46109E+00      -0.71079E+00       0.75147E+00       0.65560E+01
      0      1      -0.28064E+02       0.19413E-02      -0.24840E+00       0.27878E+01      -0.75415E+00      -0.53735E+01
      0      1      -0.30996E+02       0.54529E-02       0.91370E+00      -0.27177E+01       0.18528E+00       0.41837E+00
      0      1      -0.28030E+02       0.46507E-03       0.76414E+00      -0.32705E+01      -0.74727E+00      -0.75328E+01
      0      1       0.74968E+01      -0.55242E-02      -0.48273E+00       0.11564E+01       0.30142E+00       0.84607E+00
      0      1       0.39282E+02       0.72594E-03       0.36339E+00      -0.42495E+00       0.33315E+00       0.62093E+00
      0      1       0.35103E+02       0.23613E-02      -0.28118E+00       0.75359E+00      -0.92771E-01      -0.33755E+01
      0      1       0.14249E+02       0.52527E-02       0.80058E+00      -0.25712E+01       0.12472E+00       0.48650E+01
      0      1      -0.32440E+02       0.62891E-02       0.95870E+00      -0.18367E+01       0.57930E+00       0.30204E+01
      0      1      -0.10139E+02       0.15482E-03       0.24179E+00      -0.24254E+01       0.51311E+00       0.35007E+01
      0      1       0.44070E+01       0.87860E-03       0.70516E+00      -0.18271E+01       0.31680E+00       0.25672E+01
